n.evals.q.1.0.	xor._.hebbian.network.best.quality.increase	xor._.hebbian.network.best.quality.increase.min	xor._.hebbian.network.best.quality.increase.max	xor._.hebbian.synapse.best.quality.increase	xor._.hebbian.synapse.best.quality.increase.min	xor._.hebbian.synapse.best.quality.increase.max	xor._.freeForm.best.quality.increase	xor._.freeForm.best.quality.increase.min	xor._.freeForm.best.quality.increase.max
1.000e+02	4.729e-01	2.342e-01	4.973e-01	7.145e-01	4.994e-01	8.625e-01	1.250e-01	1.250e-01	1.307e-01
2.000e+02	4.588e-01	9.264e-02	4.973e-01	8.150e-01	6.951e-01	8.967e-01	1.251e-01	1.250e-01	4.974e-01
3.000e+02	2.806e-01	1.573e-01	4.860e-01	8.375e-01	7.145e-01	8.916e-01	1.732e-01	1.250e-01	4.041e-01
4.000e+02	2.632e-01	2.196e-01	4.837e-01	8.150e-01	6.646e-01	8.830e-01	2.250e-01	1.250e-01	4.750e-01
5.000e+02	2.591e-01	1.573e-01	4.729e-01	7.973e-01	6.568e-01	8.726e-01	2.250e-01	1.251e-01	4.041e-01
6.000e+02	2.499e-01	1.573e-01	4.492e-01	7.744e-01	6.506e-01	8.726e-01	2.250e-01	1.345e-01	3.571e-01
7.000e+02	2.499e-01	2.056e-01	4.492e-01	7.745e-01	6.506e-01	8.726e-01	2.250e-01	1.345e-01	3.750e-01
8.000e+02	2.472e-01	2.066e-01	2.907e-01	7.745e-01	6.506e-01	8.726e-01	2.382e-01	1.708e-01	4.041e-01
9.000e+02	2.472e-01	2.066e-01	2.907e-01	7.745e-01	6.506e-01	8.726e-01	2.382e-01	1.708e-01	4.000e-01
1.000e+03	2.405e-01	2.000e-01	2.651e-01	7.862e-01	6.506e-01	8.726e-01	2.250e-01	1.708e-01	3.796e-01
1.100e+03	2.416e-01	2.180e-01	2.758e-01	7.862e-01	6.505e-01	8.726e-01	2.250e-01	1.708e-01	3.801e-01
1.200e+03	2.416e-01	2.180e-01	2.758e-01	7.431e-01	6.406e-01	8.726e-01	2.250e-01	1.262e-01	3.750e-01
1.300e+03	2.416e-01	2.196e-01	2.758e-01	7.431e-01	6.406e-01	8.726e-01	2.250e-01	1.250e-01	3.796e-01
1.400e+03	2.405e-01	2.180e-01	2.651e-01	7.431e-01	6.406e-01	8.726e-01	2.250e-01	1.250e-01	4.379e-01
1.500e+03	2.416e-01	2.189e-01	2.632e-01	7.145e-01	5.886e-01	8.726e-01	2.250e-01	1.250e-01	4.251e-01
1.600e+03	2.416e-01	2.189e-01	2.632e-01	6.866e-01	5.886e-01	8.726e-01	2.250e-01	1.250e-01	4.251e-01
1.700e+03	2.405e-01	2.180e-01	2.632e-01	6.866e-01	5.886e-01	8.726e-01	2.250e-01	1.250e-01	4.251e-01
1.800e+03	2.342e-01	2.117e-01	2.632e-01	6.646e-01	5.880e-01	8.723e-01	2.250e-01	1.250e-01	4.251e-01
1.900e+03	2.342e-01	2.117e-01	2.632e-01	6.628e-01	5.795e-01	8.723e-01	2.250e-01	1.250e-01	4.379e-01
2.000e+03	2.342e-01	2.117e-01	2.632e-01	6.628e-01	5.795e-01	8.723e-01	2.250e-01	1.250e-01	4.819e-01
2.100e+03	2.342e-01	2.117e-01	2.632e-01	6.628e-01	5.795e-01	8.723e-01	2.250e-01	1.250e-01	4.819e-01
2.200e+03	2.342e-01	2.117e-01	2.632e-01	6.628e-01	5.795e-01	8.723e-01	2.250e-01	1.250e-01	5.000e-01
2.300e+03	2.328e-01	2.117e-01	2.626e-01	6.628e-01	5.463e-01	8.723e-01	2.750e-01	1.250e-01	5.122e-01
2.400e+03	2.328e-01	2.117e-01	2.626e-01	6.628e-01	5.592e-01	8.723e-01	3.796e-01	1.250e-01	5.122e-01
2.500e+03	2.328e-01	2.117e-01	2.626e-01	6.628e-01	5.592e-01	8.723e-01	4.000e-01	1.676e-01	5.447e-01
2.600e+03	2.328e-01	2.117e-01	2.626e-01	6.628e-01	5.592e-01	8.723e-01	4.000e-01	1.676e-01	5.514e-01
2.700e+03	2.342e-01	2.117e-01	2.626e-01	6.628e-01	5.592e-01	8.723e-01	3.796e-01	1.676e-01	5.122e-01
2.800e+03	2.342e-01	2.117e-01	2.626e-01	6.628e-01	5.592e-01	8.723e-01	3.796e-01	1.750e-01	5.122e-01
2.900e+03	2.342e-01	2.117e-01	2.626e-01	6.506e-01	5.592e-01	8.620e-01	3.796e-01	1.676e-01	5.190e-01
3.000e+03	2.342e-01	2.117e-01	2.626e-01	6.506e-01	5.592e-01	8.620e-01	3.067e-01	1.750e-01	5.122e-01
3.100e+03	2.342e-01	2.117e-01	2.598e-01	6.506e-01	5.592e-01	8.620e-01	4.000e-01	1.953e-01	5.190e-01
