n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
6.500e+03	4.548e-01	-2.772e-02	5.000e-01	5.527e-01	2.642e-01	7.010e-01	9.533e-02	4.242e-02	2.377e-01
6.600e+03	4.548e-01	-2.772e-02	5.000e-01	5.527e-01	3.207e-01	7.010e-01	9.533e-02	4.242e-02	2.377e-01
6.700e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.242e-02	2.377e-01
6.800e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.242e-02	2.377e-01
6.900e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.242e-02	3.098e-01
7.000e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.242e-02	2.377e-01
7.100e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.380e-02	2.377e-01
7.200e+03	4.548e-01	-2.772e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.441e-02	4.380e-02	1.498e-01
7.300e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.441e-02	4.380e-02	1.498e-01
7.400e+03	4.560e-01	2.878e-02	5.000e-01	5.804e-01	3.324e-01	7.213e-01	9.533e-02	4.380e-02	2.377e-01
