n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.consistency	xor._.me.hebbian.network.best.quality.consistency.min	xor._.me.hebbian.network.best.quality.consistency.max	xor._.me.hebbian.synapse.best.quality.consistency	xor._.me.hebbian.synapse.best.quality.consistency.min	xor._.me.hebbian.synapse.best.quality.consistency.max	xor._.me.freeForm.best.quality.consistency	xor._.me.freeForm.best.quality.consistency.min	xor._.me.freeForm.best.quality.consistency.max
1.000e+02	1.242e-02	3.294e-07	1.979e-02	7.832e-03	1.058e-03	1.187e-02	1.695e-11	2.776e-17	4.055e-08
2.000e+02	1.258e-02	8.280e-05	1.835e-02	1.284e-02	2.709e-03	1.981e-02	1.974e-08	2.776e-17	4.638e-04
3.000e+02	1.277e-02	1.235e-03	1.859e-02	1.284e-02	6.112e-03	2.227e-02	2.375e-07	5.551e-17	1.704e-01
4.000e+02	1.328e-02	3.331e-03	1.862e-02	1.450e-02	9.458e-03	2.335e-02	1.577e-07	2.103e-14	2.165e-01
5.000e+02	1.328e-02	7.477e-03	1.862e-02	1.942e-02	1.284e-02	2.647e-02	2.375e-07	2.103e-14	3.803e-01
6.000e+02	1.348e-02	7.477e-03	1.862e-02	1.869e-02	1.231e-02	2.464e-02	9.060e-05	2.631e-11	4.665e-01
7.000e+02	1.348e-02	7.477e-03	1.862e-02	1.859e-02	1.222e-02	2.464e-02	2.375e-07	5.018e-10	4.971e-01
8.000e+02	1.348e-02	7.477e-03	1.979e-02	1.783e-02	1.146e-02	2.464e-02	2.375e-07	5.018e-10	4.665e-01
9.000e+02	1.445e-02	7.771e-03	1.979e-02	1.869e-02	1.284e-02	3.344e-02	3.085e-03	8.234e-10	4.146e-01
1.000e+03	1.445e-02	7.935e-03	1.979e-02	1.942e-02	1.284e-02	3.344e-02	1.659e-01	1.433e-09	4.507e-01
1.100e+03	1.500e-02	1.258e-02	1.979e-02	1.942e-02	1.284e-02	2.464e-02	1.659e-01	2.353e-09	3.310e-01
1.200e+03	1.500e-02	1.258e-02	1.979e-02	1.942e-02	1.231e-02	2.464e-02	1.654e-01	2.353e-09	2.706e-01
1.300e+03	1.500e-02	1.258e-02	1.979e-02	1.942e-02	1.231e-02	2.429e-02	1.637e-01	2.353e-09	2.706e-01
1.400e+03	1.500e-02	1.258e-02	1.979e-02	1.942e-02	1.247e-02	2.429e-02	1.654e-01	2.353e-09	2.706e-01
