n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.100e+04	1.429e-01	3.582e-02	2.515e-01	3.437e-01	1.041e-01	5.387e-01	5.000e-01	1.031e-09	8.220e-01
1.110e+04	1.505e-01	6.938e-02	2.668e-01	3.354e-01	1.040e-01	5.133e-01	5.000e-01	5.009e-07	1.000e+00
1.120e+04	1.510e-01	5.416e-02	2.856e-01	3.525e-01	1.039e-01	5.145e-01	4.993e-01	-2.061e-09	1.000e+00
1.130e+04	1.536e-01	4.184e-02	2.865e-01	3.438e-01	1.040e-01	5.076e-01	5.000e-01	3.497e-15	1.000e+00
1.140e+04	1.540e-01	5.230e-02	2.846e-01	3.074e-01	1.018e-01	5.115e-01	5.000e-01	0.000e+00	1.000e+00
1.150e+04	1.501e-01	3.616e-02	2.425e-01	2.868e-01	1.036e-01	5.191e-01	5.000e-01	0.000e+00	1.000e+00
1.160e+04	1.532e-01	4.811e-02	2.861e-01	3.345e-01	1.040e-01	5.179e-01	4.988e-01	0.000e+00	9.711e-01
1.170e+04	1.501e-01	4.128e-02	2.536e-01	3.360e-01	1.039e-01	5.092e-01	4.910e-01	2.498e-16	1.000e+00
1.180e+04	1.493e-01	3.800e-02	2.775e-01	3.439e-01	1.039e-01	5.136e-01	4.993e-01	1.031e-09	1.000e+00
1.190e+04	1.328e-01	2.015e-02	2.467e-01	3.444e-01	1.040e-01	5.166e-01	5.258e-01	2.498e-16	1.000e+00
1.200e+04	1.356e-01	4.214e-02	2.424e-01	3.543e-01	1.025e-01	5.103e-01	4.889e-01	3.497e-15	7.356e-01
1.210e+04	1.530e-01	3.647e-02	2.542e-01	3.328e-01	1.042e-01	5.284e-01	4.506e-01	0.000e+00	8.307e-01
1.220e+04	1.229e-01	3.636e-02	2.527e-01	3.482e-01	1.040e-01	5.157e-01	4.725e-01	2.498e-16	7.364e-01
1.230e+04	1.394e-01	4.270e-02	2.600e-01	3.275e-01	1.040e-01	5.280e-01	4.888e-01	3.497e-15	8.513e-01
1.240e+04	1.507e-01	4.134e-02	2.463e-01	3.361e-01	1.041e-01	5.190e-01	4.993e-01	3.497e-15	9.390e-01
1.250e+04	1.489e-01	3.710e-02	2.525e-01	3.544e-01	1.039e-01	5.177e-01	4.910e-01	0.000e+00	9.912e-01
1.260e+04	1.249e-01	1.604e-02	2.535e-01	3.034e-01	9.860e-02	5.264e-01	4.985e-01	3.497e-15	9.997e-01
