n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
8.400e+03	2.438e-01	2.132e-01	2.557e-01	5.038e-01	2.677e-01	9.410e-01	5.000e-01	3.929e-01	5.962e-01
8.500e+03	2.421e-01	2.091e-01	2.556e-01	5.094e-01	2.898e-01	8.282e-01	5.000e-01	1.466e-03	5.000e-01
8.600e+03	2.432e-01	2.212e-01	2.617e-01	5.097e-01	3.129e-01	8.786e-01	5.000e-01	1.466e-03	5.000e-01
8.700e+03	2.418e-01	2.257e-01	2.664e-01	5.255e-01	2.835e-01	9.015e-01	5.000e-01	2.913e-02	5.000e-01
8.800e+03	2.373e-01	2.078e-01	2.556e-01	5.301e-01	3.147e-01	9.463e-01	5.000e-01	8.009e-02	5.000e-01
8.900e+03	2.456e-01	2.302e-01	2.893e-01	5.060e-01	2.865e-01	9.226e-01	5.000e-01	1.466e-03	5.000e-01
9.000e+03	2.390e-01	2.132e-01	2.571e-01	5.284e-01	2.858e-01	9.072e-01	5.000e-01	1.451e-02	5.000e-01
9.100e+03	2.385e-01	2.205e-01	2.591e-01	5.016e-01	3.632e-01	8.888e-01	5.000e-01	4.788e-04	5.000e-01
9.200e+03	2.460e-01	2.212e-01	2.595e-01	5.041e-01	2.756e-01	8.111e-01	5.000e-01	0.000e+00	5.000e-01
9.300e+03	2.385e-01	2.124e-01	2.556e-01	5.080e-01	2.976e-01	9.533e-01	5.000e-01	1.679e-04	5.000e-01
9.400e+03	2.338e-01	1.858e-01	2.475e-01	5.408e-01	2.654e-01	9.533e-01	5.000e-01	6.806e-02	5.000e-01
9.500e+03	2.340e-01	2.132e-01	2.702e-01	5.206e-01	2.817e-01	9.619e-01	5.000e-01	2.402e-03	5.776e-01
9.600e+03	2.468e-01	2.246e-01	2.872e-01	5.174e-01	2.593e-01	8.756e-01	5.000e-01	2.038e-01	6.081e-01
9.700e+03	2.418e-01	2.160e-01	2.704e-01	5.236e-01	4.041e-01	9.570e-01	5.000e-01	2.502e-01	5.000e-01
9.800e+03	2.393e-01	2.212e-01	3.049e-01	5.058e-01	2.987e-01	8.749e-01	5.000e-01	3.256e-02	5.000e-01
9.900e+03	2.436e-01	2.236e-01	2.973e-01	5.135e-01	2.859e-01	9.281e-01	5.000e-01	6.013e-02	5.000e-01
1.000e+04	2.463e-01	2.165e-01	2.871e-01	5.109e-01	2.904e-01	9.813e-01	5.000e-01	2.998e-05	5.000e-01
1.010e+04	2.460e-01	2.132e-01	2.816e-01	5.087e-01	2.702e-01	8.807e-01	5.000e-01	1.110e-02	5.000e-01
1.020e+04	2.498e-01	2.340e-01	2.992e-01	5.247e-01	2.631e-01	8.172e-01	5.000e-01	0.000e+00	5.000e-01
1.030e+04	2.309e-01	1.979e-01	2.576e-01	5.016e-01	1.912e-01	8.177e-01	5.000e-01	9.631e-02	5.000e-01
1.040e+04	2.468e-01	2.164e-01	2.697e-01	5.040e-01	1.889e-01	9.015e-01	5.000e-01	1.107e-03	5.000e-01
1.050e+04	2.371e-01	2.132e-01	2.579e-01	5.000e-01	2.167e-01	8.757e-01	5.000e-01	4.300e-06	5.000e-01
1.060e+04	2.406e-01	2.026e-01	2.583e-01	5.001e-01	2.780e-01	9.572e-01	5.000e-01	0.000e+00	5.000e-01
1.070e+04	2.386e-01	2.096e-01	2.512e-01	5.130e-01	2.172e-01	9.543e-01	5.000e-01	1.466e-03	5.000e-01
1.080e+04	2.447e-01	2.119e-01	2.659e-01	5.063e-01	1.973e-01	8.731e-01	5.000e-01	0.000e+00	5.000e-01
1.090e+04	2.465e-01	2.119e-01	3.145e-01	5.196e-01	1.960e-01	9.518e-01	5.000e-01	3.868e-02	5.000e-01
1.100e+04	2.468e-01	2.132e-01	2.914e-01	5.035e-01	1.892e-01	9.579e-01	5.000e-01	5.818e-02	5.000e-01
1.110e+04	2.340e-01	2.101e-01	2.724e-01	5.135e-01	2.577e-01	8.841e-01	5.000e-01	0.000e+00	5.000e-01
