n.evals.q.1.0.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.680e+04	1.662e-01	1.252e-02	2.631e-01	6.322e-01	-4.187e-02	9.026e-01	3.928e-01	-3.112e-02	6.000e-01
1.690e+04	2.533e-01	5.758e-02	2.949e-01	4.000e-01	-7.197e-02	8.035e-01	3.837e-01	2.175e-02	6.000e-01
1.700e+04	2.295e-01	1.175e-01	2.891e-01	6.667e-01	6.491e-02	8.225e-01	2.688e-01	-3.968e-02	6.000e-01
1.710e+04	1.405e-01	-4.354e-02	2.627e-01	3.728e-01	2.543e-02	7.455e-01	3.943e-01	-1.147e-02	6.000e-01
1.720e+04	2.261e-01	1.266e-01	3.140e-01	6.362e-01	2.593e-01	9.088e-01	1.660e-01	-7.544e-02	5.500e-01
1.730e+04	2.512e-01	-2.574e-02	2.943e-01	4.000e-01	1.399e-01	7.658e-01	3.216e-01	-2.000e-01	6.000e-01
1.740e+04	2.170e-01	-6.564e-02	3.029e-01	4.400e-01	1.180e-01	7.349e-01	5.000e-01	-1.147e-02	6.500e-01
1.750e+04	1.632e-01	3.669e-02	2.389e-01	6.421e-01	1.242e-02	8.005e-01	1.660e-01	-2.312e-01	6.000e-01
1.760e+04	2.390e-01	9.251e-02	3.029e-01	5.922e-01	1.165e-01	7.896e-01	4.090e-01	-1.370e-01	6.497e-01
1.770e+04	1.198e-01	-4.185e-02	2.522e-01	5.979e-01	2.313e-01	9.102e-01	2.915e-01	-1.776e-01	6.000e-01
1.780e+04	1.284e-01	-3.698e-02	2.464e-01	4.790e-01	1.479e-01	7.979e-01	3.643e-01	-7.942e-03	6.000e-01
1.790e+04	2.021e-01	3.622e-02	2.903e-01	6.005e-01	-9.721e-03	7.743e-01	3.398e-01	6.956e-02	6.000e-01
1.800e+04	1.684e-01	-4.359e-02	2.704e-01	5.627e-01	1.980e-01	8.578e-01	4.003e-01	-1.657e-02	6.000e-01
1.810e+04	1.855e-01	2.047e-02	3.053e-01	6.059e-01	1.716e-01	7.842e-01	3.781e-01	-6.769e-02	6.000e-01
1.820e+04	2.426e-01	2.829e-02	3.029e-01	4.000e-01	8.777e-02	8.275e-01	2.600e-01	-1.000e-01	5.248e-01
1.830e+04	2.063e-01	7.022e-02	2.677e-01	6.049e-01	2.164e-02	9.060e-01	2.812e-01	-1.836e-02	6.000e-01
1.840e+04	1.819e-01	4.794e-02	2.372e-01	6.489e-01	2.461e-01	9.032e-01	3.159e-01	-1.919e-01	6.000e-01
1.850e+04	2.223e-01	1.068e-01	2.732e-01	5.522e-01	1.939e-05	8.487e-01	2.363e-01	-1.955e-01	6.000e-01
1.860e+04	2.194e-01	7.034e-02	2.734e-01	3.967e-01	1.087e-01	7.354e-01	3.500e-01	-1.377e-01	6.000e-01
1.870e+04	1.996e-01	3.249e-02	3.027e-01	6.324e-01	1.718e-01	9.075e-01	2.465e-01	-5.201e-02	5.000e-01
1.880e+04	1.955e-01	6.738e-02	3.407e-01	6.328e-01	2.463e-01	8.516e-01	4.317e-01	-2.560e-02	6.000e-01
1.890e+04	2.133e-01	5.248e-02	2.785e-01	7.148e-01	1.142e-01	9.494e-01	4.090e-01	1.000e-01	6.000e-01
1.900e+04	1.221e-01	-7.819e-03	2.553e-01	4.738e-01	8.358e-02	6.973e-01	4.366e-01	1.850e-01	6.000e-01
1.910e+04	1.303e-01	-8.745e-02	2.398e-01	4.562e-01	1.190e-02	8.295e-01	4.500e-01	3.381e-03	6.000e-01
1.920e+04	2.493e-01	9.708e-02	2.941e-01	6.760e-01	3.000e-01	8.684e-01	4.090e-01	-3.623e-02	6.000e-01
1.930e+04	1.745e-01	-6.255e-03	2.994e-01	6.149e-01	2.003e-01	7.967e-01	4.366e-01	1.000e-01	6.000e-01
1.940e+04	1.744e-01	-3.566e-02	2.966e-01	4.213e-01	8.973e-02	6.863e-01	2.389e-01	-1.000e-01	6.000e-01
1.950e+04	1.531e-01	4.247e-02	2.728e-01	6.704e-01	-5.029e-02	7.857e-01	4.090e-01	2.065e-03	6.000e-01
1.960e+04	1.795e-01	7.694e-02	2.942e-01	4.000e-01	9.699e-02	7.735e-01	4.442e-01	9.990e-02	6.000e-01
1.970e+04	1.722e-01	4.927e-02	2.751e-01	6.281e-01	2.075e-01	8.020e-01	4.483e-01	-4.397e-02	6.000e-01
1.980e+04	2.112e-01	6.396e-02	2.620e-01	5.722e-01	2.318e-01	8.160e-01	2.000e-01	-2.000e-01	6.000e-01
1.990e+04	2.081e-01	1.102e-01	2.731e-01	5.999e-01	3.920e-01	9.610e-01	4.009e-01	6.849e-02	6.000e-01
2.000e+04	2.342e-01	1.782e-01	2.929e-01	5.635e-01	2.690e-01	7.505e-01	4.500e-01	1.000e-01	6.000e-01
2.010e+04	2.620e-01	1.734e-01	3.108e-01	3.758e-01	1.726e-01	7.464e-01	4.090e-01	4.067e-02	6.000e-01
2.020e+04	1.263e-01	-8.883e-02	3.212e-01	6.015e-01	2.566e-01	8.203e-01	4.090e-01	1.000e-01	6.000e-01
2.030e+04	1.542e-01	-6.869e-04	2.344e-01	5.169e-01	2.148e-01	8.096e-01	4.090e-01	9.572e-02	6.347e-01
2.040e+04	1.410e-01	-4.295e-02	2.648e-01	5.034e-01	3.005e-01	7.325e-01	4.090e-01	-9.930e-03	6.500e-01
2.050e+04	2.171e-01	6.239e-02	2.992e-01	6.083e-01	1.373e-01	8.385e-01	4.383e-01	1.390e-02	6.500e-01
2.060e+04	2.277e-01	1.511e-01	2.901e-01	6.319e-01	1.899e-02	9.408e-01	3.610e-01	-1.000e-01	6.000e-01
2.070e+04	1.476e-01	-8.242e-02	2.757e-01	5.956e-01	3.358e-01	8.280e-01	4.442e-01	1.000e-01	6.000e-01
2.080e+04	2.151e-01	3.635e-02	2.763e-01	5.384e-01	1.054e-01	7.940e-01	4.090e-01	1.000e-01	6.000e-01
2.090e+04	1.845e-01	4.788e-02	2.688e-01	5.245e-01	3.000e-01	8.037e-01	3.048e-01	-5.444e-02	6.000e-01
2.100e+04	2.288e-01	6.383e-02	2.940e-01	4.058e-01	3.609e-02	8.233e-01	4.090e-01	1.196e-02	6.000e-01
2.110e+04	1.949e-01	6.580e-02	3.655e-01	4.000e-01	3.759e-02	7.970e-01	2.407e-01	-3.323e-02	6.000e-01
2.120e+04	1.533e-01	2.532e-02	2.615e-01	6.429e-01	2.692e-02	9.584e-01	2.327e-01	-1.081e-01	6.000e-01
2.130e+04	1.461e-01	-1.992e-02	2.161e-01	5.912e-01	4.000e-01	7.623e-01	3.801e-01	-1.783e-02	6.082e-01
2.140e+04	1.241e-01	-1.165e-02	2.178e-01	6.409e-01	5.987e-02	8.161e-01	4.260e-01	-1.000e-01	6.000e-01
2.150e+04	1.971e-01	2.070e-02	2.623e-01	5.906e-01	2.649e-01	7.923e-01	3.062e-01	-7.001e-03	6.000e-01
2.160e+04	1.589e-01	1.773e-02	2.901e-01	5.155e-01	1.599e-01	8.101e-01	3.788e-01	6.148e-02	6.000e-01
2.170e+04	1.720e-01	-5.821e-02	3.645e-01	5.996e-01	2.137e-01	7.137e-01	4.090e-01	-5.391e-02	6.000e-01
2.180e+04	1.484e-01	1.441e-02	2.470e-01	5.980e-01	3.341e-01	7.833e-01	2.593e-01	-1.250e-01	5.410e-01
2.190e+04	1.814e-01	3.224e-02	2.995e-01	5.833e-01	3.011e-01	8.060e-01	4.462e-01	-1.038e-01	6.500e-01
2.200e+04	1.847e-01	-7.142e-02	2.776e-01	6.450e-01	2.999e-01	7.966e-01	3.610e-01	7.429e-03	6.000e-01
2.210e+04	1.889e-01	3.293e-02	2.855e-01	5.374e-01	8.818e-02	8.099e-01	2.179e-01	-1.092e-01	5.587e-01
2.220e+04	2.181e-01	1.176e-01	2.936e-01	5.821e-01	9.074e-02	9.274e-01	3.282e-01	-1.581e-02	6.000e-01
2.230e+04	2.163e-01	6.999e-02	3.290e-01	6.030e-01	2.014e-01	8.394e-01	3.167e-01	-1.034e-01	5.000e-01
2.240e+04	2.122e-01	3.621e-02	3.499e-01	6.048e-01	2.023e-01	8.814e-01	3.401e-01	1.118e-02	6.000e-01
2.250e+04	1.540e-01	2.724e-02	2.310e-01	5.903e-01	2.092e-01	7.886e-01	1.660e-01	-1.000e-01	6.000e-01
2.260e+04	1.374e-01	1.292e-02	2.029e-01	5.929e-01	2.106e-01	8.089e-01	2.989e-01	2.393e-02	6.000e-01
2.270e+04	1.856e-01	6.373e-02	2.447e-01	3.920e-01	3.997e-02	7.076e-01	3.299e-01	-1.000e-01	5.000e-01
2.280e+04	1.430e-01	-5.501e-02	2.620e-01	5.416e-01	-9.239e-02	8.242e-01	4.090e-01	-9.430e-02	6.000e-01
2.290e+04	1.887e-01	-4.244e-03	2.640e-01	4.000e-01	-4.770e-02	6.959e-01	3.500e-01	-1.143e-01	6.000e-01
2.300e+04	1.623e-01	-6.284e-02	2.751e-01	5.021e-01	2.767e-01	8.603e-01	1.853e-01	-2.171e-01	5.346e-01
2.310e+04	2.232e-01	1.132e-01	2.795e-01	5.809e-01	-7.906e-03	7.812e-01	3.048e-01	1.033e-02	6.000e-01
2.320e+04	1.776e-01	3.198e-02	2.751e-01	6.255e-01	2.056e-01	8.304e-01	5.000e-01	-4.757e-02	6.500e-01
2.330e+04	2.171e-01	6.940e-02	2.937e-01	6.037e-01	1.087e-01	8.192e-01	4.003e-01	4.011e-02	6.331e-01
2.340e+04	1.995e-01	8.861e-02	3.314e-01	6.222e-01	1.779e-01	9.359e-01	4.090e-01	-2.000e-01	6.000e-01
2.350e+04	1.762e-01	5.064e-03	2.631e-01	6.057e-01	3.000e-01	7.765e-01	3.108e-01	-6.168e-02	5.641e-01
2.360e+04	2.423e-01	1.750e-02	3.477e-01	5.998e-01	2.513e-01	8.204e-01	4.062e-01	4.129e-02	5.985e-01
2.370e+04	1.849e-01	1.107e-01	2.656e-01	3.239e-01	1.468e-01	6.924e-01	4.090e-01	-2.000e-01	7.000e-01
2.380e+04	2.164e-01	4.613e-02	3.496e-01	4.708e-01	2.431e-01	7.614e-01	4.090e-01	1.000e-01	6.500e-01
2.390e+04	2.086e-01	-8.667e-03	3.322e-01	5.785e-01	2.231e-01	8.279e-01	4.000e-01	5.668e-02	6.235e-01
2.400e+04	1.875e-01	-7.297e-02	2.955e-01	5.871e-01	1.425e-01	8.137e-01	4.500e-01	9.994e-02	6.500e-01
2.410e+04	2.412e-01	9.831e-02	3.220e-01	5.785e-01	2.466e-01	7.534e-01	1.743e-01	-1.445e-01	6.000e-01
2.420e+04	2.626e-01	1.264e-01	3.514e-01	4.221e-01	1.932e-01	8.623e-01	4.503e-01	4.174e-02	6.000e-01
2.430e+04	1.696e-01	-4.003e-02	2.778e-01	5.204e-01	4.702e-02	7.257e-01	3.908e-01	-7.828e-02	6.000e-01
2.440e+04	2.458e-01	1.176e-01	3.261e-01	5.843e-01	1.997e-01	8.380e-01	4.090e-01	-5.005e-02	5.000e-01
2.450e+04	1.955e-01	9.468e-02	2.688e-01	6.375e-01	3.638e-01	8.305e-01	2.500e-01	-8.875e-02	5.000e-01
2.460e+04	1.801e-01	3.209e-02	2.936e-01	6.204e-01	2.149e-01	8.203e-01	3.942e-01	-5.192e-02	6.500e-01
2.470e+04	1.838e-01	1.047e-01	3.604e-01	4.148e-01	1.217e-01	8.217e-01	4.500e-01	8.385e-02	6.510e-01
2.480e+04	2.185e-01	4.733e-02	2.816e-01	5.886e-01	2.708e-01	8.175e-01	4.090e-01	1.315e-02	6.500e-01
2.490e+04	1.136e-01	-8.214e-02	2.407e-01	6.039e-01	2.987e-01	8.351e-01	4.409e-01	8.400e-04	6.000e-01
2.500e+04	2.046e-01	1.118e-01	2.905e-01	6.000e-01	2.429e-01	8.022e-01	4.090e-01	7.949e-02	5.000e-01
