n.evals.q.1.0.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.600e+04	2.926e-01	1.849e-01	3.459e-01	4.449e-01	1.444e-02	7.667e-01	3.845e-01	-8.299e-02	5.000e-01
1.610e+04	2.949e-01	8.594e-03	3.262e-01	5.598e-01	7.400e-02	7.661e-01	4.841e-01	-1.675e-01	5.000e-01
1.620e+04	2.928e-01	1.848e-01	3.715e-01	5.000e-01	1.612e-01	6.089e-01	2.054e-01	-3.399e-03	5.000e-01
1.630e+04	2.582e-01	1.038e-01	3.125e-01	5.183e-01	8.782e-03	7.673e-01	1.921e-01	0.000e+00	5.000e-01
1.640e+04	2.648e-01	1.074e-02	3.162e-01	5.000e-01	1.429e-01	6.786e-01	4.736e-01	-4.124e-02	5.000e-01
1.650e+04	2.829e-01	1.958e-01	3.233e-01	5.000e-01	3.194e-03	8.394e-01	1.264e-01	-1.243e-02	5.000e-01
1.660e+04	2.791e-01	2.164e-01	3.174e-01	4.990e-01	7.436e-02	8.393e-01	2.323e-01	-1.755e-02	5.000e-01
1.670e+04	2.840e-01	1.336e-01	3.264e-01	5.631e-01	4.152e-01	7.997e-01	2.500e-01	-9.564e-02	5.000e-01
1.680e+04	2.615e-01	2.789e-02	3.045e-01	5.000e-01	1.245e-01	9.027e-01	4.116e-01	6.580e-09	5.000e-01
1.690e+04	2.385e-01	6.665e-02	3.125e-01	4.999e-01	-1.170e-02	8.847e-01	3.309e-01	-3.609e-03	5.000e-01
1.700e+04	2.802e-01	1.214e-01	3.253e-01	4.495e-01	9.964e-03	7.017e-01	4.951e-01	0.000e+00	5.000e-01
1.710e+04	2.835e-01	2.325e-01	3.195e-01	5.087e-01	4.934e-03	7.745e-01	2.604e-02	-1.047e-01	5.000e-01
1.720e+04	2.352e-01	7.086e-02	3.019e-01	4.830e-01	1.137e-03	6.133e-01	2.595e-01	-1.579e-03	5.000e-01
1.730e+04	2.927e-01	2.303e-01	3.188e-01	5.007e-01	2.846e-01	9.065e-01	8.828e-02	-1.865e-01	5.000e-01
1.740e+04	2.997e-01	2.020e-06	3.512e-01	4.594e-01	1.680e-01	7.885e-01	1.332e-01	-9.293e-02	5.000e-01
1.750e+04	2.767e-01	2.148e-02	3.252e-01	4.746e-01	1.095e-01	7.857e-01	4.999e-01	0.000e+00	5.000e-01
1.760e+04	2.283e-01	-7.945e-02	3.071e-01	5.000e-01	1.027e-04	7.968e-01	1.902e-01	-3.107e-01	5.000e-01
1.770e+04	2.981e-01	2.072e-01	3.517e-01	5.003e-01	1.467e-01	7.286e-01	5.000e-01	-9.891e-03	5.000e-01
1.780e+04	2.279e-01	1.220e-01	3.034e-01	5.483e-01	1.165e-01	9.323e-01	1.765e-01	-1.044e-01	5.000e-01
1.790e+04	2.322e-01	4.782e-10	3.045e-01	5.000e-01	4.099e-02	7.073e-01	2.500e-01	-3.303e-15	5.000e-01
1.800e+04	2.894e-01	1.625e-01	3.179e-01	5.000e-01	2.972e-03	7.845e-01	2.528e-01	3.053e-16	5.000e-01
1.810e+04	2.590e-01	1.026e-01	3.044e-01	4.917e-01	1.085e-01	8.894e-01	4.537e-01	-1.895e-02	5.000e-01
1.820e+04	2.616e-01	8.894e-02	3.337e-01	5.282e-01	1.499e-01	7.237e-01	4.925e-01	-6.338e-02	5.000e-01
1.830e+04	3.022e-01	1.558e-01	3.290e-01	4.322e-01	5.657e-02	7.497e-01	1.920e-01	-9.796e-03	5.000e-01
1.840e+04	2.696e-01	1.520e-01	3.082e-01	5.006e-01	5.854e-02	8.980e-01	5.000e-01	-1.105e-02	5.000e-01
1.850e+04	2.547e-01	1.810e-01	2.855e-01	5.273e-01	2.942e-01	8.563e-01	2.970e-01	-4.946e-14	5.000e-01
1.860e+04	2.767e-01	1.649e-01	3.230e-01	5.000e-01	7.963e-03	7.719e-01	4.837e-02	-1.279e-01	5.000e-01
1.870e+04	2.835e-01	1.349e-01	3.280e-01	4.657e-01	2.591e-02	6.308e-01	5.000e-01	4.718e-16	5.000e-01
1.880e+04	2.731e-01	2.018e-01	3.219e-01	5.000e-01	1.176e-01	9.107e-01	1.998e-01	-7.905e-05	5.000e-01
1.890e+04	2.624e-01	1.880e-01	3.642e-01	5.782e-01	2.793e-01	8.368e-01	1.444e-01	-8.501e-02	5.000e-01
1.900e+04	2.869e-01	1.881e-01	3.180e-01	5.594e-01	1.069e-01	9.529e-01	4.739e-01	6.571e-09	5.000e-01
1.910e+04	2.311e-01	-6.343e-03	3.069e-01	4.952e-01	5.497e-02	6.324e-01	4.864e-01	6.346e-10	5.000e-01
1.920e+04	2.315e-01	-1.393e-01	3.049e-01	5.000e-01	4.882e-02	7.769e-01	2.229e-01	-1.246e-13	5.000e-01
1.930e+04	2.929e-01	1.901e-01	3.540e-01	6.283e-01	4.751e-01	8.620e-01	5.000e-01	-2.594e-11	5.000e-01
1.940e+04	2.662e-01	8.463e-02	3.187e-01	5.366e-01	2.838e-01	7.489e-01	4.997e-01	1.007e-12	5.000e-01
1.950e+04	2.578e-01	4.272e-02	3.415e-01	5.000e-01	4.610e-02	6.424e-01	2.682e-01	0.000e+00	5.000e-01
1.960e+04	2.779e-01	1.611e-01	2.960e-01	5.684e-01	1.604e-01	7.606e-01	2.938e-01	0.000e+00	5.000e-01
1.970e+04	2.708e-01	1.462e-01	3.186e-01	4.863e-01	5.437e-02	7.232e-01	3.103e-01	2.042e-12	5.000e-01
1.980e+04	2.844e-01	1.648e-01	3.230e-01	5.267e-01	2.210e-01	8.372e-01	4.674e-01	-1.786e-02	5.000e-01
1.990e+04	2.792e-01	1.827e-01	3.125e-01	5.000e-01	1.930e-01	8.086e-01	1.485e-01	-1.321e-01	5.000e-01
2.000e+04	2.853e-01	2.054e-01	3.215e-01	5.000e-01	3.765e-01	9.354e-01	2.714e-01	2.042e-12	5.000e-01
2.010e+04	2.842e-01	2.580e-01	3.486e-01	4.997e-01	2.557e-01	6.552e-01	4.749e-01	0.000e+00	5.000e-01
2.020e+04	3.044e-01	2.188e-01	3.425e-01	5.000e-01	2.025e-01	6.753e-01	3.513e-01	2.042e-12	5.000e-01
2.030e+04	2.364e-01	4.236e-10	3.165e-01	5.557e-01	3.497e-01	7.467e-01	2.103e-01	0.000e+00	5.000e-01
2.040e+04	2.497e-01	3.905e-11	3.016e-01	5.000e-01	2.289e-02	7.314e-01	4.999e-01	-3.525e-15	5.000e-01
2.050e+04	2.584e-01	-1.525e-01	3.073e-01	5.001e-01	2.570e-01	6.866e-01	2.932e-01	0.000e+00	5.000e-01
2.060e+04	2.820e-01	2.067e-01	3.613e-01	5.368e-01	1.559e-01	8.342e-01	4.868e-01	0.000e+00	5.000e-01
2.070e+04	2.877e-01	2.324e-01	3.245e-01	5.198e-01	5.156e-02	9.234e-01	2.977e-01	-1.197e-11	5.000e-01
2.080e+04	2.397e-01	-1.607e-01	3.182e-01	4.998e-01	1.887e-01	8.553e-01	4.999e-01	-3.608e-16	5.000e-01
2.090e+04	2.875e-01	1.583e-01	3.187e-01	4.991e-01	4.720e-02	7.566e-01	3.767e-01	6.571e-09	5.000e-01
2.100e+04	2.803e-01	1.959e-01	3.046e-01	5.654e-01	1.824e-01	7.184e-01	4.991e-01	-9.778e-03	5.000e-01
2.110e+04	2.911e-01	1.444e-01	3.501e-01	5.000e-01	2.211e-01	7.401e-01	4.893e-01	6.571e-09	5.000e-01
2.120e+04	2.841e-01	7.240e-02	3.730e-01	4.811e-01	1.256e-01	7.292e-01	3.731e-01	-7.077e-03	5.000e-01
2.130e+04	2.553e-01	1.857e-09	3.437e-01	6.549e-01	8.361e-02	9.331e-01	4.942e-01	-2.496e-02	5.000e-01
2.140e+04	2.362e-01	7.145e-06	2.937e-01	5.905e-01	4.278e-01	7.510e-01	4.432e-01	-6.920e-03	5.000e-01
2.150e+04	2.270e-01	-1.419e-01	2.868e-01	5.689e-01	1.316e-01	7.933e-01	4.272e-01	-2.265e-03	5.000e-01
2.160e+04	2.587e-01	3.806e-10	2.988e-01	5.000e-01	3.207e-01	7.853e-01	4.846e-01	-1.300e-02	5.000e-01
2.170e+04	2.772e-01	1.732e-01	3.185e-01	4.965e-01	1.944e-01	8.217e-01	3.940e-01	0.000e+00	5.000e-01
2.180e+04	2.423e-01	-1.885e-01	3.587e-01	5.002e-01	3.461e-01	7.872e-01	4.994e-01	-2.506e-02	5.000e-01
2.190e+04	2.476e-01	1.071e-01	2.969e-01	5.160e-01	3.599e-01	7.945e-01	1.295e-01	-1.426e-01	5.000e-01
2.200e+04	2.988e-01	1.572e-01	3.772e-01	5.301e-01	2.431e-01	7.361e-01	4.795e-01	-6.100e-02	5.000e-01
2.210e+04	2.681e-01	-3.222e-03	3.174e-01	5.369e-01	3.454e-01	6.925e-01	2.827e-01	6.571e-09	5.000e-01
2.220e+04	2.528e-01	9.862e-02	3.053e-01	4.851e-01	4.390e-02	7.772e-01	5.625e-02	-2.059e-01	5.000e-01
2.230e+04	2.911e-01	2.315e-01	3.451e-01	5.427e-01	8.842e-02	8.710e-01	3.640e-01	-1.721e-15	5.000e-01
2.240e+04	2.987e-01	2.125e-01	3.578e-01	5.284e-01	1.655e-01	8.317e-01	2.253e-02	-7.058e-02	5.000e-01
2.250e+04	2.759e-01	1.061e-01	3.498e-01	6.173e-01	2.673e-01	7.977e-01	1.816e-01	0.000e+00	5.000e-01
2.260e+04	2.455e-01	1.666e-01	2.936e-01	5.585e-01	2.532e-01	7.598e-01	2.054e-01	-3.406e-01	5.000e-01
2.270e+04	2.285e-01	3.219e-02	2.805e-01	5.517e-01	2.009e-01	7.504e-01	3.726e-01	0.000e+00	5.000e-01
2.280e+04	2.684e-01	1.860e-01	3.020e-01	4.738e-01	3.578e-02	7.751e-01	2.029e-01	-7.165e-03	5.000e-01
2.290e+04	2.609e-01	4.153e-10	3.171e-01	5.000e-01	1.103e-03	8.130e-01	2.152e-01	0.000e+00	5.000e-01
2.300e+04	2.585e-01	5.790e-02	3.027e-01	4.948e-01	4.319e-02	6.164e-01	2.152e-01	-1.880e-01	5.000e-01
2.310e+04	2.567e-01	4.585e-10	3.089e-01	4.975e-01	2.065e-01	7.251e-01	3.201e-01	-3.145e-01	5.000e-01
2.320e+04	2.745e-01	1.885e-01	3.383e-01	5.000e-01	1.868e-02	7.511e-01	4.531e-01	-1.230e-02	5.000e-01
2.330e+04	2.622e-01	-7.568e-02	3.090e-01	5.188e-01	2.071e-01	7.804e-01	5.000e-01	-1.665e-15	5.000e-01
2.340e+04	2.769e-01	1.437e-01	3.202e-01	5.446e-01	2.530e-01	8.140e-01	5.000e-01	0.000e+00	5.000e-01
2.350e+04	2.998e-01	2.024e-01	3.584e-01	5.519e-01	3.419e-01	9.597e-01	3.104e-01	-7.236e-02	5.000e-01
2.360e+04	2.594e-01	2.132e-03	3.032e-01	5.724e-01	2.905e-01	7.428e-01	3.001e-01	-1.689e-02	5.000e-01
2.370e+04	2.905e-01	1.337e-01	3.628e-01	5.465e-01	2.111e-01	8.139e-01	1.598e-01	9.658e-08	5.000e-01
2.380e+04	2.542e-01	1.810e-01	3.131e-01	4.767e-01	1.458e-01	6.385e-01	5.000e-01	-1.977e-01	5.013e-01
2.390e+04	3.013e-01	1.777e-01	3.613e-01	5.000e-01	2.587e-01	7.403e-01	5.000e-01	2.332e-03	5.000e-01
2.400e+04	2.818e-01	6.985e-02	3.422e-01	5.209e-01	2.689e-01	8.271e-01	4.926e-01	9.534e-11	5.000e-01
2.410e+04	2.624e-01	3.633e-02	3.160e-01	5.044e-01	2.323e-01	8.231e-01	5.000e-01	7.676e-07	5.000e-01
2.420e+04	2.857e-01	7.983e-02	3.735e-01	5.000e-01	1.465e-01	8.333e-01	4.881e-01	-1.445e-01	5.000e-01
2.430e+04	3.022e-01	2.143e-01	3.684e-01	4.999e-01	1.604e-01	8.474e-01	4.999e-01	0.000e+00	5.000e-01
2.440e+04	2.719e-01	1.651e-02	3.236e-01	5.000e-01	7.079e-02	7.083e-01	2.769e-01	-2.812e-02	5.000e-01
2.450e+04	3.052e-01	2.133e-01	3.597e-01	5.336e-01	3.671e-02	7.873e-01	1.374e-01	-5.511e-12	5.000e-01
2.460e+04	2.780e-01	1.262e-01	3.174e-01	5.717e-01	4.030e-01	7.876e-01	1.047e-01	-7.973e-03	5.000e-01
2.470e+04	2.542e-01	2.489e-05	3.445e-01	5.427e-01	3.431e-01	8.077e-01	3.472e-01	-2.776e-17	5.000e-01
2.480e+04	2.526e-01	1.577e-01	3.672e-01	5.000e-01	1.783e-01	7.812e-01	4.712e-01	8.535e-12	5.000e-01
2.490e+04	2.643e-01	7.988e-02	3.173e-01	5.233e-01	3.500e-01	7.714e-01	4.552e-01	-3.159e-02	5.000e-01
2.500e+04	1.959e-01	-1.586e-01	2.969e-01	5.419e-01	3.965e-01	8.201e-01	4.998e-01	6.571e-09	5.000e-01
