n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.consistency	xor._.me.hebbian.network.best.quality.consistency.min	xor._.me.hebbian.network.best.quality.consistency.max	xor._.me.hebbian.synapse.best.quality.consistency	xor._.me.hebbian.synapse.best.quality.consistency.min	xor._.me.hebbian.synapse.best.quality.consistency.max	xor._.me.freeForm.best.quality.consistency	xor._.me.freeForm.best.quality.consistency.min	xor._.me.freeForm.best.quality.consistency.max
1.000e+02	9.915e-03	1.895e-06	1.586e-02	6.250e-03	2.283e-03	1.246e-02	2.776e-17	2.776e-17	2.533e-09
2.000e+02	1.080e-02	8.013e-06	1.598e-02	1.162e-02	5.778e-03	1.559e-02	2.030e-16	2.776e-17	5.744e-06
3.000e+02	1.080e-02	8.013e-06	1.598e-02	1.053e-02	5.778e-03	1.329e-02	2.533e-09	2.776e-17	1.456e-01
4.000e+02	1.080e-02	8.013e-06	1.598e-02	1.162e-02	7.380e-03	1.605e-02	2.392e-08	2.776e-17	1.456e-01
5.000e+02	1.080e-02	8.013e-06	1.598e-02	1.061e-02	7.168e-03	1.609e-02	2.867e-05	1.110e-16	1.654e-01
6.000e+02	1.080e-02	8.013e-06	1.598e-02	1.061e-02	7.168e-03	1.609e-02	1.330e-01	2.030e-16	1.654e-01
7.000e+02	1.080e-02	8.013e-06	1.598e-02	1.162e-02	8.056e-03	1.609e-02	1.223e-01	2.030e-16	1.654e-01
8.000e+02	1.080e-02	8.013e-06	1.598e-02	1.175e-02	8.056e-03	1.609e-02	1.330e-01	1.137e-14	1.690e-01
9.000e+02	1.080e-02	8.013e-06	1.598e-02	1.210e-02	8.362e-03	1.657e-02	1.654e-01	2.392e-08	2.165e-01
1.000e+03	1.080e-02	8.013e-06	1.598e-02	1.210e-02	8.362e-03	1.657e-02	1.654e-01	2.392e-08	2.165e-01
1.100e+03	1.080e-02	8.013e-06	1.598e-02	1.340e-02	8.362e-03	1.995e-02	1.654e-01	2.392e-08	2.214e-01
1.200e+03	1.080e-02	8.013e-06	1.598e-02	1.458e-02	8.362e-03	2.053e-02	1.657e-01	2.392e-08	2.214e-01
1.300e+03	1.080e-02	8.013e-06	1.598e-02	1.494e-02	9.104e-03	2.130e-02	1.657e-01	2.392e-08	2.165e-01
1.400e+03	1.080e-02	8.013e-06	1.598e-02	1.494e-02	9.104e-03	2.130e-02	1.657e-01	2.392e-08	2.165e-01
1.500e+03	1.080e-02	8.013e-06	1.598e-02	1.458e-02	9.104e-03	2.053e-02	1.712e-01	1.874e-06	2.165e-01
1.600e+03	1.042e-02	8.013e-06	1.598e-02	1.458e-02	9.104e-03	2.053e-02	1.981e-01	1.874e-06	2.214e-01
1.700e+03	1.042e-02	8.013e-06	1.598e-02	1.458e-02	9.104e-03	2.053e-02	1.866e-01	1.343e-04	2.214e-01
1.800e+03	1.042e-02	8.013e-06	1.598e-02	1.458e-02	9.104e-03	2.053e-02	1.760e-01	5.551e-05	2.165e-01
1.900e+03	1.042e-02	8.013e-06	1.598e-02	1.458e-02	9.104e-03	2.053e-02	1.760e-01	5.551e-05	2.165e-01
2.000e+03	1.042e-02	8.013e-06	1.598e-02	1.494e-02	1.072e-02	2.053e-02	1.720e-01	5.545e-05	2.165e-01
2.100e+03	1.042e-02	8.013e-06	1.598e-02	1.548e-02	1.072e-02	1.969e-02	1.720e-01	5.545e-05	2.165e-01
2.200e+03	1.042e-02	8.013e-06	1.598e-02	1.548e-02	1.072e-02	1.969e-02	1.720e-01	3.445e-06	2.165e-01
2.300e+03	1.042e-02	8.013e-06	1.598e-02	1.548e-02	1.072e-02	1.969e-02	1.720e-01	3.445e-06	2.165e-01
2.400e+03	1.042e-02	8.013e-06	1.598e-02	1.548e-02	1.072e-02	1.969e-02	1.720e-01	3.445e-06	2.319e-01
2.500e+03	1.042e-02	8.013e-06	1.598e-02	1.582e-02	1.072e-02	1.962e-02	1.720e-01	3.445e-06	2.319e-01
2.600e+03	1.042e-02	8.013e-06	1.598e-02	1.582e-02	1.072e-02	1.962e-02	1.712e-01	3.445e-06	2.319e-01
2.700e+03	1.042e-02	8.013e-06	1.598e-02	1.657e-02	1.072e-02	1.962e-02	1.654e-01	2.019e-06	2.214e-01
2.800e+03	1.042e-02	8.013e-06	1.598e-02	1.657e-02	1.072e-02	1.952e-02	1.654e-01	2.019e-06	2.214e-01
2.900e+03	1.042e-02	8.013e-06	1.598e-02	1.657e-02	1.072e-02	1.955e-02	1.654e-01	2.019e-06	2.214e-01
3.000e+03	1.028e-02	8.013e-06	1.586e-02	1.657e-02	1.072e-02	1.955e-02	9.185e-02	3.445e-06	2.165e-01
3.100e+03	1.028e-02	8.013e-06	1.586e-02	1.494e-02	9.690e-03	1.952e-02	3.202e-03	3.445e-06	2.165e-01
3.200e+03	1.028e-02	8.013e-06	1.586e-02	1.494e-02	9.690e-03	1.952e-02	3.202e-03	3.445e-06	2.165e-01
3.300e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.952e-02	3.202e-03	2.019e-06	2.165e-01
3.400e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.952e-02	3.202e-03	2.019e-06	2.162e-01
3.500e+03	1.028e-02	8.013e-06	1.586e-02	1.494e-02	1.100e-02	1.955e-02	3.202e-03	3.445e-06	2.162e-01
3.600e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.100e-02	1.952e-02	3.202e-03	3.445e-06	2.165e-01
3.700e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.100e-02	1.952e-02	2.983e-03	3.445e-06	2.165e-01
3.800e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.100e-02	1.952e-02	2.983e-03	3.445e-06	2.165e-01
3.900e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.100e-02	1.903e-02	2.983e-03	3.445e-06	2.165e-01
4.000e+03	1.028e-02	8.013e-06	1.586e-02	1.479e-02	1.100e-02	1.837e-02	2.983e-03	2.019e-06	2.165e-01
4.100e+03	1.028e-02	8.013e-06	1.586e-02	1.458e-02	1.072e-02	1.804e-02	2.983e-03	2.019e-06	2.165e-01
4.200e+03	1.042e-02	8.013e-06	1.586e-02	1.381e-02	9.690e-03	1.804e-02	2.983e-03	2.019e-06	2.165e-01
4.300e+03	1.042e-02	8.013e-06	1.586e-02	1.419e-02	1.072e-02	1.804e-02	2.983e-03	2.019e-06	2.165e-01
4.400e+03	1.042e-02	8.013e-06	1.586e-02	1.419e-02	1.072e-02	1.804e-02	2.983e-03	2.019e-06	2.165e-01
4.500e+03	1.042e-02	8.013e-06	1.586e-02	1.419e-02	1.072e-02	1.804e-02	2.983e-03	2.019e-06	2.165e-01
4.600e+03	1.042e-02	8.013e-06	1.586e-02	1.419e-02	1.072e-02	1.804e-02	2.983e-03	2.019e-06	2.319e-01
4.700e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.837e-02	2.983e-03	2.019e-06	2.432e-01
4.800e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.837e-02	3.202e-03	2.019e-06	2.500e-01
4.900e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	3.202e-03	2.019e-06	2.500e-01
5.000e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	2.983e-03	5.198e-11	2.392e-01
5.100e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	2.983e-03	5.198e-11	2.392e-01
5.200e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	2.983e-03	5.198e-11	2.392e-01
5.300e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	2.983e-03	6.335e-08	2.392e-01
5.400e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
5.500e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
5.600e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
5.700e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
5.800e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
5.900e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
6.000e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	1.013e-04	3.941e-11	2.385e-01
6.100e+03	1.042e-02	8.013e-06	1.586e-02	1.479e-02	1.072e-02	1.804e-02	6.169e-06	8.588e-12	2.165e-01
6.200e+03	1.042e-02	8.013e-06	1.586e-02	1.494e-02	1.100e-02	1.804e-02	6.169e-06	8.588e-12	2.165e-01
