n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	5.791e-01	-3.511e-02	6.000e-01	5.619e-01	2.583e-01	5.999e-01	6.000e-01	6.000e-01	6.000e-01
2.000e+02	2.457e-01	-3.634e-02	6.000e-01	4.804e-01	1.660e-01	6.604e-01	6.000e-01	6.000e-01	6.000e-01
3.000e+02	2.457e-01	-3.634e-02	6.000e-01	6.000e-01	2.800e-01	9.894e-01	6.000e-01	6.000e-01	6.000e-01
4.000e+02	2.457e-01	-3.634e-02	6.000e-01	8.084e-01	4.270e-01	9.926e-01	6.000e-01	6.000e-01	6.000e-01
5.000e+02	2.457e-01	-3.634e-02	6.000e-01	7.857e-01	5.169e-01	9.926e-01	6.000e-01	5.894e-01	6.000e-01
6.000e+02	2.457e-01	-3.634e-02	6.000e-01	8.549e-01	5.427e-01	9.926e-01	6.000e-01	5.500e-01	6.000e-01
7.000e+02	2.457e-01	-3.634e-02	6.000e-01	7.857e-01	5.427e-01	9.926e-01	6.000e-01	5.500e-01	6.000e-01
8.000e+02	2.457e-01	-3.634e-02	6.000e-01	7.857e-01	5.169e-01	9.926e-01	6.000e-01	5.500e-01	6.000e-01
9.000e+02	2.457e-01	-3.634e-02	6.000e-01	7.652e-01	5.006e-01	9.374e-01	6.000e-01	4.500e-01	6.000e-01
1.000e+03	2.457e-01	-3.634e-02	6.000e-01	7.652e-01	5.006e-01	9.374e-01	6.000e-01	4.000e-01	6.000e-01
1.100e+03	2.457e-01	-3.634e-02	6.000e-01	7.111e-01	4.585e-01	8.732e-01	6.000e-01	4.000e-01	6.000e-01
1.200e+03	2.457e-01	-3.634e-02	6.000e-01	6.903e-01	4.585e-01	7.935e-01	6.000e-01	4.500e-01	6.019e-01
1.300e+03	2.457e-01	-3.634e-02	6.000e-01	6.903e-01	4.699e-01	7.935e-01	6.000e-01	4.000e-01	6.019e-01
1.400e+03	2.457e-01	-3.634e-02	6.000e-01	7.111e-01	5.001e-01	7.935e-01	5.999e-01	4.255e-01	6.000e-01
1.500e+03	2.457e-01	-3.634e-02	6.000e-01	6.477e-01	4.699e-01	7.906e-01	5.999e-01	4.255e-01	6.000e-01
1.600e+03	4.001e-01	-3.634e-02	6.000e-01	6.334e-01	4.699e-01	7.857e-01	5.996e-01	4.255e-01	6.000e-01
1.700e+03	4.001e-01	-3.634e-02	6.000e-01	6.334e-01	4.699e-01	7.857e-01	5.996e-01	3.403e-01	6.000e-01
1.800e+03	4.001e-01	-3.634e-02	6.000e-01	6.334e-01	4.699e-01	7.857e-01	5.545e-01	3.403e-01	6.500e-01
1.900e+03	4.001e-01	-3.634e-02	6.000e-01	6.334e-01	4.699e-01	7.857e-01	5.545e-01	3.403e-01	6.500e-01
2.000e+03	4.001e-01	-3.634e-02	6.000e-01	6.477e-01	4.699e-01	7.935e-01	5.996e-01	3.403e-01	6.467e-01
2.100e+03	4.001e-01	-3.634e-02	6.000e-01	6.477e-01	4.783e-01	7.935e-01	6.000e-01	3.533e-01	9.999e-01
