n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	4.000e-01	2.798e-01	4.000e-01	6.497e-01	4.242e-01	7.945e-01	4.000e-01	2.000e-01	5.000e-01
2.000e+02	4.000e-01	2.769e-01	5.000e-01	6.848e-01	5.145e-01	9.328e-01	4.000e-01	1.500e-01	6.500e-01
3.000e+02	3.106e-01	2.764e-01	5.000e-01	8.252e-01	5.002e-01	9.668e-01	4.500e-01	2.500e-01	6.000e-01
4.000e+02	3.199e-01	2.878e-01	5.000e-01	8.511e-01	6.066e-01	9.954e-01	4.500e-01	1.794e-01	5.131e-01
5.000e+02	3.076e-01	2.816e-01	5.000e-01	7.097e-01	5.557e-01	9.441e-01	4.000e-01	4.248e-02	5.381e-01
6.000e+02	2.912e-01	2.791e-01	3.106e-01	8.292e-01	4.998e-01	9.789e-01	4.000e-01	4.270e-02	5.857e-01
7.000e+02	2.931e-01	2.816e-01	3.183e-01	7.748e-01	4.742e-01	9.709e-01	4.000e-01	5.705e-02	5.381e-01
8.000e+02	2.866e-01	2.699e-01	2.980e-01	6.506e-01	3.674e-01	9.746e-01	4.000e-01	1.500e-01	5.119e-01
9.000e+02	2.856e-01	2.708e-01	2.912e-01	5.702e-01	2.797e-01	8.837e-01	3.667e-01	-2.980e-03	5.000e-01
1.000e+03	2.828e-01	2.646e-01	2.904e-01	8.377e-01	4.000e-01	9.823e-01	4.000e-01	5.131e-02	5.000e-01
1.100e+03	2.828e-01	2.592e-01	2.945e-01	7.665e-01	3.536e-01	9.743e-01	3.481e-01	3.194e-03	4.532e-01
1.200e+03	2.859e-01	2.656e-01	2.964e-01	7.910e-01	4.000e-01	9.325e-01	4.000e-01	1.500e-01	5.000e-01
1.300e+03	2.818e-01	2.685e-01	2.964e-01	5.897e-01	3.480e-01	9.083e-01	4.000e-01	7.054e-02	5.000e-01
1.400e+03	2.904e-01	2.680e-01	3.033e-01	7.241e-01	3.441e-01	9.195e-01	4.000e-01	1.500e-01	5.000e-01
1.500e+03	2.904e-01	2.625e-01	3.012e-01	5.650e-01	2.292e-01	9.192e-01	4.000e-01	1.500e-01	5.881e-01
1.600e+03	2.818e-01	2.607e-01	2.989e-01	7.986e-01	3.022e-01	9.506e-01	4.000e-01	1.113e-02	6.029e-01
1.700e+03	2.904e-01	2.652e-01	3.015e-01	5.228e-01	3.222e-01	8.731e-01	4.000e-01	1.257e-01	5.881e-01
1.800e+03	2.904e-01	2.637e-01	3.012e-01	6.160e-01	2.239e-01	9.794e-01	4.000e-01	2.205e-03	6.500e-01
1.900e+03	2.818e-01	2.608e-01	2.989e-01	5.600e-01	3.447e-01	9.366e-01	4.000e-01	4.306e-02	6.500e-01
2.000e+03	2.818e-01	2.607e-01	2.989e-01	5.130e-01	3.454e-01	9.275e-01	3.886e-01	6.697e-02	6.500e-01
2.100e+03	2.932e-01	2.699e-01	3.033e-01	7.598e-01	3.487e-01	9.291e-01	4.000e-01	6.718e-02	6.500e-01
2.200e+03	2.818e-01	2.638e-01	2.989e-01	7.911e-01	2.980e-01	9.556e-01	4.532e-01	1.000e-01	6.500e-01
2.300e+03	2.726e-01	2.607e-01	2.904e-01	6.988e-01	3.456e-01	9.456e-01	4.000e-01	2.915e-02	6.500e-01
2.400e+03	2.737e-01	2.607e-01	2.931e-01	4.998e-01	2.356e-01	9.241e-01	4.000e-01	6.697e-02	6.500e-01
2.500e+03	2.733e-01	2.570e-01	2.978e-01	7.629e-01	3.434e-01	9.583e-01	5.881e-01	1.000e-01	6.500e-01
2.600e+03	2.726e-01	2.585e-01	2.904e-01	7.411e-01	3.651e-01	9.825e-01	5.348e-01	2.893e-01	6.500e-01
2.700e+03	2.749e-01	2.607e-01	2.978e-01	4.614e-01	3.453e-01	9.261e-01	4.000e-01	1.000e-01	6.500e-01
2.800e+03	2.726e-01	2.607e-01	2.950e-01	5.085e-01	3.439e-01	9.292e-01	4.000e-01	1.500e-01	6.500e-01
2.900e+03	2.850e-01	2.687e-01	2.989e-01	6.350e-01	3.209e-01	9.528e-01	4.000e-01	1.000e-01	6.500e-01
3.000e+03	2.699e-01	2.596e-01	2.950e-01	6.993e-01	3.040e-01	9.616e-01	4.000e-01	1.000e-01	6.500e-01
3.100e+03	2.726e-01	2.584e-01	2.950e-01	7.956e-01	3.391e-01	9.666e-01	4.000e-01	1.000e-01	6.500e-01
3.200e+03	2.667e-01	2.465e-01	2.937e-01	4.960e-01	3.452e-01	9.218e-01	4.000e-01	1.000e-01	6.500e-01
3.300e+03	2.795e-01	2.591e-01	3.022e-01	5.020e-01	1.765e-01	8.716e-01	4.000e-01	1.000e-01	6.500e-01
3.400e+03	2.709e-01	2.572e-01	2.892e-01	5.758e-01	2.083e-01	9.210e-01	4.000e-01	1.000e-01	5.881e-01
3.500e+03	2.709e-01	2.585e-01	2.932e-01	6.327e-01	2.241e-01	9.741e-01	4.000e-01	1.910e-01	6.500e-01
3.600e+03	2.835e-01	2.607e-01	3.043e-01	5.113e-01	2.330e-01	9.226e-01	4.000e-01	1.910e-01	6.500e-01
3.700e+03	2.726e-01	2.585e-01	2.989e-01	4.875e-01	1.957e-01	8.871e-01	4.000e-01	1.129e-01	5.959e-01
3.800e+03	2.818e-01	2.596e-01	2.981e-01	4.687e-01	2.496e-01	8.364e-01	4.000e-01	1.000e-01	6.500e-01
3.900e+03	2.718e-01	2.585e-01	2.944e-01	4.528e-01	1.810e-01	8.527e-01	4.000e-01	1.321e-01	6.002e-01
4.000e+03	2.767e-01	2.585e-01	2.937e-01	4.720e-01	2.308e-01	9.354e-01	4.000e-01	6.697e-02	5.881e-01
4.100e+03	2.850e-01	2.657e-01	3.043e-01	5.093e-01	2.026e-01	9.304e-01	4.482e-01	1.000e-01	6.500e-01
4.200e+03	2.783e-01	2.554e-01	2.981e-01	4.414e-01	1.167e-01	8.373e-01	4.000e-01	6.697e-02	6.500e-01
4.300e+03	2.783e-01	2.555e-01	2.989e-01	4.622e-01	2.163e-01	9.043e-01	4.000e-01	9.166e-02	5.999e-01
4.400e+03	2.699e-01	2.584e-01	2.981e-01	5.262e-01	3.184e-01	9.378e-01	4.000e-01	6.697e-02	6.500e-01
4.500e+03	2.787e-01	2.485e-01	2.989e-01	5.873e-01	2.950e-01	9.349e-01	4.316e-01	1.678e-01	6.500e-01
4.600e+03	2.690e-01	2.541e-01	2.931e-01	4.896e-01	2.865e-01	9.720e-01	4.000e-01	1.910e-01	6.500e-01
4.700e+03	2.851e-01	2.586e-01	2.981e-01	4.707e-01	1.519e-01	9.261e-01	4.000e-01	8.072e-02	6.500e-01
4.800e+03	2.783e-01	2.554e-01	2.989e-01	4.977e-01	2.491e-01	9.322e-01	2.322e-01	5.003e-02	5.881e-01
4.900e+03	2.803e-01	2.647e-01	2.989e-01	4.689e-01	3.327e-01	9.254e-01	4.000e-01	1.000e-01	6.500e-01
5.000e+03	2.735e-01	2.585e-01	2.981e-01	4.979e-01	3.120e-01	9.043e-01	3.855e-01	1.000e-01	5.881e-01
5.100e+03	2.876e-01	2.607e-01	3.100e-01	5.458e-01	2.709e-01	9.302e-01	4.000e-01	1.000e-01	6.500e-01
5.200e+03	2.724e-01	2.584e-01	2.981e-01	4.982e-01	3.448e-01	8.989e-01	4.160e-01	1.175e-01	6.500e-01
5.300e+03	2.780e-01	2.639e-01	2.989e-01	4.928e-01	3.175e-01	8.573e-01	4.290e-01	1.910e-01	5.881e-01
5.400e+03	2.735e-01	2.581e-01	2.981e-01	4.665e-01	3.360e-01	9.218e-01	4.000e-01	1.000e-01	6.500e-01
5.500e+03	2.701e-01	2.584e-01	2.981e-01	4.972e-01	3.037e-01	9.244e-01	4.532e-01	1.910e-01	6.500e-01
5.600e+03	2.772e-01	2.610e-01	2.971e-01	4.911e-01	2.314e-01	9.205e-01	4.000e-01	1.910e-01	6.500e-01
5.700e+03	2.752e-01	2.615e-01	3.100e-01	5.419e-01	2.331e-01	9.408e-01	4.000e-01	1.910e-01	6.500e-01
5.800e+03	2.726e-01	2.526e-01	2.967e-01	4.000e-01	1.837e-01	9.238e-01	4.000e-01	1.265e-01	6.500e-01
5.900e+03	2.743e-01	2.636e-01	3.043e-01	4.947e-01	2.411e-01	8.821e-01	4.482e-01	1.910e-01	6.500e-01
6.000e+03	2.693e-01	2.587e-01	2.999e-01	4.228e-01	2.949e-01	8.317e-01	4.001e-01	1.849e-01	6.500e-01
6.100e+03	2.738e-01	2.631e-01	3.100e-01	5.488e-01	2.865e-01	9.285e-01	4.532e-01	1.000e-01	6.500e-01
6.200e+03	2.783e-01	2.587e-01	3.124e-01	4.958e-01	2.312e-01	9.213e-01	4.532e-01	2.078e-01	6.500e-01
6.300e+03	2.738e-01	2.584e-01	2.967e-01	5.638e-01	2.805e-01	9.439e-01	5.002e-01	9.889e-02	6.500e-01
6.400e+03	2.693e-01	2.441e-01	2.989e-01	4.603e-01	2.205e-01	9.128e-01	4.515e-01	1.336e-01	6.500e-01
6.500e+03	2.699e-01	2.585e-01	2.989e-01	4.987e-01	3.099e-01	8.895e-01	4.532e-01	2.495e-01	6.500e-01
6.600e+03	2.726e-01	2.624e-01	3.043e-01	4.953e-01	3.182e-01	9.508e-01	4.482e-01	6.697e-02	6.500e-01
6.700e+03	2.738e-01	2.587e-01	2.998e-01	5.196e-01	3.268e-01	9.199e-01	4.482e-01	1.997e-01	6.513e-01
6.800e+03	2.649e-01	2.379e-01	2.881e-01	4.715e-01	3.273e-01	8.438e-01	4.532e-01	9.263e-02	7.000e-01
6.900e+03	2.718e-01	2.499e-01	2.922e-01	4.563e-01	2.293e-01	9.191e-01	4.482e-01	2.078e-01	6.500e-01
7.000e+03	2.662e-01	2.406e-01	2.783e-01	4.873e-01	1.827e-01	8.253e-01	4.506e-01	2.078e-01	6.500e-01
7.100e+03	2.738e-01	2.566e-01	3.041e-01	4.273e-01	1.832e-01	8.186e-01	4.482e-01	1.000e-01	6.500e-01
7.200e+03	2.738e-01	2.494e-01	2.922e-01	4.002e-01	2.792e-01	8.301e-01	4.532e-01	2.078e-01	6.500e-01
7.300e+03	2.653e-01	2.441e-01	3.066e-01	4.396e-01	2.795e-01	9.229e-01	4.482e-01	2.078e-01	6.500e-01
7.400e+03	2.699e-01	2.585e-01	3.043e-01	4.391e-01	1.746e-01	9.273e-01	4.482e-01	1.934e-01	6.500e-01
7.500e+03	2.783e-01	2.584e-01	3.146e-01	4.085e-01	1.974e-01	9.368e-01	5.881e-01	1.004e-01	6.854e-01
7.600e+03	2.655e-01	2.585e-01	2.922e-01	4.540e-01	1.722e-01	8.251e-01	4.532e-01	1.000e-01	6.500e-01
7.700e+03	2.739e-01	2.554e-01	2.935e-01	5.032e-01	1.782e-01	9.253e-01	4.482e-01	2.506e-01	6.500e-01
7.800e+03	2.697e-01	2.581e-01	3.017e-01	4.583e-01	1.877e-01	8.323e-01	4.482e-01	2.571e-01	6.500e-01
7.900e+03	2.693e-01	2.583e-01	2.999e-01	5.015e-01	3.361e-01	9.228e-01	4.482e-01	1.000e-01	7.000e-01
8.000e+03	2.719e-01	2.571e-01	2.922e-01	4.451e-01	3.105e-01	8.211e-01	4.023e-01	2.078e-01	6.500e-01
8.100e+03	2.819e-01	2.592e-01	3.068e-01	5.372e-01	3.460e-01	9.003e-01	4.482e-01	2.078e-01	7.000e-01
8.200e+03	2.699e-01	2.587e-01	3.043e-01	4.931e-01	3.420e-01	8.909e-01	4.532e-01	1.580e-01	6.500e-01
8.300e+03	2.718e-01	2.574e-01	2.981e-01	5.219e-01	3.410e-01	9.178e-01	5.520e-01	2.213e-01	7.000e-01
8.400e+03	2.638e-01	2.494e-01	2.827e-01	4.701e-01	3.442e-01	8.356e-01	4.482e-01	1.045e-01	6.500e-01
8.500e+03	2.699e-01	2.606e-01	2.985e-01	4.931e-01	3.572e-01	9.034e-01	4.342e-01	2.078e-01	6.500e-01
8.600e+03	2.807e-01	2.591e-01	3.100e-01	4.712e-01	3.412e-01	9.176e-01	4.127e-01	1.709e-01	6.500e-01
8.700e+03	2.649e-01	2.519e-01	2.923e-01	5.242e-01	3.800e-01	9.113e-01	4.000e-01	1.004e-01	6.500e-01
8.800e+03	2.790e-01	2.515e-01	3.043e-01	4.673e-01	3.415e-01	9.165e-01	4.482e-01	1.098e-01	6.500e-01
8.900e+03	2.669e-01	2.557e-01	2.922e-01	5.002e-01	3.427e-01	9.259e-01	4.205e-01	1.000e-01	6.500e-01
9.000e+03	2.725e-01	2.584e-01	3.043e-01	4.964e-01	4.000e-01	8.930e-01	3.915e-01	1.000e-01	6.500e-01
9.100e+03	2.735e-01	2.584e-01	2.917e-01	5.011e-01	3.447e-01	8.137e-01	4.482e-01	1.000e-01	6.500e-01
9.200e+03	2.649e-01	2.473e-01	2.874e-01	5.023e-01	3.523e-01	9.221e-01	4.482e-01	1.241e-01	6.500e-01
9.300e+03	2.587e-01	2.273e-01	3.043e-01	5.594e-01	3.380e-01	9.238e-01	4.482e-01	1.500e-01	6.500e-01
9.400e+03	2.649e-01	2.479e-01	3.100e-01	5.306e-01	3.435e-01	9.655e-01	4.860e-01	1.000e-01	7.000e-01
9.500e+03	2.772e-01	2.562e-01	3.100e-01	4.870e-01	3.413e-01	9.058e-01	4.532e-01	1.500e-01	6.500e-01
9.600e+03	2.703e-01	2.499e-01	3.043e-01	5.391e-01	3.664e-01	9.302e-01	4.372e-01	2.020e-01	6.500e-01
9.700e+03	2.781e-01	2.584e-01	3.100e-01	4.692e-01	3.618e-01	8.941e-01	4.250e-01	1.000e-01	6.500e-01
9.800e+03	2.703e-01	2.494e-01	3.100e-01	4.724e-01	3.064e-01	9.185e-01	4.482e-01	5.223e-02	6.500e-01
9.900e+03	2.698e-01	2.584e-01	3.100e-01	5.158e-01	3.467e-01	9.307e-01	3.640e-01	1.000e-01	6.500e-01
1.000e+04	2.693e-01	2.467e-01	3.043e-01	4.880e-01	3.347e-01	9.032e-01	5.000e-01	1.000e-01	6.500e-01
1.010e+04	2.787e-01	2.587e-01	3.100e-01	4.759e-01	3.397e-01	8.228e-01	4.106e-01	5.054e-02	6.500e-01
1.020e+04	2.650e-01	2.428e-01	2.827e-01	4.716e-01	1.689e-01	8.244e-01	4.482e-01	1.000e-01	6.500e-01
1.030e+04	2.703e-01	2.582e-01	2.896e-01	4.668e-01	1.735e-01	8.516e-01	3.589e-01	1.000e-01	6.500e-01
1.040e+04	2.638e-01	2.360e-01	2.998e-01	4.709e-01	3.064e-01	9.307e-01	3.644e-01	1.000e-01	6.500e-01
1.050e+04	2.699e-01	2.498e-01	2.827e-01	5.125e-01	3.441e-01	9.024e-01	4.482e-01	1.000e-01	6.500e-01
1.060e+04	2.633e-01	2.425e-01	3.043e-01	4.774e-01	2.980e-01	9.238e-01	3.780e-01	5.135e-02	6.500e-01
1.070e+04	2.697e-01	2.517e-01	2.971e-01	4.683e-01	1.742e-01	8.996e-01	3.244e-01	5.316e-02	6.500e-01
1.080e+04	2.703e-01	2.526e-01	3.100e-01	5.042e-01	3.212e-01	9.193e-01	3.780e-01	1.463e-01	6.500e-01
1.090e+04	2.703e-01	2.529e-01	2.952e-01	4.800e-01	2.976e-01	9.305e-01	4.500e-01	1.997e-01	6.500e-01
1.100e+04	2.745e-01	2.485e-01	3.043e-01	5.041e-01	3.243e-01	8.997e-01	3.780e-01	1.000e-01	6.500e-01
1.110e+04	2.710e-01	2.543e-01	2.875e-01	4.970e-01	3.503e-01	9.134e-01	3.780e-01	4.014e-02	6.500e-01
1.120e+04	2.703e-01	2.575e-01	3.043e-01	4.981e-01	3.071e-01	9.110e-01	4.000e-01	7.383e-02	6.500e-01
1.130e+04	2.735e-01	2.598e-01	2.849e-01	5.457e-01	3.214e-01	9.299e-01	4.482e-01	2.506e-01	6.500e-01
1.140e+04	2.703e-01	2.504e-01	2.862e-01	4.947e-01	1.673e-01	9.253e-01	4.077e-01	1.834e-01	6.500e-01
1.150e+04	2.703e-01	2.336e-01	2.957e-01	4.679e-01	2.866e-01	8.300e-01	4.482e-01	1.242e-01	6.500e-01
1.160e+04	2.620e-01	2.434e-01	2.852e-01	5.137e-01	1.652e-01	9.062e-01	4.482e-01	1.210e-01	7.000e-01
1.170e+04	2.703e-01	2.537e-01	3.220e-01	4.702e-01	1.886e-01	9.015e-01	4.500e-01	2.506e-01	7.440e-01
1.180e+04	2.658e-01	2.481e-01	2.871e-01	4.928e-01	3.203e-01	9.144e-01	4.482e-01	1.677e-01	7.440e-01
1.190e+04	2.741e-01	2.568e-01	3.043e-01	5.017e-01	3.179e-01	9.101e-01	3.846e-01	4.014e-02	7.440e-01
1.200e+04	2.675e-01	2.526e-01	2.849e-01	4.712e-01	3.218e-01	8.867e-01	3.780e-01	-9.565e-04	6.503e-01
1.210e+04	2.637e-01	2.530e-01	2.842e-01	4.612e-01	3.343e-01	8.417e-01	4.482e-01	1.000e-01	7.000e-01
1.220e+04	2.732e-01	2.577e-01	2.896e-01	4.688e-01	1.386e-01	8.454e-01	4.500e-01	2.078e-01	7.070e-01
1.230e+04	2.701e-01	2.575e-01	2.885e-01	5.077e-01	2.979e-01	9.042e-01	4.482e-01	5.000e-02	7.060e-01
1.240e+04	2.663e-01	2.395e-01	2.850e-01	5.090e-01	2.015e-01	8.440e-01	4.439e-01	1.000e-01	7.000e-01
1.250e+04	2.703e-01	2.575e-01	2.827e-01	5.617e-01	3.430e-01	9.217e-01	4.316e-01	1.508e-01	7.000e-01
1.260e+04	2.703e-01	2.494e-01	2.987e-01	4.645e-01	3.308e-01	7.392e-01	4.500e-01	2.506e-01	7.086e-01
1.270e+04	2.764e-01	2.552e-01	2.856e-01	5.021e-01	3.059e-01	8.773e-01	4.482e-01	1.710e-01	7.618e-01
1.280e+04	2.703e-01	2.387e-01	3.043e-01	5.044e-01	2.346e-01	8.701e-01	4.482e-01	2.078e-01	7.440e-01
1.290e+04	2.731e-01	2.395e-01	2.998e-01	4.694e-01	2.236e-01	8.024e-01	3.780e-01	1.000e-01	7.000e-01
1.300e+04	2.735e-01	2.601e-01	3.043e-01	5.015e-01	3.070e-01	9.019e-01	4.005e-01	1.791e-01	7.000e-01
1.310e+04	2.723e-01	2.546e-01	2.921e-01	5.537e-01	3.390e-01	9.269e-01	4.482e-01	1.000e-01	7.618e-01
1.320e+04	2.781e-01	2.609e-01	2.929e-01	4.694e-01	1.486e-01	8.427e-01	4.445e-01	1.000e-01	7.000e-01
1.330e+04	2.650e-01	2.491e-01	2.763e-01	4.682e-01	1.681e-01	7.490e-01	4.482e-01	1.843e-01	7.079e-01
1.340e+04	2.741e-01	2.553e-01	2.890e-01	4.986e-01	3.099e-01	9.020e-01	4.500e-01	2.078e-01	7.000e-01
1.350e+04	2.684e-01	2.270e-01	2.853e-01	4.996e-01	2.941e-01	8.291e-01	4.377e-01	2.078e-01	7.104e-01
1.360e+04	2.715e-01	2.577e-01	2.849e-01	5.367e-01	3.127e-01	8.906e-01	4.500e-01	2.506e-01	7.440e-01
1.370e+04	2.670e-01	2.439e-01	2.748e-01	4.673e-01	1.705e-01	9.009e-01	3.862e-01	2.078e-01	7.440e-01
1.380e+04	2.740e-01	2.566e-01	2.983e-01	4.943e-01	1.991e-01	8.994e-01	4.500e-01	1.000e-01	7.264e-01
1.390e+04	2.746e-01	2.420e-01	2.849e-01	4.740e-01	1.622e-01	8.725e-01	4.500e-01	2.078e-01	7.000e-01
1.400e+04	2.717e-01	2.465e-01	2.919e-01	5.081e-01	1.674e-01	8.247e-01	4.500e-01	1.416e-01	7.618e-01
1.410e+04	2.790e-01	2.538e-01	3.043e-01	4.975e-01	1.746e-01	8.298e-01	5.055e-01	3.009e-01	7.618e-01
1.420e+04	2.716e-01	2.422e-01	2.872e-01	4.806e-01	1.642e-01	8.920e-01	4.482e-01	1.434e-01	7.440e-01
1.430e+04	2.651e-01	2.252e-01	2.830e-01	4.703e-01	1.659e-01	9.020e-01	4.482e-01	2.694e-01	7.000e-01
