n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.increase	mopm._.me.hebbian.network.best.quality.increase.min	mopm._.me.hebbian.network.best.quality.increase.max	mopm._.me.hebbian.synapse.best.quality.increase	mopm._.me.hebbian.synapse.best.quality.increase.min	mopm._.me.hebbian.synapse.best.quality.increase.max	mopm._.me.freeForm.best.quality.increase	mopm._.me.freeForm.best.quality.increase.min	mopm._.me.freeForm.best.quality.increase.max
1.710e+04	9.853e-02	4.744e-02	2.209e-01	2.126e-01	1.755e-01	3.322e-01	1.960e-01	7.819e-02	2.665e-01
1.720e+04	9.853e-02	4.744e-02	2.209e-01	2.126e-01	1.755e-01	3.322e-01	1.960e-01	7.819e-02	2.665e-01
1.730e+04	9.853e-02	4.744e-02	2.209e-01	2.126e-01	1.755e-01	3.322e-01	2.002e-01	7.819e-02	2.882e-01
1.740e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.700e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.750e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.700e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.760e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.700e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.770e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.700e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.780e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.700e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.790e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.697e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.800e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.697e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.810e+04	9.853e-02	4.744e-02	2.209e-01	2.080e-01	1.697e-01	3.206e-01	2.002e-01	7.819e-02	2.665e-01
1.820e+04	1.521e-01	4.744e-02	2.403e-01	2.080e-01	1.697e-01	3.206e-01	2.002e-01	7.819e-02	2.656e-01
1.830e+04	1.521e-01	4.744e-02	2.403e-01	2.080e-01	1.697e-01	3.206e-01	1.960e-01	7.812e-02	2.616e-01
1.840e+04	1.612e-01	4.744e-02	2.403e-01	1.962e-01	1.697e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.850e+04	1.612e-01	4.744e-02	2.403e-01	1.962e-01	1.697e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.860e+04	1.612e-01	4.744e-02	2.403e-01	1.962e-01	1.697e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.870e+04	1.612e-01	4.744e-02	2.403e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.880e+04	1.612e-01	4.744e-02	2.403e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.890e+04	1.521e-01	4.744e-02	2.209e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.900e+04	1.521e-01	4.744e-02	2.209e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.910e+04	1.521e-01	4.744e-02	2.209e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.920e+04	1.521e-01	4.744e-02	2.209e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.930e+04	1.521e-01	4.744e-02	2.209e-01	2.080e-01	1.700e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.940e+04	1.521e-01	4.744e-02	2.209e-01	2.126e-01	1.755e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.950e+04	1.521e-01	4.744e-02	2.209e-01	2.126e-01	1.755e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.960e+04	1.521e-01	4.744e-02	2.209e-01	2.126e-01	1.755e-01	2.999e-01	1.960e-01	7.812e-02	2.616e-01
1.970e+04	1.521e-01	4.744e-02	2.209e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.616e-01
1.980e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.616e-01
1.990e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.616e-01
2.000e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.616e-01
2.010e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.616e-01
2.020e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.030e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.040e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.050e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.060e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.070e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.080e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.090e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.100e+04	1.018e-01	3.515e-02	2.042e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.110e+04	9.853e-02	3.515e-02	2.025e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.120e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.755e-01	3.124e-01	1.725e-01	7.812e-02	2.616e-01
2.130e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.665e-01
2.140e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.755e-01	3.124e-01	1.960e-01	7.812e-02	2.665e-01
2.150e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.160e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.170e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.180e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.190e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.200e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.210e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.220e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.230e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.240e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.250e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.260e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.270e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.280e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.290e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.300e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.310e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.320e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	1.960e-01	7.812e-02	2.665e-01
2.330e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.340e+04	9.853e-02	4.744e-02	2.025e-01	2.126e-01	1.700e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.350e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.608e-01	2.365e-01	2.002e-01	7.819e-02	2.882e-01
2.360e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.370e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.380e+04	9.853e-02	4.744e-02	2.025e-01	2.080e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.390e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.400e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.410e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.812e-02	2.882e-01
2.420e+04	1.018e-01	6.021e-02	2.042e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.430e+04	1.018e-01	6.021e-02	2.042e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.819e-02	2.882e-01
2.440e+04	1.018e-01	6.021e-02	2.042e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.812e-02	2.882e-01
2.450e+04	1.018e-01	6.021e-02	2.042e-01	1.962e-01	1.608e-01	2.968e-01	2.002e-01	7.812e-02	2.882e-01
2.460e+04	1.018e-01	6.021e-02	2.042e-01	1.962e-01	1.608e-01	2.968e-01	2.037e-01	7.819e-02	2.852e-01
2.470e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.037e-01	7.819e-02	2.852e-01
2.480e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.037e-01	7.819e-02	2.852e-01
2.490e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.037e-01	7.819e-02	2.852e-01
2.500e+04	9.853e-02	4.744e-02	2.025e-01	1.962e-01	1.608e-01	2.968e-01	2.037e-01	7.819e-02	2.852e-01
