problem.name;solver.name;randomGenerator.seed;numberOfInnerLayers→replace.all;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→genotype→size;best→quality→avgLastBoolScore;best→quality→increase;best→quality→consistency
xor;me-hebbian-synapse;1;[2];200;20000;20000;1.34900e+00;98;74;1;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e+00;3.67022e-01;1.62719e-02
xor;me-hebbian-synapse;2;[2];200;20000;20000;8.03000e-01;99;60;3;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e+00;4.47069e-01;1.33799e-02
xor;me-hebbian-synapse;3;[2];200;20000;20000;7.76000e-01;100;81;1;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e+00;3.50939e-02;1.16192e-02
bi-xor;me-hebbian-synapse;1;[2];200;20000;20000;8.97000e-01;92;51;1;1.00000e+00;1.00000e+00;1.00000e+00;48;1.00000e+00;2.79566e-01;6.10168e-03
bi-xor;me-hebbian-synapse;2;[2];200;20000;20000;8.86000e-01;100;50;1;1.00000e+00;1.00000e+00;1.00000e+00;48;1.00000e+00;3.18252e-01;1.94711e-02
bi-xor;me-hebbian-synapse;3;[2];200;20000;20000;8.19000e-01;94;53;1;1.00000e+00;1.00000e+00;1.00000e+00;48;1.00000e+00;3.70515e-01;1.87625e-02
xor;me-hebbian-network;1;[2];200;20000;20000;7.02000e-01;52;32;3;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;-1.22159e-01;1.41200e-02
xor;me-hebbian-network;2;[2];200;20000;20000;6.96000e-01;57;41;4;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;5.52861e-01;1.48851e-06
xor;me-hebbian-network;3;[2];200;20000;20000;8.13000e-01;54;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;8.00000e-01;4.91910e-01;9.72201e-02
bi-xor;me-hebbian-network;1;[2];200;20000;20000;7.81000e-01;38;6;1;1.00000e+00;1.00000e+00;1.00000e+00;4;8.50000e-01;5.63606e-01;1.37902e-02
bi-xor;me-hebbian-network;2;[2];200;20000;20000;7.72000e-01;22;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;9.75000e-01;2.05920e-01;1.33940e-02
bi-xor;me-hebbian-network;3;[2];200;20000;20000;7.63000e-01;37;12;1;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;1.54691e-03;2.43932e-03
xor;me-freeForm;1;[2];200;20000;20000;4.29690e+01;98;54;21;1.00000e+00;1.00000e+00;1.00000e+00;65;1.00000e+00;1.27937e-01;3.72910e-15
xor;me-freeForm;2;[2];200;20000;20000;4.96940e+01;100;81;9;1.00000e+00;1.00000e+00;1.00000e+00;97;1.00000e+00;1.82362e-01;2.20810e-07
xor;me-freeForm;3;[2];200;20000;20000;6.84583e+02;99;42;12;1.00000e+00;1.00000e+00;1.00000e+00;284;1.00000e+00;2.98664e-01;5.68874e-09
bi-xor;me-freeForm;1;[2];200;20000;20000;9.39290e+01;100;13;5;1.00000e+00;1.00000e+00;1.00000e+00;299;1.00000e+00;1.10115e+00;8.03855e-02
bi-xor;me-freeForm;2;[2];200;20000;20000;1.40606e+02;100;35;1;1.00000e+00;1.00000e+00;1.00000e+00;426;8.50000e-01;3.07818e-01;1.41231e-02
