problem.name;solver.name;randomGenerator.seed;numberOfInnerLayers→replace.all;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→genotype→size;best→quality→avgLastBoolScore;best→quality→increase;best→quality→consistency
xor;me-hebbian-synapse;1;[2];50;5000;5000;4.32000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e-01;0.00000e+00;0.00000e+00
xor;me-hebbian-synapse;2;[2];50;5000;5000;2.45000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e-01;0.00000e+00;5.55112e-17
xor;me-hebbian-synapse;3;[2];50;5000;5000;2.03000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;1.00000e-01;0.00000e+00;1.11022e-16
bi-xor;me-hebbian-synapse;1;[2];50;5000;5000;2.74000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;7.00000e-01;0.00000e+00;0.00000e+00
bi-xor;me-hebbian-synapse;2;[2];50;5000;5000;2.25000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;7.00000e-01;-5.55112e-17;0.00000e+00
bi-xor;me-hebbian-synapse;3;[2];50;5000;5000;1.80000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;36;7.00000e-01;0.00000e+00;1.11022e-16
xor;me-hebbian-network;1;[2];50;5000;5000;1.75000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;1.00000e-01;0.00000e+00;1.38778e-17
xor;me-hebbian-network;2;[2];50;5000;5000;1.82000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;1.00000e-01;0.00000e+00;0.00000e+00
xor;me-hebbian-network;3;[2];50;5000;5000;1.80000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;1.00000e-01;0.00000e+00;0.00000e+00
bi-xor;me-hebbian-network;1;[2];50;5000;5000;1.62000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;0.00000e+00;1.11022e-16
bi-xor;me-hebbian-network;2;[2];50;5000;5000;1.68000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;5.55112e-17;0.00000e+00
bi-xor;me-hebbian-network;3;[2];50;5000;5000;1.63000e-01;1;1;1;1.00000e+00;1.00000e+00;1.00000e+00;4;7.00000e-01;5.55112e-17;2.22045e-16
xor;me-freeForm;1;[2];50;5000;5000;1.01240e+01;91;1;1;1.00000e+00;1.00000e+00;1.00000e+00;101;1.00000e+00;8.75000e-01;5.55112e-17
xor;me-freeForm;2;[2];50;5000;5000;1.00210e+01;92;2;2;1.00000e+00;1.00000e+00;1.00000e+00;34;8.50000e-01;5.41809e-01;2.51652e-01
xor;me-freeForm;3;[2];50;5000;5000;1.29790e+01;78;34;1;1.00000e+00;1.00000e+00;1.00000e+00;72;1.00000e+00;7.53105e-01;2.01136e-01
bi-xor;me-freeForm;1;[2];50;5000;5000;1.13450e+01;56;23;1;1.00000e+00;1.00000e+00;1.00000e+00;71;1.00000e+00;6.48949e-01;2.16199e-01
bi-xor;me-freeForm;2;[2];50;5000;5000;1.09430e+01;90;44;1;1.00000e+00;1.00000e+00;1.00000e+00;41;1.00000e+00;-2.14960e-01;2.77556e-17
bi-xor;me-freeForm;3;[2];50;5000;5000;3.29750e+01;88;44;2;1.00000e+00;1.00000e+00;1.00000e+00;96;1.00000e+00;1.55043e-03;1.26421e-04
