n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
5.600e+03	3.691e-01	-6.779e-02	4.000e-01	5.479e-01	3.925e-01	7.113e-01	7.500e-01	3.494e-01	1.000e+00
5.700e+03	3.691e-01	-6.779e-02	4.000e-01	5.479e-01	3.925e-01	7.113e-01	8.511e-01	3.500e-01	1.000e+00
5.800e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	3.500e-01	1.000e+00
5.900e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	3.336e-01	7.090e-01	8.511e-01	3.500e-01	1.000e+00
6.000e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	3.336e-01	7.090e-01	8.511e-01	3.500e-01	1.000e+00
6.100e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	3.336e-01	7.090e-01	8.137e-01	3.000e-01	1.000e+00
6.200e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	3.336e-01	7.090e-01	8.137e-01	3.500e-01	1.000e+00
6.300e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	3.336e-01	7.090e-01	8.137e-01	3.500e-01	1.000e+00
6.400e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	2.863e-01	7.090e-01	8.137e-01	3.500e-01	1.000e+00
6.500e+03	3.691e-01	-6.779e-02	4.000e-01	5.270e-01	2.863e-01	7.090e-01	8.511e-01	4.005e-01	1.000e+00
6.600e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	4.005e-01	1.000e+00
6.700e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	4.005e-01	1.000e+00
6.800e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	4.005e-01	1.000e+00
6.900e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	4.005e-01	1.000e+00
7.000e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	8.511e-01	4.005e-01	1.000e+00
7.100e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	6.000e-01	1.000e+00
7.200e+03	3.691e-01	-6.779e-02	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	6.000e-01	1.000e+00
7.300e+03	3.748e-01	-5.674e-03	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	6.000e-01	1.000e+00
7.400e+03	3.748e-01	-5.674e-03	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	6.000e-01	1.000e+00
7.500e+03	3.748e-01	-5.674e-03	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	5.392e-01	1.000e+00
7.600e+03	3.748e-01	-5.674e-03	4.000e-01	5.280e-01	3.648e-01	7.113e-01	9.463e-01	5.392e-01	1.000e+00
7.700e+03	3.748e-01	-5.674e-03	4.000e-01	5.479e-01	3.648e-01	7.113e-01	9.463e-01	5.392e-01	1.000e+00
7.800e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	3.648e-01	7.605e-01	9.463e-01	5.392e-01	1.000e+00
7.900e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	3.648e-01	7.605e-01	9.463e-01	5.392e-01	1.000e+00
8.000e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	5.392e-01	1.000e+00
8.100e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	5.392e-01	1.000e+00
8.200e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	6.250e-01	1.000e+00
8.300e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	6.250e-01	1.000e+00
8.400e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	4.854e-01	1.000e+00
8.500e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	4.854e-01	1.000e+00
8.600e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	4.854e-01	1.000e+00
8.700e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	4.854e-01	1.000e+00
8.800e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	4.854e-01	1.000e+00
8.900e+03	3.748e-01	-5.674e-03	4.000e-01	5.608e-01	2.482e-01	7.605e-01	9.463e-01	6.500e-01	1.000e+00
9.000e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.648e-01	7.839e-01	9.463e-01	6.500e-01	1.000e+00
9.100e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.648e-01	7.839e-01	9.463e-01	6.500e-01	1.000e+00
9.200e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.648e-01	7.839e-01	9.354e-01	6.500e-01	1.000e+00
9.300e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.648e-01	7.839e-01	9.354e-01	6.500e-01	1.000e+00
9.400e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.189e-01	7.605e-01	9.463e-01	6.810e-01	1.000e+00
9.500e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	3.189e-01	7.605e-01	9.463e-01	6.810e-01	1.000e+00
9.600e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	6.810e-01	1.000e+00
9.700e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	6.810e-01	1.000e+00
9.800e+03	3.748e-01	-5.674e-03	4.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	6.810e-01	1.000e+00
9.900e+03	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	7.000e-01	1.000e+00
1.000e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	7.000e-01	1.000e+00
1.010e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	7.000e-01	1.000e+00
1.020e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	7.000e-01	1.000e+00
1.030e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.605e-01	9.463e-01	7.000e-01	1.000e+00
1.040e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.839e-01	9.463e-01	7.000e-01	1.000e+00
1.050e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.839e-01	9.463e-01	7.000e-01	1.000e+00
1.060e+04	3.748e-01	-5.674e-03	5.000e-01	5.932e-01	2.332e-01	7.839e-01	9.463e-01	7.000e-01	1.000e+00
1.070e+04	4.000e-01	6.205e-02	5.000e-01	5.932e-01	2.332e-01	7.839e-01	9.528e-01	7.060e-01	1.000e+00
1.080e+04	4.000e-01	6.205e-02	5.000e-01	5.932e-01	2.332e-01	7.839e-01	9.528e-01	7.060e-01	1.000e+00
