n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.230e+04	5.356e-02	1.281e-02	9.889e-02	3.885e-01	9.431e-02	4.688e-01	3.612e-01	2.163e-01	5.639e-01
1.240e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	2.163e-01	5.639e-01
1.250e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	2.163e-01	5.639e-01
1.260e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	2.163e-01	5.639e-01
1.270e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	2.163e-01	5.639e-01
1.280e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	2.163e-01	6.252e-01
1.290e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	1.642e-01	6.252e-01
1.300e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	9.167e-02	4.583e-01	3.685e-01	1.642e-01	6.252e-01
1.310e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.685e-01	1.642e-01	6.252e-01
1.320e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.750e-01	1.642e-01	6.252e-01
1.330e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.340e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.350e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.360e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.370e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.380e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.390e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.400e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.410e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.420e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.430e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.440e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.450e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
1.460e+04	5.356e-02	1.281e-02	9.889e-02	3.730e-01	8.887e-02	4.583e-01	3.946e-01	1.642e-01	6.444e-01
