n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
3.900e+03	2.445e-01	2.340e-01	2.536e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	5.000e-01	5.000e-01
4.000e+03	2.456e-01	2.340e-01	2.539e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	5.000e-01	5.000e-01
4.100e+03	2.456e-01	2.340e-01	2.536e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	5.000e-01	5.000e-01
4.200e+03	2.485e-01	2.343e-01	2.591e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	5.000e-01	5.000e-01
4.300e+03	2.483e-01	2.343e-01	2.539e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	5.000e-01	5.000e-01
4.400e+03	2.483e-01	2.343e-01	2.539e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	4.999e-01	5.000e-01
4.500e+03	2.485e-01	2.367e-01	2.539e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	4.999e-01	5.000e-01
4.600e+03	2.483e-01	2.343e-01	2.536e-01	6.669e-01	2.782e-01	9.318e-01	5.000e-01	4.999e-01	5.000e-01
4.700e+03	2.486e-01	2.378e-01	2.591e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	4.999e-01	5.000e-01
4.800e+03	2.486e-01	2.367e-01	2.641e-01	6.669e-01	3.152e-01	9.318e-01	5.000e-01	2.708e-01	5.000e-01
4.900e+03	2.485e-01	2.367e-01	2.540e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	4.999e-01	9.304e-01
5.000e+03	2.485e-01	2.378e-01	2.540e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	2.708e-01	5.000e-01
5.100e+03	2.483e-01	2.378e-01	2.540e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	4.999e-01	5.000e-01
5.200e+03	2.456e-01	2.367e-01	2.539e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	3.202e-01	5.000e-01
5.300e+03	2.456e-01	2.367e-01	2.533e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
5.400e+03	2.456e-01	2.367e-01	2.533e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
5.500e+03	2.456e-01	2.367e-01	2.533e-01	6.669e-01	2.845e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
5.600e+03	2.456e-01	2.367e-01	2.519e-01	6.200e-01	2.845e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
5.700e+03	2.483e-01	2.378e-01	2.533e-01	6.200e-01	2.782e-01	9.318e-01	5.000e-01	2.708e-01	7.500e-01
5.800e+03	2.456e-01	2.383e-01	2.519e-01	6.200e-01	2.782e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
5.900e+03	2.448e-01	2.378e-01	2.515e-01	6.200e-01	3.152e-01	9.318e-01	5.000e-01	3.202e-01	7.500e-01
6.000e+03	2.448e-01	2.378e-01	2.515e-01	6.200e-01	3.152e-01	9.318e-01	5.000e-01	4.999e-01	7.500e-01
