n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.consistency	xor._.me.hebbian.network.best.quality.consistency.min	xor._.me.hebbian.network.best.quality.consistency.max	xor._.me.hebbian.synapse.best.quality.consistency	xor._.me.hebbian.synapse.best.quality.consistency.min	xor._.me.hebbian.synapse.best.quality.consistency.max	xor._.me.freeForm.best.quality.consistency	xor._.me.freeForm.best.quality.consistency.min	xor._.me.freeForm.best.quality.consistency.max
1.000e+02	5.317e-10	0.000e+00	1.658e-02	1.160e-02	4.337e-03	1.559e-02	0.000e+00	0.000e+00	3.819e-01
2.000e+02	4.442e-04	2.893e-11	6.472e-02	1.436e-02	7.295e-03	1.950e-02	2.088e-03	0.000e+00	4.074e-01
3.000e+02	5.123e-02	3.029e-04	7.521e-02	1.518e-02	7.295e-03	2.808e-02	1.654e-01	0.000e+00	4.085e-01
4.000e+02	6.419e-02	1.054e-03	8.577e-02	1.518e-02	7.295e-03	2.278e-02	1.702e-01	0.000e+00	4.085e-01
5.000e+02	6.419e-02	1.157e-02	8.616e-02	1.612e-02	8.619e-03	2.808e-02	1.654e-01	0.000e+00	3.929e-01
6.000e+02	7.288e-02	3.951e-02	8.707e-02	1.559e-02	7.295e-03	2.608e-02	2.138e-01	0.000e+00	4.665e-01
7.000e+02	7.817e-02	5.438e-02	1.101e-01	1.559e-02	7.295e-03	2.608e-02	1.654e-01	0.000e+00	4.637e-01
8.000e+02	8.707e-02	6.419e-02	1.165e-01	1.559e-02	7.295e-03	2.608e-02	2.013e-01	0.000e+00	4.637e-01
9.000e+02	1.052e-01	7.521e-02	1.427e-01	1.612e-02	8.619e-03	2.808e-02	2.013e-01	0.000e+00	4.637e-01
1.000e+03	1.096e-01	7.521e-02	1.325e-01	1.612e-02	8.619e-03	2.608e-02	1.177e-01	0.000e+00	4.665e-01
1.100e+03	1.052e-01	7.288e-02	1.166e-01	1.612e-02	8.619e-03	2.608e-02	1.805e-02	0.000e+00	4.665e-01
1.200e+03	1.052e-01	7.288e-02	1.166e-01	1.559e-02	8.619e-03	1.950e-02	2.421e-01	1.963e-17	4.665e-01
1.300e+03	8.707e-02	6.472e-02	1.255e-01	1.612e-02	1.063e-02	2.608e-02	3.189e-02	0.000e+00	4.629e-01
1.400e+03	8.370e-02	6.261e-02	1.164e-01	1.715e-02	1.160e-02	2.608e-02	1.869e-02	0.000e+00	4.154e-01
1.500e+03	8.370e-02	6.139e-02	1.164e-01	1.715e-02	1.160e-02	2.608e-02	2.421e-01	0.000e+00	4.318e-01
1.600e+03	8.616e-02	6.139e-02	1.164e-01	1.715e-02	1.160e-02	2.608e-02	2.421e-01	2.776e-17	4.154e-01
1.700e+03	1.001e-01	6.261e-02	1.166e-01	1.715e-02	1.160e-02	2.608e-02	2.421e-01	2.776e-17	4.154e-01
1.800e+03	1.001e-01	6.261e-02	1.179e-01	1.715e-02	1.160e-02	2.608e-02	2.421e-01	2.776e-17	4.154e-01
1.900e+03	1.048e-01	6.261e-02	1.179e-01	1.715e-02	1.160e-02	2.568e-02	2.421e-01	2.776e-17	4.085e-01
2.000e+03	1.048e-01	6.419e-02	1.173e-01	1.628e-02	1.160e-02	2.568e-02	2.421e-01	9.880e-12	4.085e-01
2.100e+03	9.876e-02	6.419e-02	1.164e-01	1.628e-02	1.160e-02	2.568e-02	2.421e-01	1.548e-14	4.074e-01
2.200e+03	1.048e-01	6.472e-02	1.179e-01	1.628e-02	1.160e-02	2.568e-02	2.263e-01	1.548e-14	4.074e-01
2.300e+03	9.876e-02	6.472e-02	1.164e-01	1.628e-02	1.160e-02	2.568e-02	2.263e-01	1.548e-14	4.074e-01
2.400e+03	9.332e-02	6.261e-02	1.101e-01	1.628e-02	1.160e-02	2.565e-02	2.263e-01	1.548e-14	4.074e-01
2.500e+03	8.606e-02	6.261e-02	1.068e-01	1.628e-02	1.160e-02	2.565e-02	2.178e-01	1.548e-14	4.000e-01
2.600e+03	9.154e-02	7.288e-02	1.088e-01	1.628e-02	1.160e-02	2.565e-02	2.421e-01	3.167e-09	4.074e-01
2.700e+03	9.332e-02	6.472e-02	1.088e-01	1.683e-02	1.160e-02	2.565e-02	2.421e-01	3.167e-09	4.074e-01
2.800e+03	9.332e-02	6.472e-02	1.088e-01	1.683e-02	1.160e-02	2.565e-02	2.421e-01	3.167e-09	4.000e-01
2.900e+03	9.332e-02	6.472e-02	1.088e-01	1.683e-02	1.160e-02	2.565e-02	2.421e-01	3.167e-09	4.000e-01
3.000e+03	9.332e-02	5.532e-02	1.108e-01	1.683e-02	1.160e-02	2.565e-02	2.421e-01	3.167e-09	4.000e-01
3.100e+03	9.404e-02	6.472e-02	1.130e-01	1.683e-02	1.160e-02	1.983e-02	2.421e-01	3.167e-09	4.000e-01
3.200e+03	9.332e-02	5.894e-02	1.108e-01	1.683e-02	1.160e-02	1.983e-02	2.421e-01	3.167e-09	4.000e-01
3.300e+03	9.154e-02	5.894e-02	1.108e-01	1.683e-02	1.160e-02	1.983e-02	2.421e-01	3.167e-09	4.000e-01
3.400e+03	9.404e-02	6.472e-02	1.130e-01	1.683e-02	1.160e-02	1.983e-02	2.421e-01	3.167e-09	4.000e-01
3.500e+03	9.404e-02	6.472e-02	1.179e-01	1.683e-02	1.160e-02	1.983e-02	2.421e-01	1.536e-06	4.000e-01
3.600e+03	9.404e-02	6.472e-02	1.179e-01	1.683e-02	1.160e-02	2.565e-02	2.024e-01	1.536e-06	4.000e-01
3.700e+03	9.404e-02	6.472e-02	1.188e-01	1.683e-02	1.160e-02	2.565e-02	2.024e-01	1.536e-06	4.000e-01
3.800e+03	9.404e-02	6.472e-02	1.188e-01	1.683e-02	1.160e-02	2.565e-02	2.024e-01	1.536e-06	4.000e-01
3.900e+03	9.404e-02	6.472e-02	1.188e-01	1.683e-02	1.160e-02	2.608e-02	2.024e-01	1.536e-06	4.000e-01
4.000e+03	9.404e-02	6.472e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	2.024e-01	1.536e-06	4.000e-01
4.100e+03	9.404e-02	6.472e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	2.024e-01	1.536e-06	4.000e-01
4.200e+03	9.876e-02	6.472e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	2.024e-01	1.536e-06	4.000e-01
4.300e+03	9.578e-02	6.472e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	1.869e-02	3.167e-09	3.787e-01
4.400e+03	9.332e-02	6.465e-02	1.179e-01	1.683e-02	1.063e-02	2.608e-02	1.869e-02	3.167e-09	3.787e-01
4.500e+03	9.332e-02	6.465e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	1.869e-02	1.536e-06	4.000e-01
4.600e+03	9.332e-02	6.465e-02	1.188e-01	1.683e-02	1.063e-02	2.608e-02	1.869e-02	1.536e-06	4.000e-01
4.700e+03	9.332e-02	6.465e-02	1.266e-01	1.683e-02	1.063e-02	2.565e-02	1.869e-02	1.536e-06	4.000e-01
4.800e+03	9.154e-02	5.479e-02	1.322e-01	1.683e-02	1.063e-02	2.608e-02	7.035e-02	2.162e-05	4.074e-01
4.900e+03	8.955e-02	5.479e-02	1.179e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	2.121e-04	4.074e-01
5.000e+03	8.955e-02	5.479e-02	1.130e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.200e-03	4.074e-01
5.100e+03	9.154e-02	6.465e-02	1.179e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.074e-01
5.200e+03	9.154e-02	5.479e-02	1.179e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.074e-01
5.300e+03	9.154e-02	5.479e-02	1.179e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.400e+03	9.332e-02	5.479e-02	1.461e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.500e+03	9.332e-02	5.479e-02	1.461e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.600e+03	9.332e-02	5.479e-02	1.461e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.700e+03	9.835e-02	6.472e-02	1.276e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.800e+03	9.835e-02	6.472e-02	1.276e-01	1.683e-02	1.063e-02	2.608e-02	2.165e-01	1.237e-03	4.000e-01
5.900e+03	9.835e-02	6.472e-02	1.276e-01	1.669e-02	9.313e-03	2.565e-02	2.165e-01	1.237e-03	4.000e-01
6.000e+03	9.835e-02	6.472e-02	1.276e-01	1.669e-02	9.313e-03	2.565e-02	2.132e-01	2.943e-03	4.000e-01
6.100e+03	9.835e-02	6.472e-02	1.276e-01	1.669e-02	9.313e-03	2.565e-02	2.132e-01	2.943e-03	4.000e-01
6.200e+03	9.835e-02	6.472e-02	1.276e-01	1.669e-02	9.313e-03	2.565e-02	2.132e-01	2.943e-03	4.000e-01
6.300e+03	1.048e-01	6.528e-02	1.461e-01	1.669e-02	9.313e-03	2.565e-02	2.132e-01	2.943e-03	4.000e-01
6.400e+03	1.048e-01	6.528e-02	1.461e-01	1.683e-02	1.063e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
6.500e+03	1.048e-01	6.528e-02	1.461e-01	1.683e-02	1.063e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
6.600e+03	1.061e-01	6.528e-02	1.461e-01	1.715e-02	1.160e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
6.700e+03	1.061e-01	6.472e-02	1.311e-01	1.715e-02	1.160e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
6.800e+03	1.048e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
6.900e+03	1.048e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.608e-02	2.132e-01	2.943e-03	4.000e-01
7.000e+03	1.048e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.986e-01	2.943e-03	3.787e-01
7.100e+03	1.048e-01	6.472e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	1.986e-01	2.943e-03	3.787e-01
7.200e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	2.943e-03	3.787e-01
7.300e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	2.943e-03	3.787e-01
7.400e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	2.943e-03	3.787e-01
7.500e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	2.943e-03	3.787e-01
7.600e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
7.700e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
7.800e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
7.900e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	1.237e-03	3.787e-01
8.000e+03	1.061e-01	6.472e-02	1.276e-01	1.715e-02	1.160e-02	2.565e-02	1.943e-01	1.237e-03	3.787e-01
8.100e+03	1.048e-01	5.479e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
8.200e+03	1.048e-01	5.479e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
8.300e+03	1.048e-01	5.479e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
8.400e+03	1.048e-01	5.479e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	2.132e-01	2.943e-03	3.787e-01
8.500e+03	1.048e-01	5.479e-02	1.216e-01	1.715e-02	1.160e-02	2.565e-02	2.163e-01	2.943e-03	4.000e-01
8.600e+03	1.048e-01	5.605e-02	1.251e-01	1.683e-02	1.295e-02	1.895e-02	2.163e-01	2.943e-03	4.000e-01
8.700e+03	1.048e-01	5.605e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.000e-01
8.800e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.000e-01
8.900e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.000e-01
9.000e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.074e-01
9.100e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.074e-01
9.200e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	2.132e-01	2.943e-03	4.074e-01
9.300e+03	1.048e-01	5.479e-02	1.251e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.400e+03	1.108e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.500e+03	1.108e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.600e+03	1.108e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.700e+03	1.061e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.800e+03	1.061e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
9.900e+03	1.061e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
1.000e+04	1.061e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
1.010e+04	1.061e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
1.020e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.895e-02	1.943e-01	2.943e-03	4.000e-01
1.030e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	1.943e-01	1.237e-03	4.000e-01
1.040e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	1.237e-03	4.074e-01
1.050e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	1.237e-03	4.074e-01
1.060e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	1.237e-03	4.074e-01
1.070e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	2.751e-03	4.074e-01
1.080e+04	1.061e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	2.751e-03	4.074e-01
1.090e+04	1.048e-01	5.479e-02	1.276e-01	1.715e-02	1.295e-02	1.893e-02	2.132e-01	2.751e-03	4.074e-01
1.100e+04	1.048e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.893e-02	2.132e-01	2.751e-03	4.000e-01
1.110e+04	1.048e-01	5.479e-02	1.276e-01	1.704e-02	1.295e-02	1.893e-02	2.132e-01	2.751e-03	4.000e-01
1.120e+04	1.048e-01	5.479e-02	1.311e-01	1.731e-02	1.310e-02	1.895e-02	1.943e-01	3.284e-04	3.787e-01
1.130e+04	1.048e-01	5.479e-02	1.311e-01	1.731e-02	1.310e-02	1.895e-02	1.943e-01	3.284e-04	3.787e-01
1.140e+04	1.048e-01	5.296e-02	1.311e-01	1.731e-02	1.310e-02	1.895e-02	1.943e-01	3.284e-04	3.787e-01
1.150e+04	1.048e-01	5.296e-02	1.311e-01	1.731e-02	1.310e-02	1.895e-02	1.943e-01	3.284e-04	4.000e-01
1.160e+04	1.048e-01	5.296e-02	1.276e-01	1.731e-02	1.310e-02	1.895e-02	1.869e-02	3.284e-04	4.000e-01
1.170e+04	1.048e-01	5.296e-02	1.276e-01	1.731e-02	1.310e-02	1.895e-02	1.869e-02	1.453e-06	4.000e-01
1.180e+04	1.048e-01	5.296e-02	1.276e-01	1.704e-02	1.310e-02	1.893e-02	1.869e-02	1.453e-06	4.000e-01
1.190e+04	1.048e-01	5.296e-02	1.276e-01	1.704e-02	1.310e-02	1.893e-02	1.869e-02	1.453e-06	4.000e-01
1.200e+04	1.048e-01	5.296e-02	1.276e-01	1.704e-02	1.310e-02	1.893e-02	1.869e-02	1.453e-06	4.000e-01
1.210e+04	1.048e-01	5.296e-02	1.276e-01	1.704e-02	1.310e-02	1.893e-02	1.869e-02	1.453e-06	4.000e-01
1.220e+04	1.048e-01	5.296e-02	1.276e-01	1.704e-02	1.310e-02	1.893e-02	1.869e-02	5.505e-06	4.000e-01
