n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	4.000e-01	2.803e-01	4.000e-01	6.495e-01	5.068e-01	9.252e-01	4.000e-01	3.500e-01	5.000e-01
2.000e+02	4.000e-01	3.085e-01	5.000e-01	8.144e-01	5.867e-01	9.411e-01	4.000e-01	3.500e-01	5.000e-01
3.000e+02	3.853e-01	2.907e-01	5.000e-01	8.144e-01	5.942e-01	9.411e-01	4.000e-01	3.500e-01	6.000e-01
4.000e+02	3.046e-01	2.759e-01	5.000e-01	8.273e-01	6.030e-01	9.411e-01	4.000e-01	3.500e-01	6.042e-01
5.000e+02	2.975e-01	2.686e-01	5.000e-01	8.144e-01	5.942e-01	9.332e-01	4.500e-01	3.494e-01	6.042e-01
6.000e+02	2.941e-01	2.670e-01	3.226e-01	8.144e-01	5.942e-01	9.332e-01	5.000e-01	3.500e-01	6.500e-01
7.000e+02	2.890e-01	2.670e-01	3.070e-01	8.144e-01	5.942e-01	9.332e-01	5.634e-01	3.500e-01	6.500e-01
8.000e+02	2.916e-01	2.721e-01	3.083e-01	8.144e-01	5.942e-01	9.332e-01	5.634e-01	3.500e-01	6.500e-01
9.000e+02	2.923e-01	2.721e-01	3.083e-01	7.915e-01	5.942e-01	9.332e-01	5.500e-01	2.460e-01	6.500e-01
1.000e+03	2.923e-01	2.725e-01	3.070e-01	7.915e-01	5.942e-01	9.332e-01	5.634e-01	3.500e-01	6.500e-01
