n.evals.q.1.0.	xor._.hebbian.network.best.quality.increase	xor._.hebbian.network.best.quality.increase.min	xor._.hebbian.network.best.quality.increase.max	xor._.hebbian.synapse.best.quality.increase	xor._.hebbian.synapse.best.quality.increase.min	xor._.hebbian.synapse.best.quality.increase.max	xor._.freeForm.best.quality.increase	xor._.freeForm.best.quality.increase.min	xor._.freeForm.best.quality.increase.max
1.000e+02	1.298e-01	9.960e-03	4.267e-01	4.521e-01	2.890e-01	4.914e-01	1.683e-01	1.184e-01	3.127e-01
2.000e+02	6.480e-02	-5.868e-03	4.267e-01	4.797e-01	2.499e-01	5.446e-01	1.803e-01	1.281e-01	5.459e-01
3.000e+02	1.922e-01	-5.868e-03	4.267e-01	4.537e-01	2.890e-01	5.434e-01	2.533e-01	1.437e-01	4.777e-01
4.000e+02	1.922e-01	-5.868e-03	4.267e-01	4.537e-01	2.904e-01	5.852e-01	2.940e-01	1.553e-01	4.755e-01
5.000e+02	1.922e-01	-5.868e-03	4.267e-01	4.452e-01	2.545e-01	5.852e-01	2.165e-01	1.379e-01	4.121e-01
6.000e+02	1.922e-01	-5.868e-03	4.267e-01	4.537e-01	2.904e-01	5.692e-01	2.165e-01	1.379e-01	3.925e-01
7.000e+02	2.350e-01	1.191e-02	4.267e-01	4.797e-01	3.036e-01	6.178e-01	3.132e-01	1.379e-01	4.566e-01
8.000e+02	1.954e-01	1.191e-02	4.267e-01	5.020e-01	3.306e-01	6.758e-01	2.940e-01	1.295e-01	4.459e-01
9.000e+02	2.350e-01	1.191e-02	4.562e-01	5.068e-01	3.901e-01	6.758e-01	2.940e-01	1.379e-01	4.604e-01
1.000e+03	2.350e-01	1.191e-02	4.562e-01	5.068e-01	4.156e-01	6.758e-01	2.406e-01	1.291e-01	3.925e-01
1.100e+03	2.350e-01	1.191e-02	4.562e-01	5.090e-01	4.156e-01	6.844e-01	3.105e-01	1.437e-01	4.613e-01
1.200e+03	2.350e-01	1.191e-02	4.562e-01	5.068e-01	3.901e-01	6.844e-01	3.105e-01	1.561e-01	5.459e-01
1.300e+03	2.350e-01	1.191e-02	4.562e-01	5.068e-01	4.156e-01	6.844e-01	3.132e-01	1.859e-01	5.459e-01
1.400e+03	2.350e-01	1.191e-02	4.562e-01	5.533e-01	4.156e-01	6.918e-01	3.243e-01	1.561e-01	5.518e-01
1.500e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	4.156e-01	6.844e-01	3.105e-01	1.561e-01	5.459e-01
1.600e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	4.156e-01	6.379e-01	3.105e-01	1.561e-01	5.673e-01
1.700e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	4.156e-01	6.379e-01	3.105e-01	1.561e-01	5.673e-01
1.800e+03	2.350e-01	1.191e-02	4.562e-01	4.996e-01	3.901e-01	6.293e-01	3.747e-01	1.561e-01	5.890e-01
1.900e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	4.156e-01	6.178e-01	3.747e-01	1.438e-01	5.673e-01
2.000e+03	2.350e-01	1.191e-02	4.562e-01	5.191e-01	4.361e-01	6.178e-01	3.929e-01	1.561e-01	6.218e-01
2.100e+03	2.350e-01	1.191e-02	4.562e-01	5.304e-01	4.437e-01	6.178e-01	4.342e-01	1.859e-01	6.233e-01
2.200e+03	2.350e-01	1.191e-02	4.562e-01	5.304e-01	4.437e-01	6.178e-01	4.267e-01	1.561e-01	6.218e-01
2.300e+03	2.350e-01	1.191e-02	4.562e-01	5.304e-01	4.437e-01	6.178e-01	3.929e-01	1.859e-01	5.929e-01
2.400e+03	2.350e-01	1.191e-02	4.562e-01	5.191e-01	4.437e-01	6.178e-01	3.929e-01	1.859e-01	5.929e-01
2.500e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	3.907e-01	6.178e-01	3.929e-01	1.859e-01	5.929e-01
2.600e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	3.907e-01	6.178e-01	3.929e-01	1.859e-01	5.673e-01
2.700e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	3.907e-01	6.178e-01	3.747e-01	1.561e-01	5.673e-01
2.800e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	3.907e-01	6.178e-01	3.747e-01	1.561e-01	5.673e-01
2.900e+03	2.350e-01	1.191e-02	4.562e-01	5.020e-01	3.907e-01	6.178e-01	3.747e-01	1.561e-01	5.673e-01
3.000e+03	2.350e-01	1.191e-02	4.562e-01	4.854e-01	3.901e-01	5.601e-01	3.306e-01	1.561e-01	5.673e-01
3.100e+03	2.350e-01	3.039e-02	4.562e-01	4.854e-01	3.901e-01	5.601e-01	3.306e-01	1.859e-01	5.673e-01
3.200e+03	2.350e-01	3.039e-02	4.562e-01	4.530e-01	2.854e-01	5.533e-01	3.747e-01	1.859e-01	5.929e-01
3.300e+03	2.350e-01	3.039e-02	4.562e-01	4.437e-01	2.854e-01	5.533e-01	3.747e-01	2.311e-01	5.978e-01
3.400e+03	2.350e-01	3.039e-02	4.562e-01	4.437e-01	3.303e-01	5.533e-01	3.747e-01	1.859e-01	5.978e-01
3.500e+03	2.350e-01	3.039e-02	4.562e-01	4.437e-01	3.303e-01	5.533e-01	3.306e-01	1.859e-01	5.673e-01
3.600e+03	2.350e-01	3.039e-02	4.562e-01	4.437e-01	3.303e-01	5.533e-01	3.676e-01	2.311e-01	5.929e-01
3.700e+03	2.685e-01	3.039e-02	4.562e-01	4.355e-01	2.854e-01	5.533e-01	3.676e-01	2.311e-01	5.929e-01
3.800e+03	2.685e-01	3.039e-02	4.562e-01	4.355e-01	2.854e-01	5.533e-01	3.747e-01	2.311e-01	5.929e-01
3.900e+03	2.333e-01	3.039e-02	4.562e-01	4.288e-01	2.854e-01	5.450e-01	3.747e-01	2.311e-01	5.929e-01
4.000e+03	2.333e-01	3.698e-02	4.562e-01	4.288e-01	2.394e-01	5.450e-01	3.747e-01	1.859e-01	5.726e-01
4.100e+03	2.333e-01	3.698e-02	4.562e-01	4.288e-01	2.394e-01	5.450e-01	3.747e-01	1.859e-01	5.929e-01
4.200e+03	2.333e-01	3.698e-02	4.562e-01	4.288e-01	2.394e-01	5.450e-01	3.747e-01	1.859e-01	6.486e-01
4.300e+03	2.333e-01	3.698e-02	4.562e-01	4.288e-01	2.394e-01	5.450e-01	3.747e-01	1.859e-01	5.929e-01
4.400e+03	2.333e-01	3.698e-02	4.562e-01	4.156e-01	2.394e-01	4.996e-01	3.747e-01	2.311e-01	5.673e-01
4.500e+03	2.333e-01	3.698e-02	4.562e-01	4.156e-01	2.394e-01	4.847e-01	3.779e-01	2.311e-01	5.673e-01
4.600e+03	2.333e-01	3.698e-02	4.562e-01	4.156e-01	2.394e-01	4.847e-01	3.779e-01	2.311e-01	5.673e-01
4.700e+03	2.333e-01	3.698e-02	4.562e-01	4.205e-01	2.394e-01	4.996e-01	3.779e-01	2.311e-01	5.673e-01
4.800e+03	2.333e-01	3.698e-02	4.562e-01	4.156e-01	2.394e-01	4.996e-01	3.779e-01	2.311e-01	5.673e-01
4.900e+03	2.333e-01	3.698e-02	4.562e-01	4.156e-01	2.394e-01	4.996e-01	3.779e-01	2.311e-01	5.929e-01
5.000e+03	2.333e-01	3.698e-02	4.562e-01	4.124e-01	1.969e-01	4.996e-01	3.779e-01	1.859e-01	5.929e-01
