n.evals.q.1.0.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.200e+04	2.671e-01	-6.673e-02	5.949e-01	5.371e-01	3.856e-01	7.379e-01	6.500e-01	4.500e-01	1.000e+00
1.210e+04	2.454e-01	-6.210e-02	5.993e-01	5.704e-01	3.433e-01	7.063e-01	7.000e-01	4.500e-01	1.000e+00
1.220e+04	1.576e-01	-7.414e-02	5.896e-01	5.751e-01	4.088e-01	7.459e-01	7.000e-01	1.924e-01	1.000e+00
1.230e+04	1.668e-01	-7.280e-02	5.982e-01	5.124e-01	3.813e-01	7.053e-01	6.012e-01	1.924e-01	1.000e+00
1.240e+04	2.525e-01	-6.426e-02	5.998e-01	5.040e-01	3.850e-01	7.068e-01	7.022e-01	1.924e-01	1.000e+00
1.250e+04	1.012e-01	-8.621e-02	5.813e-01	5.370e-01	4.069e-01	7.059e-01	6.500e-01	1.924e-01	1.000e+00
1.260e+04	2.790e-01	-6.244e-02	5.995e-01	4.736e-01	3.881e-01	6.938e-01	7.000e-01	2.888e-01	1.000e+00
1.270e+04	1.854e-01	-7.176e-02	6.000e-01	5.791e-01	4.248e-01	8.291e-01	7.000e-01	1.444e-01	1.000e+00
1.280e+04	1.664e-01	-8.288e-02	5.801e-01	5.250e-01	3.810e-01	6.843e-01	8.500e-01	4.500e-01	1.000e+00
1.290e+04	2.577e-01	-6.657e-02	6.000e-01	4.909e-01	4.059e-01	6.406e-01	7.876e-01	5.412e-01	1.000e+00
1.300e+04	1.649e-01	-6.890e-02	6.000e-01	4.637e-01	3.813e-01	6.786e-01	7.834e-01	9.777e-02	1.000e+00
1.310e+04	1.548e-01	-6.412e-02	5.742e-01	5.108e-01	3.813e-01	7.059e-01	7.000e-01	3.157e-01	1.000e+00
1.320e+04	1.834e-01	-5.668e-02	5.998e-01	5.245e-01	3.853e-01	7.015e-01	6.897e-01	2.425e-01	1.000e+00
1.330e+04	1.639e-01	-8.740e-02	5.987e-01	5.456e-01	3.105e-01	6.401e-01	7.000e-01	3.667e-01	1.000e+00
1.340e+04	3.000e-01	-4.907e-02	6.000e-01	4.556e-01	3.061e-01	6.308e-01	7.050e-01	2.765e-01	1.000e+00
1.350e+04	1.604e-01	-8.203e-02	5.767e-01	5.099e-01	3.851e-01	7.328e-01	8.751e-01	2.669e-01	1.000e+00
1.360e+04	2.580e-01	-6.050e-02	6.000e-01	5.005e-01	3.579e-01	7.032e-01	8.689e-01	4.500e-01	1.000e+00
1.370e+04	1.763e-01	-7.739e-02	5.997e-01	5.452e-01	4.213e-01	7.066e-01	8.985e-01	2.872e-01	1.000e+00
1.380e+04	2.526e-01	-6.855e-02	5.994e-01	4.626e-01	3.534e-01	6.078e-01	7.972e-01	3.157e-01	1.000e+00
1.390e+04	1.523e-01	-7.526e-02	5.998e-01	5.482e-01	3.810e-01	8.090e-01	7.000e-01	2.870e-01	1.000e+00
1.400e+04	2.626e-01	-5.886e-02	5.999e-01	4.987e-01	2.942e-01	5.885e-01	7.000e-01	1.924e-01	1.000e+00
1.410e+04	2.507e-01	-6.803e-02	5.992e-01	4.997e-01	3.081e-01	6.027e-01	7.000e-01	4.500e-01	1.000e+00
1.420e+04	2.555e-01	-6.309e-02	6.000e-01	4.629e-01	3.456e-01	6.220e-01	7.151e-01	1.510e-01	1.000e+00
1.430e+04	2.451e-01	-7.321e-02	6.000e-01	5.050e-01	3.076e-01	6.216e-01	7.000e-01	2.732e-01	1.000e+00
1.440e+04	1.648e-01	-6.365e-02	4.348e-01	4.940e-01	3.182e-01	6.326e-01	8.457e-01	1.924e-01	1.000e+00
1.450e+04	2.179e-01	-1.639e-02	5.777e-01	5.013e-01	3.588e-01	7.065e-01	8.457e-01	2.986e-01	1.000e+00
1.460e+04	1.979e-01	-5.978e-02	5.860e-01	4.795e-01	3.481e-01	7.061e-01	7.060e-01	1.397e-01	1.000e+00
1.470e+04	1.991e-01	-5.995e-02	5.787e-01	4.990e-01	3.813e-01	5.952e-01	7.000e-01	1.924e-01	1.000e+00
1.480e+04	2.507e-01	-8.233e-02	5.997e-01	4.913e-01	3.060e-01	6.014e-01	7.000e-01	1.621e-01	1.000e+00
1.490e+04	2.573e-01	-6.043e-02	6.000e-01	4.615e-01	3.076e-01	6.917e-01	6.002e-01	1.159e-01	1.000e+00
1.500e+04	1.991e-01	-7.271e-02	5.997e-01	5.156e-01	3.045e-01	5.861e-01	7.000e-01	1.129e-01	1.000e+00
1.510e+04	1.799e-01	-7.502e-02	5.675e-01	5.023e-01	3.816e-01	5.931e-01	6.002e-01	1.120e-01	1.000e+00
1.520e+04	1.989e-01	-7.489e-02	5.752e-01	5.039e-01	3.082e-01	5.994e-01	7.000e-01	1.763e-01	1.000e+00
1.530e+04	2.515e-01	-7.041e-02	6.000e-01	5.534e-01	3.060e-01	7.059e-01	6.006e-01	1.788e-01	1.000e+00
1.540e+04	2.530e-01	-5.953e-02	5.848e-01	4.953e-01	3.073e-01	7.074e-01	6.006e-01	-9.978e-02	1.000e+00
1.550e+04	1.424e-01	-7.661e-02	5.763e-01	4.869e-01	2.995e-01	6.235e-01	7.000e-01	1.750e-01	1.000e+00
1.560e+04	3.000e-01	-6.222e-02	6.000e-01	4.953e-01	3.670e-01	5.742e-01	7.699e-01	2.985e-01	1.000e+00
1.570e+04	3.000e-01	-5.010e-03	6.000e-01	4.895e-01	3.572e-01	6.455e-01	7.000e-01	1.924e-01	1.000e+00
1.580e+04	3.000e-01	-8.106e-02	6.000e-01	5.090e-01	3.814e-01	5.994e-01	7.000e-01	1.750e-01	1.000e+00
1.590e+04	2.560e-01	-6.351e-02	5.998e-01	4.762e-01	3.314e-01	7.070e-01	6.164e-01	2.906e-01	1.000e+00
1.600e+04	2.748e-01	-7.507e-02	5.995e-01	4.905e-01	3.072e-01	5.979e-01	6.006e-01	-9.401e-02	1.000e+00
1.610e+04	2.278e-01	-8.155e-02	5.987e-01	5.172e-01	3.449e-01	6.105e-01	6.301e-01	-2.369e-02	1.000e+00
1.620e+04	2.420e-01	-8.784e-02	5.810e-01	4.554e-01	3.281e-01	6.376e-01	7.000e-01	1.750e-01	1.000e+00
1.630e+04	4.013e-01	-6.415e-02	6.000e-01	4.928e-01	3.363e-01	5.747e-01	6.421e-01	1.750e-01	1.000e+00
1.640e+04	2.637e-01	-5.724e-02	6.000e-01	4.655e-01	3.813e-01	5.717e-01	7.000e-01	1.750e-01	1.000e+00
1.650e+04	1.618e-01	-8.299e-02	5.893e-01	5.102e-01	3.816e-01	6.006e-01	6.006e-01	2.143e-01	1.000e+00
1.660e+04	1.994e-01	-8.779e-02	5.755e-01	5.056e-01	3.071e-01	6.017e-01	7.000e-01	1.924e-01	1.000e+00
1.670e+04	4.013e-01	-3.220e-02	6.000e-01	5.042e-01	3.424e-01	5.754e-01	7.000e-01	1.718e-01	1.000e+00
1.680e+04	2.767e-01	-5.823e-02	6.000e-01	5.121e-01	3.706e-01	5.739e-01	7.000e-01	1.750e-01	1.000e+00
1.690e+04	3.000e-01	-2.567e-02	5.995e-01	5.184e-01	4.141e-01	5.873e-01	7.000e-01	1.863e-01	1.000e+00
1.700e+04	2.739e-01	-3.120e-02	6.000e-01	5.293e-01	3.594e-01	6.593e-01	7.459e-01	3.157e-01	1.000e+00
1.710e+04	1.796e-01	-6.301e-02	5.681e-01	5.292e-01	4.175e-01	5.931e-01	6.981e-01	2.271e-01	1.000e+00
1.720e+04	1.962e-01	-7.167e-02	5.884e-01	4.963e-01	4.236e-01	6.524e-01	6.002e-01	1.750e-01	1.000e+00
1.730e+04	2.635e-01	-4.650e-02	6.000e-01	5.256e-01	4.037e-01	6.167e-01	6.006e-01	2.866e-01	1.000e+00
1.740e+04	1.792e-01	-8.192e-02	5.817e-01	5.191e-01	3.814e-01	5.975e-01	6.006e-01	1.924e-01	1.000e+00
1.750e+04	2.630e-01	-7.644e-02	6.000e-01	5.223e-01	3.450e-01	5.946e-01	6.006e-01	1.924e-01	1.000e+00
1.760e+04	2.592e-01	-6.220e-02	5.993e-01	5.328e-01	3.810e-01	6.757e-01	6.006e-01	-3.219e-02	1.000e+00
1.770e+04	2.317e-01	-8.684e-02	5.995e-01	4.870e-01	3.703e-01	6.644e-01	5.970e-01	-5.357e-02	1.000e+00
1.780e+04	2.441e-01	-6.442e-02	5.997e-01	5.223e-01	3.062e-01	6.013e-01	5.970e-01	1.750e-01	1.000e+00
1.790e+04	2.589e-01	-6.459e-02	5.999e-01	4.933e-01	3.810e-01	5.785e-01	5.970e-01	1.627e-01	1.000e+00
1.800e+04	2.514e-01	-4.451e-02	6.000e-01	5.088e-01	3.894e-01	6.184e-01	7.000e-01	7.400e-02	1.000e+00
1.810e+04	1.799e-01	-8.657e-02	5.831e-01	4.962e-01	3.814e-01	7.063e-01	5.997e-01	1.750e-01	1.000e+00
1.820e+04	1.984e-01	-6.577e-02	5.836e-01	5.001e-01	3.610e-01	6.002e-01	5.970e-01	9.644e-03	1.000e+00
1.830e+04	1.794e-01	-7.993e-02	5.847e-01	5.181e-01	3.813e-01	6.138e-01	6.794e-01	8.766e-03	1.000e+00
1.840e+04	2.502e-01	-7.092e-02	5.999e-01	4.327e-01	3.068e-01	6.609e-01	6.006e-01	2.009e-01	1.000e+00
1.850e+04	2.680e-01	-2.780e-02	5.995e-01	5.203e-01	3.982e-01	5.742e-01	7.000e-01	-1.183e-02	1.000e+00
1.860e+04	1.191e-01	-7.991e-02	4.609e-01	5.141e-01	3.468e-01	6.001e-01	6.524e-01	2.249e-01	1.000e+00
