n.evals.q.1.0.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
3.400e+03	3.012e-01	-2.660e-02	5.000e-01	4.869e-01	3.636e-01	5.759e-01	5.000e-01	7.390e-02	1.000e+00
3.500e+03	3.558e-01	-2.006e-02	5.000e-01	4.855e-01	3.776e-01	5.760e-01	5.000e-01	1.072e-01	1.000e+00
3.600e+03	2.054e-01	-3.129e-02	4.997e-01	4.958e-01	3.841e-01	6.227e-01	5.000e-01	1.521e-01	1.000e+00
3.700e+03	2.877e-01	-3.613e-02	5.000e-01	5.150e-01	3.657e-01	6.731e-01	5.000e-01	0.000e+00	5.000e-01
3.800e+03	2.967e-01	-1.816e-02	4.998e-01	5.000e-01	4.451e-01	6.393e-01	5.000e-01	2.094e-01	9.561e-01
3.900e+03	2.536e-01	-4.074e-02	4.830e-01	4.856e-01	3.484e-01	6.268e-01	5.000e-01	-9.100e-05	9.694e-01
4.000e+03	2.532e-01	-1.678e-02	4.793e-01	4.815e-01	3.444e-01	6.750e-01	5.000e-01	4.192e-01	1.000e+00
4.100e+03	2.906e-01	-2.667e-02	4.777e-01	4.890e-01	3.773e-01	6.697e-01	5.000e-01	2.339e-04	1.000e+00
4.200e+03	2.325e-01	-2.390e-02	4.710e-01	5.540e-01	4.084e-01	7.705e-01	5.000e-01	1.809e-02	1.000e+00
4.300e+03	2.947e-01	-1.618e-02	4.997e-01	4.859e-01	3.713e-01	6.270e-01	5.000e-01	2.339e-04	1.000e+00
4.400e+03	2.388e-01	-1.755e-02	4.772e-01	5.000e-01	3.299e-01	5.499e-01	5.000e-01	2.339e-04	1.000e+00
4.500e+03	2.878e-01	-2.945e-02	4.721e-01	4.871e-01	3.170e-01	6.148e-01	5.000e-01	2.078e-02	1.000e+00
4.600e+03	2.833e-01	-1.784e-02	4.995e-01	5.000e-01	3.711e-01	6.278e-01	5.000e-01	1.712e-02	1.000e+00
4.700e+03	2.805e-01	-1.352e-02	4.763e-01	4.938e-01	3.664e-01	5.792e-01	5.000e-01	8.402e-10	1.000e+00
4.800e+03	2.996e-01	-1.886e-02	4.936e-01	4.932e-01	4.118e-01	6.459e-01	5.000e-01	1.345e-02	1.000e+00
4.900e+03	3.183e-01	-1.336e-02	5.000e-01	4.997e-01	4.093e-01	7.262e-01	5.000e-01	2.167e-01	9.999e-01
5.000e+03	1.986e-01	-2.764e-02	4.641e-01	4.999e-01	3.922e-01	6.658e-01	5.000e-01	2.339e-04	1.000e+00
5.100e+03	2.575e-01	-1.578e-02	4.652e-01	4.880e-01	3.570e-01	6.290e-01	5.000e-01	1.118e-02	1.000e+00
5.200e+03	2.438e-01	-1.724e-02	4.673e-01	4.738e-01	3.822e-01	6.680e-01	5.000e-01	1.281e-01	1.000e+00
5.300e+03	2.784e-01	-2.611e-02	4.914e-01	4.762e-01	2.824e-01	5.961e-01	5.000e-01	2.817e-01	1.000e+00
5.400e+03	3.387e-01	-1.990e-02	5.000e-01	4.961e-01	4.170e-01	6.544e-01	5.000e-01	6.628e-03	1.000e+00
5.500e+03	2.903e-01	-1.367e-02	4.993e-01	4.763e-01	3.311e-01	5.968e-01	5.662e-01	2.592e-01	1.000e+00
5.600e+03	3.180e-01	-1.388e-02	4.994e-01	4.486e-01	9.122e-02	6.326e-01	5.000e-01	2.339e-04	1.000e+00
5.700e+03	2.100e-01	-2.327e-02	4.681e-01	4.764e-01	2.873e-01	6.119e-01	4.995e-01	4.176e-04	1.000e+00
5.800e+03	2.713e-01	-1.788e-02	4.827e-01	4.757e-01	3.075e-01	5.434e-01	4.954e-01	8.402e-10	5.003e-01
5.900e+03	3.183e-01	-3.366e-02	4.992e-01	4.957e-01	3.619e-01	6.618e-01	5.000e-01	8.402e-10	1.000e+00
6.000e+03	3.183e-01	-8.372e-03	5.000e-01	5.121e-01	3.652e-01	7.347e-01	5.000e-01	8.402e-10	1.000e+00
6.100e+03	2.401e-01	-1.455e-02	4.808e-01	5.136e-01	3.818e-01	6.818e-01	5.000e-01	3.664e-01	1.000e+00
6.200e+03	3.181e-01	-1.822e-02	5.000e-01	5.000e-01	3.311e-01	6.701e-01	5.000e-01	6.497e-04	1.000e+00
6.300e+03	2.603e-01	-2.975e-02	4.801e-01	5.447e-01	3.751e-01	7.012e-01	5.000e-01	1.711e-01	1.000e+00
6.400e+03	2.962e-01	-4.324e-02	4.975e-01	5.120e-01	3.791e-01	6.848e-01	5.000e-01	2.900e-01	1.000e+00
6.500e+03	2.824e-01	-1.829e-02	4.924e-01	5.246e-01	3.919e-01	7.067e-01	5.000e-01	1.103e-01	1.000e+00
6.600e+03	2.829e-01	-1.611e-02	4.943e-01	5.344e-01	3.737e-01	6.699e-01	4.998e-01	-8.211e-03	1.000e+00
6.700e+03	2.911e-01	-3.992e-02	4.997e-01	4.764e-01	3.461e-01	6.650e-01	5.000e-01	2.900e-01	1.000e+00
6.800e+03	2.548e-01	-1.510e-02	4.785e-01	4.852e-01	3.244e-01	6.858e-01	5.000e-01	3.152e-01	1.000e+00
6.900e+03	2.969e-01	-1.756e-02	4.740e-01	4.730e-01	3.106e-01	5.821e-01	5.000e-01	4.167e-01	1.000e+00
7.000e+03	2.772e-01	-9.754e-03	4.763e-01	5.478e-01	3.412e-01	7.122e-01	5.000e-01	2.900e-01	1.000e+00
7.100e+03	2.908e-01	-2.213e-02	4.693e-01	4.903e-01	3.647e-01	6.843e-01	5.000e-01	4.203e-01	1.000e+00
7.200e+03	2.297e-01	-3.872e-02	4.644e-01	5.230e-01	3.354e-01	6.832e-01	5.000e-01	3.064e-01	1.000e+00
7.300e+03	2.939e-01	-1.474e-02	4.998e-01	4.778e-01	3.311e-01	6.756e-01	5.000e-01	2.778e-01	1.000e+00
7.400e+03	2.135e-01	-2.377e-02	4.796e-01	5.221e-01	3.780e-01	6.845e-01	5.000e-01	1.158e-02	1.000e+00
7.500e+03	2.922e-01	-3.105e-02	4.764e-01	5.409e-01	3.181e-01	6.848e-01	9.094e-01	4.877e-01	1.000e+00
7.600e+03	2.950e-01	-1.394e-02	4.996e-01	4.899e-01	3.109e-01	6.628e-01	5.000e-01	2.900e-01	1.000e+00
7.700e+03	2.951e-01	-2.793e-02	4.727e-01	4.762e-01	3.265e-01	6.841e-01	5.000e-01	4.429e-01	1.000e+00
7.800e+03	2.840e-01	-2.795e-02	4.998e-01	5.000e-01	3.254e-01	6.843e-01	5.000e-01	3.789e-01	1.000e+00
7.900e+03	3.173e-01	-3.795e-03	5.000e-01	5.279e-01	4.554e-01	7.089e-01	5.026e-01	9.520e-02	1.000e+00
8.000e+03	2.440e-01	-2.849e-02	4.686e-01	4.942e-01	3.462e-01	6.065e-01	5.000e-01	2.882e-01	1.000e+00
8.100e+03	3.182e-01	-2.163e-02	4.992e-01	4.784e-01	3.414e-01	6.361e-01	5.000e-01	1.168e-02	1.000e+00
8.200e+03	2.352e-01	-1.314e-02	4.789e-01	4.949e-01	3.374e-01	7.187e-01	5.000e-01	2.200e-01	1.000e+00
8.300e+03	3.050e-01	-2.602e-02	4.995e-01	4.760e-01	3.424e-01	6.842e-01	9.820e-01	2.479e-01	1.000e+00
8.400e+03	3.182e-01	-2.934e-02	4.987e-01	4.871e-01	4.214e-01	7.262e-01	5.145e-01	4.877e-01	1.000e+00
8.500e+03	2.821e-01	-2.714e-02	4.774e-01	4.813e-01	4.108e-01	7.397e-01	5.238e-01	4.877e-01	1.000e+00
8.600e+03	2.515e-01	-1.498e-02	4.614e-01	5.451e-01	4.220e-01	8.331e-01	9.820e-01	3.506e-01	1.000e+00
8.700e+03	2.974e-01	-2.074e-02	4.987e-01	4.765e-01	3.957e-01	6.850e-01	9.820e-01	4.999e-01	1.000e+00
8.800e+03	3.057e-01	-2.224e-02	4.993e-01	4.765e-01	3.712e-01	6.836e-01	9.673e-01	4.641e-01	1.000e+00
8.900e+03	2.911e-01	-3.066e-02	4.993e-01	5.223e-01	4.073e-01	7.360e-01	9.673e-01	4.877e-01	1.000e+00
9.000e+03	3.183e-01	-2.825e-02	4.999e-01	4.817e-01	3.003e-01	6.301e-01	9.783e-01	4.462e-01	1.000e+00
9.100e+03	2.098e-01	-1.313e-02	4.737e-01	4.892e-01	3.747e-01	6.900e-01	9.673e-01	4.876e-01	1.000e+00
9.200e+03	2.571e-01	-1.341e-02	4.919e-01	5.000e-01	3.410e-01	6.843e-01	5.003e-01	1.228e-01	1.000e+00
9.300e+03	2.539e-01	-3.501e-02	4.790e-01	5.436e-01	3.997e-01	8.045e-01	5.003e-01	4.877e-01	1.000e+00
9.400e+03	2.853e-01	-2.066e-02	5.000e-01	4.868e-01	3.521e-01	6.650e-01	7.616e-01	4.999e-01	1.000e+00
9.500e+03	2.181e-01	-1.856e-02	4.862e-01	5.018e-01	3.892e-01	6.843e-01	5.000e-01	4.687e-01	1.000e+00
9.600e+03	2.242e-01	-2.581e-02	4.752e-01	5.509e-01	4.079e-01	7.445e-01	5.000e-01	2.991e-01	1.000e+00
9.700e+03	2.144e-01	-1.609e-02	4.752e-01	4.950e-01	3.332e-01	6.624e-01	7.616e-01	4.877e-01	1.000e+00
9.800e+03	2.100e-01	-2.446e-02	4.685e-01	4.763e-01	3.688e-01	6.423e-01	7.616e-01	4.994e-01	1.000e+00
9.900e+03	2.520e-01	-1.291e-02	4.823e-01	5.240e-01	4.220e-01	7.249e-01	5.000e-01	2.900e-01	1.000e+00
1.000e+04	2.535e-01	-4.269e-02	4.730e-01	5.037e-01	3.652e-01	7.187e-01	5.000e-01	8.110e-02	1.000e+00
1.010e+04	2.435e-01	-4.997e-02	4.783e-01	4.999e-01	3.481e-01	6.849e-01	7.616e-01	4.877e-01	1.000e+00
1.020e+04	1.097e-02	-1.993e-02	4.198e-01	5.466e-01	4.202e-01	6.848e-01	5.003e-01	4.877e-01	1.000e+00
1.030e+04	2.314e-01	-4.204e-02	4.999e-01	5.472e-01	3.973e-01	7.444e-01	6.715e-01	1.362e-02	1.000e+00
1.040e+04	3.001e-01	-2.140e-02	4.842e-01	4.764e-01	4.182e-01	6.843e-01	7.616e-01	5.000e-01	1.000e+00
1.050e+04	2.941e-01	-2.271e-02	5.000e-01	5.160e-01	3.910e-01	6.352e-01	9.184e-01	5.000e-01	1.000e+00
1.060e+04	2.835e-01	-1.925e-02	4.994e-01	5.271e-01	4.304e-01	6.866e-01	7.616e-01	4.877e-01	1.000e+00
1.070e+04	2.549e-01	-3.436e-02	4.996e-01	4.854e-01	3.858e-01	6.850e-01	9.753e-01	5.000e-01	1.000e+00
1.080e+04	2.643e-01	-1.223e-02	4.995e-01	5.124e-01	4.352e-01	6.843e-01	8.919e-01	4.877e-01	1.000e+00
1.090e+04	2.497e-01	-1.575e-02	4.995e-01	5.577e-01	4.587e-01	7.382e-01	5.003e-01	4.877e-01	1.000e+00
1.100e+04	2.923e-01	-3.986e-02	4.998e-01	4.897e-01	4.220e-01	7.227e-01	9.414e-01	4.877e-01	1.000e+00
1.110e+04	2.809e-01	-2.663e-02	5.000e-01	5.449e-01	4.289e-01	7.409e-01	9.990e-01	4.877e-01	1.000e+00
1.120e+04	2.516e-01	-4.801e-02	4.995e-01	4.962e-01	4.222e-01	6.841e-01	9.034e-01	4.877e-01	1.000e+00
1.130e+04	1.834e-02	-3.950e-02	4.689e-01	5.401e-01	4.349e-01	7.523e-01	1.000e+00	4.878e-01	1.000e+00
1.140e+04	2.914e-01	-3.316e-02	5.000e-01	5.338e-01	3.861e-01	6.853e-01	1.000e+00	5.000e-01	1.000e+00
1.150e+04	2.350e-01	-2.348e-02	4.776e-01	5.400e-01	4.220e-01	7.174e-01	5.006e-01	4.877e-01	1.000e+00
1.160e+04	2.551e-01	-2.857e-02	4.995e-01	5.470e-01	4.605e-01	7.142e-01	8.620e-01	4.877e-01	1.000e+00
1.170e+04	2.898e-01	-1.645e-02	4.999e-01	5.349e-01	4.399e-01	7.748e-01	5.000e-01	3.731e-01	1.000e+00
1.180e+04	2.546e-01	-2.186e-02	4.989e-01	5.000e-01	3.922e-01	6.400e-01	5.000e-01	1.623e-01	1.000e+00
1.190e+04	2.031e-01	-4.083e-02	4.670e-01	5.176e-01	4.553e-01	6.214e-01	5.000e-01	4.548e-01	1.000e+00
1.200e+04	4.620e-02	-3.361e-02	4.668e-01	5.440e-01	4.220e-01	7.739e-01	8.390e-01	4.208e-01	1.000e+00
1.210e+04	2.933e-01	-5.287e-03	4.972e-01	5.118e-01	4.219e-01	7.990e-01	9.758e-01	3.634e-01	1.000e+00
1.220e+04	2.705e-01	-4.086e-02	4.991e-01	5.319e-01	3.168e-01	7.381e-01	9.624e-01	4.901e-01	1.000e+00
1.230e+04	2.441e-01	-4.302e-02	4.994e-01	5.463e-01	4.387e-01	7.551e-01	9.445e-01	1.150e-02	1.000e+00
1.240e+04	2.559e-01	-2.060e-02	4.981e-01	5.221e-01	4.200e-01	6.514e-01	5.000e-01	2.306e-01	1.000e+00
1.250e+04	3.007e-01	-2.103e-02	4.999e-01	5.000e-01	4.117e-01	6.637e-01	8.931e-01	4.022e-01	1.000e+00
1.260e+04	1.942e-01	-2.613e-02	4.808e-01	4.879e-01	4.221e-01	6.305e-01	9.998e-01	3.545e-01	1.000e+00
1.270e+04	3.073e-01	-4.759e-03	4.997e-01	4.760e-01	3.881e-01	6.069e-01	9.998e-01	1.427e-01	1.000e+00
1.280e+04	2.828e-01	-2.643e-02	5.000e-01	5.659e-01	4.595e-01	8.307e-01	8.156e-01	1.987e-01	1.000e+00
1.290e+04	2.575e-01	-1.296e-02	4.922e-01	5.257e-01	4.219e-01	6.846e-01	1.000e+00	4.445e-01	1.000e+00
1.300e+04	2.995e-01	-1.476e-02	5.000e-01	5.064e-01	4.217e-01	6.641e-01	9.167e-01	4.551e-01	1.000e+00
1.310e+04	2.711e-01	-1.239e-02	5.000e-01	4.780e-01	3.954e-01	6.520e-01	8.077e-01	4.534e-02	1.000e+00
1.320e+04	2.438e-01	-2.033e-02	4.700e-01	5.029e-01	3.495e-01	6.887e-01	9.723e-01	4.873e-01	1.000e+00
1.330e+04	2.185e-01	-1.414e-02	4.998e-01	5.000e-01	4.142e-01	5.910e-01	1.000e+00	8.150e-02	1.000e+00
1.340e+04	2.532e-01	-2.802e-02	4.991e-01	5.126e-01	4.220e-01	6.409e-01	9.016e-01	4.322e-01	1.000e+00
1.350e+04	2.962e-01	-2.053e-02	5.000e-01	4.872e-01	3.730e-01	6.439e-01	9.932e-01	4.201e-01	1.000e+00
1.360e+04	1.649e-01	-3.117e-02	4.756e-01	4.760e-01	3.755e-01	7.366e-01	9.996e-01	4.896e-01	1.000e+00
1.370e+04	2.636e-01	-2.653e-02	4.999e-01	5.027e-01	4.220e-01	6.672e-01	9.999e-01	4.440e-01	1.000e+00
1.380e+04	2.264e-01	-2.815e-02	4.997e-01	5.350e-01	4.597e-01	7.219e-01	9.999e-01	4.726e-01	1.000e+00
1.390e+04	2.572e-01	-2.313e-02	4.993e-01	4.760e-01	3.056e-01	5.798e-01	7.466e-01	3.206e-01	1.000e+00
1.400e+04	2.419e-01	-1.999e-02	4.997e-01	5.334e-01	4.591e-01	8.039e-01	5.003e-01	3.388e-01	1.000e+00
1.410e+04	3.003e-01	-1.404e-02	5.000e-01	4.758e-01	3.244e-01	6.545e-01	5.046e-01	2.847e-01	1.000e+00
1.420e+04	2.355e-01	-1.138e-02	4.991e-01	4.764e-01	3.971e-01	5.772e-01	7.637e-01	3.959e-01	1.000e+00
1.430e+04	2.814e-01	-5.070e-02	4.996e-01	4.945e-01	3.618e-01	6.600e-01	1.000e+00	2.433e-01	1.000e+00
1.440e+04	2.987e-01	-1.711e-03	5.000e-01	5.000e-01	3.564e-01	6.009e-01	9.984e-01	1.387e-01	1.000e+00
1.450e+04	1.649e-01	-2.985e-02	4.154e-01	5.000e-01	3.656e-01	6.386e-01	6.985e-01	9.231e-03	1.000e+00
1.460e+04	2.282e-01	-5.563e-03	4.773e-01	4.763e-01	3.589e-01	7.344e-01	1.000e+00	4.986e-01	1.000e+00
1.470e+04	2.522e-01	-1.086e-02	4.865e-01	4.767e-01	3.790e-01	6.842e-01	9.057e-01	8.639e-02	1.000e+00
1.480e+04	2.757e-01	-2.587e-02	4.991e-01	5.079e-01	3.776e-01	6.843e-01	6.454e-01	3.115e-01	1.000e+00
1.490e+04	2.716e-01	-2.320e-02	4.996e-01	4.959e-01	4.012e-01	6.163e-01	9.990e-01	4.311e-02	1.000e+00
1.500e+04	3.800e-01	-1.600e-02	5.000e-01	4.584e-01	2.721e-01	6.003e-01	5.000e-01	1.870e-01	1.000e+00
1.510e+04	2.619e-01	-1.301e-02	4.997e-01	5.000e-01	3.539e-01	6.056e-01	5.000e-01	8.911e-02	1.000e+00
1.520e+04	2.282e-01	-1.278e-02	4.637e-01	5.042e-01	3.891e-01	6.417e-01	5.000e-01	7.922e-02	1.000e+00
1.530e+04	2.590e-01	-2.179e-02	4.741e-01	4.810e-01	3.759e-01	6.194e-01	8.791e-01	3.147e-01	1.000e+00
1.540e+04	2.772e-01	-1.284e-02	5.000e-01	5.061e-01	3.712e-01	6.841e-01	8.668e-01	3.415e-01	1.000e+00
1.550e+04	2.518e-01	-8.709e-03	4.848e-01	5.000e-01	3.836e-01	6.385e-01	5.000e-01	5.162e-04	1.000e+00
1.560e+04	2.587e-01	-4.027e-04	4.996e-01	5.000e-01	3.610e-01	6.460e-01	9.896e-01	2.956e-01	1.000e+00
1.570e+04	2.967e-01	-2.124e-02	5.000e-01	4.761e-01	3.485e-01	6.085e-01	9.982e-01	3.408e-01	1.000e+00
1.580e+04	3.800e-01	-2.290e-03	5.000e-01	5.082e-01	3.876e-01	6.458e-01	5.000e-01	1.274e-01	1.000e+00
1.590e+04	2.969e-01	-2.183e-02	5.000e-01	5.292e-01	4.221e-01	6.846e-01	9.993e-01	1.762e-01	1.000e+00
1.600e+04	2.715e-01	-2.286e-02	4.999e-01	4.951e-01	3.511e-01	6.848e-01	5.088e-01	2.413e-01	1.000e+00
1.610e+04	2.893e-01	-1.664e-02	4.994e-01	5.000e-01	3.649e-01	6.020e-01	9.990e-01	1.382e-01	1.000e+00
1.620e+04	2.645e-01	-2.046e-02	4.986e-01	5.126e-01	3.274e-01	6.448e-01	9.712e-01	5.481e-08	1.000e+00
1.630e+04	2.383e-01	-2.781e-02	4.810e-01	5.000e-01	3.948e-01	6.036e-01	9.968e-01	1.790e-01	1.000e+00
1.640e+04	2.745e-01	-1.012e-02	4.982e-01	4.789e-01	2.771e-01	6.099e-01	5.524e-01	2.304e-01	1.000e+00
1.650e+04	3.800e-01	-1.287e-02	5.000e-01	4.967e-01	3.955e-01	6.189e-01	9.990e-01	5.698e-02	1.000e+00
1.660e+04	2.374e-01	-2.429e-02	4.895e-01	5.060e-01	4.192e-01	6.151e-01	5.000e-01	3.659e-01	1.000e+00
1.670e+04	2.643e-01	-2.478e-02	4.751e-01	5.000e-01	3.415e-01	6.375e-01	9.990e-01	2.916e-01	1.000e+00
1.680e+04	3.800e-01	-1.899e-02	5.000e-01	5.000e-01	3.877e-01	6.047e-01	5.154e-01	1.451e-01	1.000e+00
1.690e+04	2.992e-01	-1.734e-02	5.000e-01	5.069e-01	3.721e-01	5.975e-01	6.859e-01	1.383e-01	1.000e+00
1.700e+04	2.955e-01	-1.256e-02	4.995e-01	5.027e-01	3.757e-01	5.989e-01	9.406e-01	5.363e-02	1.000e+00
1.710e+04	3.003e-01	-5.771e-03	5.000e-01	5.000e-01	3.534e-01	6.328e-01	7.391e-01	4.984e-01	1.000e+00
1.720e+04	2.374e-01	-4.935e-03	4.650e-01	5.183e-01	4.141e-01	6.025e-01	5.000e-01	1.605e-01	1.000e+00
1.730e+04	2.732e-01	-1.895e-02	4.889e-01	4.861e-01	3.664e-01	6.422e-01	5.000e-01	1.754e-01	1.000e+00
1.740e+04	2.906e-01	-4.447e-03	5.000e-01	4.993e-01	4.041e-01	6.850e-01	5.000e-01	2.406e-01	1.000e+00
1.750e+04	2.374e-01	-2.948e-02	4.811e-01	4.861e-01	3.892e-01	6.401e-01	5.000e-01	1.383e-01	1.000e+00
1.760e+04	2.892e-01	-4.709e-03	5.000e-01	5.261e-01	2.846e-01	5.989e-01	5.000e-01	5.788e-02	1.000e+00
1.770e+04	2.754e-01	-1.060e-02	4.993e-01	5.281e-01	3.701e-01	6.105e-01	5.000e-01	5.501e-02	1.000e+00
1.780e+04	2.949e-01	-2.250e-02	4.997e-01	4.900e-01	3.728e-01	6.101e-01	5.000e-01	4.718e-16	1.000e+00
1.790e+04	2.760e-01	-2.787e-02	4.997e-01	4.932e-01	3.558e-01	6.560e-01	5.000e-01	6.364e-02	1.000e+00
1.800e+04	2.849e-01	-1.818e-02	4.999e-01	4.720e-01	3.805e-01	6.395e-01	5.499e-01	6.905e-02	1.000e+00
1.810e+04	2.772e-01	-1.624e-02	5.000e-01	4.911e-01	3.472e-01	6.515e-01	5.000e-01	1.550e-01	1.000e+00
1.820e+04	2.556e-01	-2.454e-02	4.829e-01	5.000e-01	4.148e-01	6.445e-01	5.000e-01	1.943e-01	1.000e+00
