n.evals.q.1.0.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.830e+04	2.647e-01	-1.805e-02	4.837e-01	4.816e-01	3.423e-01	6.032e-01	5.003e-01	1.221e-02	1.000e+00
1.840e+04	2.486e-01	-2.540e-02	4.846e-01	5.306e-01	3.947e-01	6.838e-01	5.000e-01	6.254e-02	1.000e+00
1.850e+04	2.747e-01	-9.488e-03	4.998e-01	4.919e-01	2.920e-01	6.383e-01	5.000e-01	4.291e-01	1.000e+00
1.860e+04	2.753e-01	-1.217e-02	4.898e-01	5.029e-01	3.977e-01	6.112e-01	5.000e-01	2.384e-01	1.000e+00
1.870e+04	2.168e-01	-4.356e-02	4.276e-01	4.850e-01	3.288e-01	6.340e-01	5.756e-01	3.408e-01	1.000e+00
1.880e+04	2.374e-01	-1.596e-02	4.796e-01	5.166e-01	4.223e-01	6.247e-01	5.000e-01	3.415e-01	1.000e+00
1.890e+04	2.869e-01	-9.442e-03	4.828e-01	5.066e-01	4.222e-01	6.839e-01	5.000e-01	2.493e-01	1.000e+00
1.900e+04	2.894e-01	-1.377e-02	5.000e-01	4.784e-01	3.989e-01	6.005e-01	1.000e+00	1.177e-01	1.000e+00
1.910e+04	2.714e-01	-4.127e-03	4.969e-01	5.153e-01	4.328e-01	6.552e-01	9.996e-01	3.564e-01	1.000e+00
1.920e+04	2.282e-01	-4.267e-02	4.761e-01	4.756e-01	3.119e-01	6.527e-01	5.000e-01	2.002e-01	1.000e+00
1.930e+04	2.698e-01	1.535e-08	5.000e-01	5.107e-01	3.325e-01	6.380e-01	5.000e-01	0.000e+00	1.000e+00
1.940e+04	2.282e-01	-1.463e-02	4.764e-01	5.205e-01	4.084e-01	6.341e-01	5.000e-01	4.085e-02	1.000e+00
1.950e+04	2.374e-01	-2.188e-02	4.689e-01	5.243e-01	4.576e-01	6.331e-01	8.539e-01	5.211e-02	1.000e+00
1.960e+04	2.282e-01	-8.910e-03	4.646e-01	4.951e-01	3.774e-01	6.522e-01	9.320e-01	3.415e-01	1.000e+00
1.970e+04	2.282e-01	-5.212e-03	4.332e-01	4.941e-01	3.932e-01	6.547e-01	5.000e-01	3.415e-01	1.000e+00
1.980e+04	2.848e-01	1.293e-09	4.998e-01	5.250e-01	3.814e-01	6.044e-01	5.000e-01	1.022e-06	1.000e+00
1.990e+04	2.738e-01	-1.158e-02	4.991e-01	4.955e-01	3.976e-01	5.923e-01	5.000e-01	5.671e-08	1.000e+00
2.000e+04	3.800e-01	0.000e+00	4.998e-01	4.889e-01	4.220e-01	6.398e-01	5.000e-01	4.328e-02	1.000e+00
2.010e+04	2.755e-01	-4.812e-03	4.765e-01	4.972e-01	4.020e-01	6.275e-01	5.000e-01	1.458e-01	1.000e+00
2.020e+04	3.007e-01	-5.149e-03	5.000e-01	5.204e-01	3.601e-01	6.746e-01	5.000e-01	6.198e-02	1.000e+00
2.030e+04	2.811e-01	0.000e+00	4.997e-01	4.933e-01	2.976e-01	6.816e-01	9.997e-01	3.632e-01	1.000e+00
2.040e+04	2.374e-01	-2.403e-02	4.682e-01	4.966e-01	3.907e-01	6.080e-01	9.999e-01	4.900e-01	1.000e+00
2.050e+04	2.646e-01	-1.855e-02	4.753e-01	4.761e-01	2.747e-01	6.084e-01	9.959e-01	3.305e-01	1.000e+00
2.060e+04	2.374e-01	-2.412e-02	4.687e-01	5.167e-01	4.064e-01	6.356e-01	9.973e-01	4.115e-01	1.000e+00
2.070e+04	2.516e-01	-1.775e-02	4.842e-01	5.177e-01	3.888e-01	6.841e-01	5.000e-01	3.731e-02	1.000e+00
2.080e+04	2.877e-01	-4.787e-04	4.838e-01	5.233e-01	3.935e-01	6.842e-01	5.000e-01	2.312e-04	1.000e+00
2.090e+04	2.790e-01	-1.882e-02	4.979e-01	5.030e-01	3.856e-01	6.100e-01	5.000e-01	4.718e-16	1.000e+00
2.100e+04	2.699e-01	-1.923e-02	4.805e-01	4.737e-01	3.528e-01	6.845e-01	5.000e-01	3.358e-01	1.000e+00
2.110e+04	2.646e-01	-3.023e-03	4.998e-01	5.095e-01	3.869e-01	6.847e-01	6.067e-01	1.693e-01	1.000e+00
2.120e+04	2.858e-01	-4.795e-03	4.997e-01	5.005e-01	3.671e-01	6.542e-01	5.000e-01	4.699e-01	1.000e+00
2.130e+04	3.001e-01	2.753e-10	5.000e-01	4.903e-01	2.445e-01	6.167e-01	5.003e-01	3.415e-01	1.000e+00
2.140e+04	2.647e-01	-1.324e-02	4.926e-01	5.000e-01	2.711e-01	5.947e-01	5.000e-01	5.952e-03	1.000e+00
2.150e+04	2.990e-01	6.672e-10	5.000e-01	4.876e-01	3.472e-01	6.720e-01	5.000e-01	1.725e-01	1.000e+00
2.160e+04	2.537e-01	-4.025e-03	4.829e-01	4.665e-01	2.678e-01	6.230e-01	8.224e-01	3.715e-01	1.000e+00
2.170e+04	2.636e-01	-1.475e-02	4.639e-01	4.756e-01	2.320e-01	6.455e-01	5.000e-01	1.208e-01	1.000e+00
2.180e+04	2.894e-01	-7.744e-03	5.000e-01	4.965e-01	3.791e-01	6.711e-01	5.000e-01	3.415e-01	1.000e+00
2.190e+04	2.755e-01	-8.355e-04	5.000e-01	4.913e-01	3.789e-01	6.371e-01	5.000e-01	6.514e-02	1.000e+00
2.200e+04	2.993e-01	-1.385e-12	4.988e-01	4.933e-01	3.794e-01	5.986e-01	5.000e-01	4.150e-02	1.000e+00
2.210e+04	2.374e-01	-1.648e-02	4.619e-01	4.924e-01	3.489e-01	5.844e-01	8.979e-01	3.415e-01	1.000e+00
2.220e+04	2.646e-01	-3.140e-02	4.993e-01	5.126e-01	4.111e-01	6.844e-01	5.000e-01	7.157e-07	1.000e+00
2.230e+04	2.750e-01	-1.227e-03	4.994e-01	5.000e-01	3.791e-01	6.312e-01	5.000e-01	9.841e-03	1.000e+00
2.240e+04	2.850e-01	-6.821e-03	4.997e-01	4.858e-01	3.443e-01	6.127e-01	5.000e-01	2.433e-01	1.000e+00
2.250e+04	2.722e-01	-5.707e-02	4.707e-01	4.933e-01	3.520e-01	6.114e-01	5.000e-01	1.132e-01	1.000e+00
2.260e+04	2.374e-01	-2.388e-03	4.728e-01	4.975e-01	3.519e-01	5.879e-01	5.000e-01	1.157e-08	1.000e+00
2.270e+04	2.932e-01	-5.584e-03	4.846e-01	4.830e-01	3.862e-01	5.882e-01	5.009e-01	2.329e-01	1.000e+00
2.280e+04	2.646e-01	-5.602e-03	4.788e-01	4.885e-01	3.857e-01	6.827e-01	5.000e-01	7.938e-02	1.000e+00
2.290e+04	2.611e-01	-9.117e-03	4.743e-01	4.665e-01	2.870e-01	5.970e-01	5.000e-01	2.327e-01	1.000e+00
2.300e+04	2.647e-01	-1.198e-02	4.707e-01	4.962e-01	3.754e-01	6.924e-01	5.000e-01	3.976e-06	1.000e+00
2.310e+04	2.643e-01	-1.522e-02	4.659e-01	4.660e-01	2.407e-01	5.475e-01	5.000e-01	8.345e-02	1.000e+00
2.320e+04	2.374e-01	-1.012e-02	4.803e-01	4.587e-01	1.474e-01	6.049e-01	1.000e+00	6.623e-02	1.000e+00
2.330e+04	2.936e-01	-1.172e-02	4.966e-01	4.896e-01	2.592e-01	6.702e-01	5.000e-01	4.052e-01	1.000e+00
2.340e+04	2.374e-01	-9.496e-03	4.689e-01	4.571e-01	2.564e-01	5.457e-01	5.003e-01	3.612e-01	1.000e+00
2.350e+04	2.943e-01	-8.741e-03	4.990e-01	4.920e-01	2.506e-01	5.688e-01	6.140e-01	2.543e-01	1.000e+00
2.360e+04	2.755e-01	-6.187e-03	4.982e-01	4.924e-01	2.758e-01	5.440e-01	5.000e-01	1.576e-04	1.000e+00
2.370e+04	1.891e-01	-5.477e-03	3.800e-01	4.744e-01	2.427e-01	5.923e-01	9.216e-01	6.328e-03	1.000e+00
2.380e+04	2.686e-01	1.023e-06	4.997e-01	4.737e-01	2.722e-01	6.037e-01	5.000e-01	2.032e-01	1.000e+00
2.390e+04	2.859e-01	-4.555e-03	4.989e-01	4.715e-01	3.745e-01	6.005e-01	5.000e-01	4.440e-02	1.000e+00
2.400e+04	2.725e-01	-2.602e-05	4.670e-01	4.782e-01	2.786e-01	6.176e-01	5.000e-01	1.476e-01	1.000e+00
2.410e+04	2.374e-01	-9.002e-03	4.652e-01	4.966e-01	2.264e-01	7.065e-01	5.000e-01	6.674e-02	1.000e+00
2.420e+04	2.760e-01	-4.199e-02	4.975e-01	4.603e-01	2.750e-01	5.866e-01	5.000e-01	3.350e-01	1.000e+00
2.430e+04	2.759e-01	-4.569e-03	4.985e-01	4.684e-01	2.235e-01	5.335e-01	5.000e-01	2.995e-01	1.000e+00
2.440e+04	2.724e-01	-2.908e-02	4.622e-01	4.708e-01	2.764e-01	5.703e-01	5.003e-01	3.415e-01	1.000e+00
2.450e+04	2.888e-01	-2.380e-03	4.997e-01	4.770e-01	2.450e-01	5.748e-01	5.000e-01	2.583e-01	1.000e+00
2.460e+04	3.800e-01	-7.196e-03	5.000e-01	4.683e-01	2.928e-01	5.626e-01	9.990e-01	1.997e-01	1.000e+00
2.470e+04	2.867e-01	-1.034e-02	4.994e-01	4.867e-01	3.771e-01	5.575e-01	9.073e-01	2.874e-01	1.000e+00
2.480e+04	3.102e-01	-3.780e-03	5.000e-01	4.948e-01	2.612e-01	5.921e-01	5.000e-01	2.748e-01	1.000e+00
2.490e+04	2.757e-01	-1.304e-02	4.985e-01	5.082e-01	3.826e-01	5.680e-01	5.000e-01	4.483e-02	1.000e+00
2.500e+04	2.862e-01	-4.843e-03	5.000e-01	4.765e-01	3.748e-01	5.707e-01	5.000e-01	3.527e-01	1.000e+00
