n.evals.q.1.0.	xor._.hebbian.network.best.quality.consistency	xor._.hebbian.network.best.quality.consistency.min	xor._.hebbian.network.best.quality.consistency.max	xor._.hebbian.synapse.best.quality.consistency	xor._.hebbian.synapse.best.quality.consistency.min	xor._.hebbian.synapse.best.quality.consistency.max	xor._.freeForm.best.quality.consistency	xor._.freeForm.best.quality.consistency.min	xor._.freeForm.best.quality.consistency.max
1.430e+04	1.520e-02	6.350e-03	1.940e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.440e+04	1.520e-02	6.350e-03	1.940e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.450e+04	1.520e-02	6.350e-03	1.940e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.460e+04	1.520e-02	6.350e-03	1.940e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.470e+04	1.520e-02	6.350e-03	1.940e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.480e+04	1.557e-02	6.350e-03	1.963e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.346e-03
1.490e+04	1.557e-02	6.350e-03	1.963e-02	1.572e-02	1.262e-02	1.811e-02	6.111e-08	4.581e-12	1.094e-04
1.500e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.510e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.520e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.530e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.540e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.550e+04	1.557e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.560e+04	1.557e-02	6.350e-03	2.124e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.570e+04	1.557e-02	6.350e-03	2.124e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.580e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.590e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.600e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.610e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.620e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
1.630e+04	1.520e-02	6.350e-03	1.963e-02	1.561e-02	1.262e-02	1.879e-02	6.111e-08	4.581e-12	1.094e-04
