n.evals.q.1.0.	2d.nav._.hebbian.network.best.quality.fitness	2d.nav._.hebbian.network.best.quality.fitness.min	2d.nav._.hebbian.network.best.quality.fitness.max	2d.nav._.hebbian.synapse.best.quality.fitness	2d.nav._.hebbian.synapse.best.quality.fitness.min	2d.nav._.hebbian.synapse.best.quality.fitness.max	2d.nav._.freeForm.best.quality.fitness	2d.nav._.freeForm.best.quality.fitness.min	2d.nav._.freeForm.best.quality.fitness.max
2.000e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.732e+02	5.086e+02	7.601e+01	1.568e+01	2.968e+02
2.010e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.732e+02	5.086e+02	7.601e+01	1.568e+01	2.968e+02
2.020e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.732e+02	5.086e+02	7.601e+01	1.568e+01	2.968e+02
2.030e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.568e+01	2.968e+02
2.040e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.568e+01	2.968e+02
2.050e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.947e+01	2.968e+02
2.060e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.947e+01	2.968e+02
2.070e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.947e+01	2.968e+02
2.080e+04	1.746e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	7.601e+01	1.947e+01	2.968e+02
2.090e+04	1.849e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	1.947e+01	2.968e+02
2.100e+04	1.849e+01	-1.416e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	2.050e+01	2.968e+02
2.110e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	2.050e+01	2.968e+02
2.120e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.130e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.140e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.150e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.160e+04	1.849e+01	-1.389e+00	3.119e+01	4.907e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.170e+04	1.849e+01	-1.389e+00	3.119e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.180e+04	1.849e+01	-1.389e+00	3.119e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.190e+04	1.849e+01	-1.389e+00	3.119e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.200e+04	1.849e+01	-1.389e+00	3.119e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.210e+04	1.849e+01	3.492e-01	3.119e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	2.968e+02
2.220e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	3.324e+02
2.230e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.773e+01	3.324e+02
2.240e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.250e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.260e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.270e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.280e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.290e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.086e+02	8.110e+01	3.825e+01	3.324e+02
2.300e+04	1.849e+01	3.492e-01	3.382e+01	4.922e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.310e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.320e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.330e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.340e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.350e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.360e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.370e+04	1.849e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.380e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.390e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.748e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.400e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.410e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.420e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.430e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.440e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.450e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.095e+02	8.110e+01	3.825e+01	3.324e+02
2.460e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.098e+02	8.110e+01	3.825e+01	3.324e+02
2.470e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.098e+02	8.110e+01	3.825e+01	3.324e+02
2.480e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.755e+02	5.098e+02	8.110e+01	3.825e+01	3.324e+02
2.490e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.770e+02	5.098e+02	8.110e+01	3.825e+01	3.324e+02
2.500e+04	2.278e+01	3.492e-01	3.382e+01	4.924e+02	4.770e+02	5.098e+02	8.110e+01	3.825e+01	3.324e+02
