n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.increase	mopm._.me.hebbian.network.best.quality.increase.min	mopm._.me.hebbian.network.best.quality.increase.max	mopm._.me.hebbian.synapse.best.quality.increase	mopm._.me.hebbian.synapse.best.quality.increase.min	mopm._.me.hebbian.synapse.best.quality.increase.max	mopm._.me.freeForm.best.quality.increase	mopm._.me.freeForm.best.quality.increase.min	mopm._.me.freeForm.best.quality.increase.max
1.850e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	4.566e-01
1.860e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.560e-01
1.870e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.560e-01
1.880e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.560e-01
1.890e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.560e-01
1.900e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.560e-01
1.910e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.569e-01
1.920e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	1.087e-01	3.223e-02	3.569e-01
1.930e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	9.043e-02	3.223e-02	3.569e-01
1.940e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	9.043e-02	3.223e-02	3.569e-01
1.950e+04	2.850e-01	2.502e-01	2.937e-01	2.121e-01	1.677e-01	2.556e-01	9.043e-02	3.223e-02	3.569e-01
1.960e+04	2.850e-01	2.502e-01	2.964e-01	2.121e-01	1.677e-01	2.556e-01	9.043e-02	3.223e-02	3.560e-01
1.970e+04	2.850e-01	2.502e-01	2.964e-01	2.121e-01	1.677e-01	2.556e-01	9.043e-02	3.223e-02	3.560e-01
1.980e+04	2.850e-01	2.502e-01	2.964e-01	2.061e-01	1.677e-01	2.554e-01	1.919e-01	5.649e-02	3.569e-01
1.990e+04	2.850e-01	2.502e-01	2.964e-01	2.061e-01	1.677e-01	2.554e-01	1.945e-01	6.603e-02	3.912e-01
2.000e+04	2.850e-01	2.502e-01	2.964e-01	2.061e-01	1.677e-01	2.554e-01	1.919e-01	5.649e-02	3.912e-01
2.010e+04	2.850e-01	2.502e-01	2.964e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.569e-01
2.020e+04	2.850e-01	2.502e-01	2.964e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.569e-01
2.030e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.569e-01
2.040e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.912e-01
2.050e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.912e-01
2.060e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.912e-01
2.070e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.531e-01
2.080e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.531e-01
2.090e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.554e-01	1.540e-01	5.649e-02	3.531e-01
2.100e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.110e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.120e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.130e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.140e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.150e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.160e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.170e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	5.649e-02	3.531e-01
2.180e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.665e-01	6.603e-02	3.473e-01
2.190e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.665e-01	6.603e-02	3.473e-01
2.200e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.665e-01	6.603e-02	3.473e-01
2.210e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.665e-01	6.603e-02	3.473e-01
2.220e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	6.603e-02	3.278e-01
2.230e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	6.603e-02	3.278e-01
2.240e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.677e-01	2.559e-01	1.540e-01	6.603e-02	3.278e-01
2.250e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.559e-01	1.540e-01	6.603e-02	3.278e-01
2.260e+04	2.831e-01	2.496e-01	2.937e-01	1.980e-01	1.650e-01	2.554e-01	1.540e-01	6.603e-02	3.104e-01
2.270e+04	2.831e-01	2.496e-01	2.937e-01	1.980e-01	1.650e-01	2.554e-01	1.540e-01	6.603e-02	3.104e-01
2.280e+04	2.831e-01	2.496e-01	2.937e-01	1.980e-01	1.650e-01	2.554e-01	1.540e-01	6.603e-02	3.104e-01
2.290e+04	2.831e-01	2.496e-01	2.937e-01	1.980e-01	1.650e-01	2.554e-01	1.540e-01	6.603e-02	3.278e-01
2.300e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	6.603e-02	3.104e-01
2.310e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	6.603e-02	2.541e-01
2.320e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	6.603e-02	2.541e-01
2.330e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	6.603e-02	2.541e-01
2.340e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	6.603e-02	2.541e-01
2.350e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.020e-01	6.503e-02	2.394e-01
2.360e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.370e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.380e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.390e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.400e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.410e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.420e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	9.049e-02	5.956e-02	2.394e-01
2.430e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	5.956e-02	2.541e-01
2.440e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.345e-01	5.956e-02	2.541e-01
2.450e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
2.460e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
2.470e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
2.480e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
2.490e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
2.500e+04	2.831e-01	2.496e-01	2.937e-01	2.061e-01	1.664e-01	2.637e-01	1.237e-01	5.956e-02	2.394e-01
