n.evals.q.1.0.	train.8.8.8.mlp.best.quality.increase	train.8.8.8.mlp.best.quality.increase.min	train.8.8.8.mlp.best.quality.increase.max	train.8.8.8.hebbian.synapse.random.best.quality.increase	train.8.8.8.hebbian.synapse.random.best.quality.increase.min	train.8.8.8.hebbian.synapse.random.best.quality.increase.max	train.8.8.8.hebbian.network.random.best.quality.increase	train.8.8.8.hebbian.network.random.best.quality.increase.min	train.8.8.8.hebbian.network.random.best.quality.increase.max	train.8.8.8.freeForm.random.best.quality.increase	train.8.8.8.freeForm.random.best.quality.increase.min	train.8.8.8.freeForm.random.best.quality.increase.max
1.000e+02	5.044e+00	5.044e+00	5.044e+00	4.579e+01	4.579e+01	4.579e+01	-1.124e-01	-1.124e-01	-1.124e-01	1.418e+00	1.418e+00	1.418e+00
3.000e+02	1.183e+01	1.183e+01	1.183e+01	-1.607e+00	-1.607e+00	-1.607e+00	-5.695e-02	-5.695e-02	-5.695e-02	5.423e-01	5.423e-01	5.423e-01
5.000e+02	-1.727e+01	-1.727e+01	-1.727e+01	1.989e-01	1.989e-01	1.989e-01	5.427e-01	5.427e-01	5.427e-01	-4.992e-01	-4.992e-01	-4.992e-01
