problem.name;solver.name;randomGenerator.seed;numberOfInnerLayers→replace.all;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→genotype→size;best→quality→final;best→quality→increase;best→quality→consistency
train;hebbian+synapse+random;3;[8, 8, 8];41;8100;4100;4.73563e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33523e+02;-1.30513e+02;1.33506e+02
train;hebbian+synapse+random;9;[8, 8, 8];40;7900;4000;4.66996e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;3.52602e+00;-7.12776e-03;3.52217e+00
train;hebbian+synapse+random;5;[8, 8, 8];41;8100;4100;4.72943e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.28042e+02;2.70466e+01;1.01054e+02
train;hebbian+synapse+random;10;[8, 8, 8];40;7900;4000;4.68965e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.83819e+02;2.61156e+01;1.35122e+02
train;hebbian+synapse+random;7;[8, 8, 8];41;8100;4100;4.74609e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.22777e+02;-1.31267e+02;2.22759e+02
train;hebbian+synapse+random;6;[8, 8, 8];41;8100;4100;4.75788e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.51527e+02;1.50367e+02;-1.00156e+01
train;hebbian+synapse+random;1;[8, 8, 8];42;8300;4200;4.85222e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.12019e+02;5.58339e-01;1.12592e+02
train;hebbian+synapse+random;2;[8, 8, 8];42;8300;4200;4.82366e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.73858e+02;5.60110e+01;1.02460e+02
train;hebbian+synapse+random;8;[8, 8, 8];41;8100;4100;4.77369e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.23966e+02;1.15670e+02;4.02551e+00
train;hebbian+synapse+random;4;[8, 8, 8];42;8300;4200;4.82628e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32021e+02;-1.39050e+01;1.32155e+02
train;hebbian+synapse+random;3;[8, 8, 8];42;8300;4200;4.85954e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.56783e+02;-1.94961e+01;1.56758e+02
train;hebbian+synapse+random;9;[8, 8, 8];41;8100;4100;4.79035e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.26522e+02;4.97077e-01;3.25488e+00
train;hebbian+synapse+random;5;[8, 8, 8];42;8300;4200;4.84390e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.21865e+02;-4.51268e-03;1.21844e+02
train;hebbian+synapse+random;10;[8, 8, 8];41;8100;4100;4.80906e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.47171e+02;3.95078e+01;1.08748e+02
train;hebbian+synapse+random;7;[8, 8, 8];42;8300;4200;4.85539e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.39795e+02;-3.24299e+00;6.49847e+00
train;hebbian+synapse+random;6;[8, 8, 8];42;8300;4200;4.87206e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.27664e+02;1.26073e+02;8.31251e-01
train;hebbian+synapse+random;2;[8, 8, 8];43;8500;4300;4.94761e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.45033e+02;-2.54549e+00;1.13045e+02
train;hebbian+synapse+random;1;[8, 8, 8];43;8500;4300;4.98625e+02;100;1;11;1.00000e+00;1.00000e+00;1.00000e+00;936;1.82779e+01;1.64999e+01;-1.06000e+02
train;hebbian+synapse+random;8;[8, 8, 8];42;8300;4200;4.89399e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32768e+02;-3.84676e+00;1.34885e+02
train;hebbian+synapse+random;4;[8, 8, 8];43;8500;4300;4.94514e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.15282e+02;9.65327e-03;1.15252e+02
train;hebbian+synapse+random;3;[8, 8, 8];43;8500;4300;4.96639e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.49552e+02;-2.74947e+00;1.30018e+02
train;hebbian+synapse+random;9;[8, 8, 8];42;8300;4200;4.90539e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.23016e+02;-1.29512e+02;1.23007e+02
train;hebbian+synapse+random;5;[8, 8, 8];43;8500;4300;4.96122e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.24280e+02;6.50680e-02;1.26294e+02
train;hebbian+synapse+random;10;[8, 8, 8];42;8300;4200;4.92342e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33772e+02;-1.10746e+02;1.11742e+02
train;hebbian+synapse+random;7;[8, 8, 8];43;8500;4300;4.96943e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.35812e+02;-4.75034e+01;1.19010e+02
train;hebbian+synapse+random;6;[8, 8, 8];43;8500;4300;5.00182e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33025e+02;-9.06833e+00;1.25552e+02
train;hebbian+synapse+random;2;[8, 8, 8];44;8700;4400;5.05522e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.38781e+02;1.25270e+00;1.25252e+02
train;hebbian+synapse+random;1;[8, 8, 8];44;8700;4400;5.11917e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.19534e+02;1.06517e+01;1.05508e+02
train;hebbian+synapse+random;8;[8, 8, 8];43;8500;4300;5.02448e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.30305e+02;1.33261e+02;-1.50305e+00
train;hebbian+synapse+random;4;[8, 8, 8];44;8700;4400;5.08513e+02;100;1;2;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25642e+02;1.26034e+02;9.77526e-01
train;hebbian+synapse+random;3;[8, 8, 8];44;8700;4400;5.10612e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.42029e+02;8.04802e+01;4.66641e+01
train;hebbian+synapse+random;9;[8, 8, 8];43;8500;4300;5.04319e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.26521e+02;-7.98593e-04;1.27996e+02
train;hebbian+synapse+random;5;[8, 8, 8];44;8700;4400;5.09785e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.16193e+02;1.04591e+01;1.04670e+02
train;hebbian+synapse+random;7;[8, 8, 8];44;8700;4400;5.09896e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.53733e+02;-1.12179e+01;2.53604e+02
train;hebbian+synapse+random;10;[8, 8, 8];43;8500;4300;5.06647e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.55371e+02;4.77520e+01;1.07593e+02
train;hebbian+synapse+random;6;[8, 8, 8];44;8700;4400;5.12387e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.30521e+02;-3.59919e+01;3.36306e+01
train;hebbian+synapse+random;2;[8, 8, 8];45;8900;4500;5.18250e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.51037e+02;-3.97653e+01;1.56021e+02
train;hebbian+synapse+random;1;[8, 8, 8];45;8900;4500;5.22798e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.14239e+02;-1.43685e+00;1.15674e+02
train;hebbian+synapse+random;8;[8, 8, 8];44;8700;4400;5.13523e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.36276e+02;2.48481e-01;1.39565e+02
train;hebbian+synapse+random;4;[8, 8, 8];45;8900;4500;5.19395e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.83137e+02;-8.15010e+01;1.83108e+02
train;hebbian+synapse+random;3;[8, 8, 8];45;8900;4500;5.21937e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.84657e+02;-5.80166e+01;6.31070e+01
train;hebbian+synapse+random;9;[8, 8, 8];44;8700;4400;5.15139e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.24803e+02;-2.00697e-02;1.24804e+02
train;hebbian+synapse+random;5;[8, 8, 8];45;8900;4500;5.20715e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.06077e+01;4.78558e+01;-3.61644e+01
train;hebbian+synapse+random;7;[8, 8, 8];45;8900;4500;5.21090e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.45230e+02;-3.84366e+01;5.05341e+01
train;hebbian+synapse+random;10;[8, 8, 8];44;8700;4400;5.19257e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.82741e+02;1.77285e+01;1.52990e+02
train;hebbian+synapse+random;6;[8, 8, 8];45;8900;4500;5.24578e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29625e+02;-8.89803e-01;1.31967e+02
train;hebbian+synapse+random;2;[8, 8, 8];46;9100;4600;5.31038e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.03041e+02;2.62230e+00;2.03030e+02
train;hebbian+synapse+random;1;[8, 8, 8];46;9100;4600;5.34928e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.07844e+01;9.69710e+01;-1.05222e+02
train;hebbian+synapse+random;8;[8, 8, 8];45;8900;4500;5.25348e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29496e+02;-2.83917e+00;1.46734e+00
train;hebbian+synapse+random;4;[8, 8, 8];46;9100;4600;5.30937e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.23784e+02;1.36101e+02;-8.84046e+00
train;hebbian+synapse+random;3;[8, 8, 8];46;9100;4600;5.33613e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.56544e+02;1.34958e+02;1.24257e+02
train;hebbian+synapse+random;9;[8, 8, 8];45;8900;4500;5.26843e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.21029e+02;1.20654e+02;1.50924e+00
train;hebbian+synapse+random;5;[8, 8, 8];46;9100;4600;5.33069e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25935e+02;-4.08661e+01;1.27263e+02
train;hebbian+synapse+random;7;[8, 8, 8];46;9100;4600;5.32744e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33780e+02;2.22031e+00;3.74332e-03
train;hebbian+synapse+random;10;[8, 8, 8];45;8900;4500;5.30731e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.07563e+02;-1.02706e+00;2.07546e+02
train;hebbian+synapse+random;6;[8, 8, 8];46;9100;4600;5.35194e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.40527e+02;-3.65589e+01;1.33754e+02
train;hebbian+synapse+random;2;[8, 8, 8];47;9300;4700;5.41265e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.40033e+02;-1.25895e-01;4.87744e+00
train;hebbian+synapse+random;1;[8, 8, 8];47;9300;4700;5.45800e+02;100;1;17;1.00000e+00;1.00000e+00;1.00000e+00;936;1.00146e+02;-1.14512e+02;1.00136e+02
train;hebbian+synapse+random;8;[8, 8, 8];46;9100;4600;5.37098e+02;100;1;8;1.00000e+00;1.00000e+00;1.00000e+00;936;1.17141e+02;-1.49056e+00;1.20089e+02
train;hebbian+synapse+random;4;[8, 8, 8];47;9300;4700;5.42475e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33027e+02;1.24608e+00;1.19738e+02
train;hebbian+synapse+random;3;[8, 8, 8];47;9300;4700;5.45150e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.29293e+02;1.27602e+00;2.29273e+02
train;hebbian+synapse+random;9;[8, 8, 8];46;9100;4600;5.38972e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.22311e+02;-7.57326e-01;1.23066e+02
train;hebbian+synapse+random;5;[8, 8, 8];47;9300;4700;5.43981e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25053e+02;-2.09272e+00;1.28914e+02
train;hebbian+synapse+random;7;[8, 8, 8];47;9300;4700;5.44077e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.75755e+02;3.83754e+00;5.61767e+01
train;hebbian+synapse+random;10;[8, 8, 8];46;9100;4600;5.41911e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.35548e+02;1.04760e+02;1.19246e+02
train;hebbian+synapse+random;6;[8, 8, 8];47;9300;4700;5.46783e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29430e+02;1.61065e-01;1.30986e+02
train;hebbian+synapse+random;2;[8, 8, 8];48;9500;4800;5.53680e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.38288e+02;-1.16520e+02;2.24529e+02
train;hebbian+synapse+random;1;[8, 8, 8];48;9500;4800;5.57596e+02;100;1;13;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29026e+02;9.45513e-03;1.29008e+02
train;hebbian+synapse+random;8;[8, 8, 8];47;9300;4700;5.48708e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32013e+02;1.29272e+02;2.72882e+00
train;hebbian+synapse+random;4;[8, 8, 8];48;9500;4800;5.53861e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29013e+02;-2.33025e+00;1.31321e+02
train;hebbian+synapse+random;3;[8, 8, 8];48;9500;4800;5.56716e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;3.50797e+02;-1.99495e+01;3.50780e+02
train;hebbian+synapse+random;9;[8, 8, 8];47;9300;4700;5.51055e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;9.75819e+01;1.38835e+00;9.75630e+01
train;hebbian+synapse+random;5;[8, 8, 8];48;9500;4800;5.55656e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.35294e+02;-3.03245e-01;1.36787e+02
train;hebbian+synapse+random;7;[8, 8, 8];48;9500;4800;5.56007e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.94791e+02;-7.80145e+00;1.78640e+02
train;hebbian+synapse+random;10;[8, 8, 8];47;9300;4700;5.53692e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.88261e+02;7.13584e+01;9.29828e+01
train;hebbian+synapse+random;6;[8, 8, 8];48;9500;4800;5.58038e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.19024e+02;-2.81431e+01;8.63598e+00
train;hebbian+synapse+random;2;[8, 8, 8];49;9700;4900;5.63953e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.44788e+02;-2.93484e+00;2.47583e+02
train;hebbian+synapse+random;1;[8, 8, 8];49;9700;4900;5.69251e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32196e+02;4.55607e+00;1.27628e+02
train;hebbian+synapse+random;8;[8, 8, 8];48;9500;4800;5.59924e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.04529e+02;3.31045e-04;1.97252e+02
train;hebbian+synapse+random;4;[8, 8, 8];49;9700;4900;5.65106e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.61081e+02;-1.10297e+02;1.62928e+02
train;hebbian+synapse+random;3;[8, 8, 8];49;9700;4900;5.67886e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.44987e+02;3.91386e-01;2.46286e+02
train;hebbian+synapse+random;9;[8, 8, 8];48;9500;4800;5.61677e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.34778e+02;-5.28168e+00;1.37694e+02
train;hebbian+synapse+random;5;[8, 8, 8];49;9700;4900;5.67639e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.05446e+01;-1.28824e+00;1.18160e+01
train;hebbian+synapse+random;7;[8, 8, 8];49;9700;4900;5.67256e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.34280e+02;-5.43755e-01;2.54078e+00
train;hebbian+synapse+random;10;[8, 8, 8];48;9500;4800;5.64361e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.38027e+02;9.60915e+01;4.28230e+01
train;hebbian+synapse+random;6;[8, 8, 8];49;9700;4900;5.69769e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32023e+02;-1.33261e+02;1.32011e+02
train;hebbian+synapse+random;2;[8, 8, 8];50;9900;5000;5.76656e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.54298e+02;-1.49938e+01;1.55770e+02
train;hebbian+synapse+random;1;[8, 8, 8];50;9900;5000;5.81613e+02;100;1;7;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33652e+02;1.38653e+00;1.36820e+02
train;hebbian+synapse+random;8;[8, 8, 8];49;9700;4900;5.72014e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.34784e+02;-2.00093e+00;1.31023e+02
train;hebbian+synapse+random;4;[8, 8, 8];50;9900;5000;5.76704e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.33029e+02;-1.33025e+02;1.33026e+02
train;hebbian+synapse+random;3;[8, 8, 8];50;9900;5000;5.79516e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.29795e+02;-6.06436e+01;2.29016e+02
train;hebbian+synapse+random;9;[8, 8, 8];49;9700;4900;5.73412e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.35953e+02;-1.49298e+00;1.37438e+02
train;hebbian+synapse+random;5;[8, 8, 8];50;9900;5000;5.78809e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.29432e+02;4.19312e-01;1.32044e+02
train;hebbian+synapse+random;7;[8, 8, 8];50;9900;5000;5.80081e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.44044e+02;1.23882e+02;1.18999e+02
train;hebbian+synapse+random;10;[8, 8, 8];49;9700;4900;5.77614e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.87283e+02;-9.92211e+01;1.87281e+02
train;hebbian+synapse+random;6;[8, 8, 8];50;9900;5000;5.81823e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.16520e+02;-2.44259e+00;1.18967e+02
train;hebbian+synapse+random;2;[8, 8, 8];51;10100;5100;5.87939e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.45535e+02;-6.76646e+00;1.62017e+02
train;hebbian+synapse+random;1;[8, 8, 8];51;10100;5100;5.93191e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.06272e+02;-4.09583e-01;1.07621e+02
train;hebbian+synapse+random;8;[8, 8, 8];50;9900;5000;5.82969e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.74338e+02;-9.75096e+00;1.74328e+02
train;hebbian+synapse+random;4;[8, 8, 8];51;10100;5100;5.88566e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.47550e+02;9.90118e+01;1.48522e+02
train;hebbian+synapse+random;3;[8, 8, 8];51;10100;5100;5.91429e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.27458e+02;1.05438e+01;2.16258e+02
train;hebbian+synapse+random;9;[8, 8, 8];50;9900;5000;5.84822e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25520e+02;-3.97110e-03;1.25511e+02
train;hebbian+synapse+random;5;[8, 8, 8];51;10100;5100;5.91217e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25826e+02;-8.61947e-01;1.27262e+02
train;hebbian+synapse+random;7;[8, 8, 8];51;10100;5100;5.91017e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.51785e+02;-1.19755e+02;2.48584e+02
train;hebbian+synapse+random;10;[8, 8, 8];50;9900;5000;5.88098e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.77783e+02;1.54734e+00;8.20161e+01
train;hebbian+synapse+random;6;[8, 8, 8];51;10100;5100;5.92691e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;7.70298e+01;6.73821e+00;7.20170e+01
train;hebbian+synapse+random;2;[8, 8, 8];52;10300;5200;6.00223e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.12795e+02;-3.41024e+01;2.12791e+02
train;hebbian+synapse+random;1;[8, 8, 8];52;10300;5200;6.04560e+02;100;1;4;1.00000e+00;1.00000e+00;1.00000e+00;936;1.37774e+02;9.59511e-01;1.36808e+02
train;hebbian+synapse+random;8;[8, 8, 8];51;10100;5100;5.95361e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.23572e+02;-8.01000e+00;6.30384e+00
train;hebbian+synapse+random;4;[8, 8, 8];52;10300;5200;6.00830e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.62779e+02;4.83521e-01;1.52003e+02
train;hebbian+synapse+random;3;[8, 8, 8];52;10300;5200;6.02847e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.47337e+02;7.63537e-01;2.48020e+02
train;hebbian+synapse+random;9;[8, 8, 8];51;10100;5100;5.96995e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.09272e+02;-3.11206e+00;1.10606e+02
train;hebbian+synapse+random;5;[8, 8, 8];52;10300;5200;6.02745e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.28545e+02;-2.14619e+00;2.32426e+02
train;hebbian+synapse+random;7;[8, 8, 8];52;10300;5200;6.02223e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.58792e+02;4.40099e+01;1.95016e+02
train;hebbian+synapse+random;10;[8, 8, 8];51;10100;5100;5.99304e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.91307e+02;-2.92544e-02;1.92720e+02
train;hebbian+synapse+random;6;[8, 8, 8];52;10300;5200;6.04677e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.11051e+02;-3.99879e-01;1.12522e+02
train;hebbian+synapse+random;2;[8, 8, 8];53;10500;5300;6.11505e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.89297e+02;-1.04247e+00;1.90685e+02
train;hebbian+synapse+random;1;[8, 8, 8];53;10500;5300;6.17112e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.32514e+02;5.30646e-01;1.33356e+02
train;hebbian+synapse+random;8;[8, 8, 8];52;10300;5200;6.06902e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.28027e+02;6.95336e-01;1.20511e+02
train;hebbian+synapse+random;4;[8, 8, 8];53;10500;5300;6.11983e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.93536e+02;-1.01504e+02;6.15034e+01
train;hebbian+synapse+random;3;[8, 8, 8];53;10500;5300;6.14556e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.55393e+02;-1.19104e+02;1.37717e+02
train;hebbian+synapse+random;9;[8, 8, 8];52;10300;5200;6.08547e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.36409e+02;4.52291e-01;1.38754e+02
train;hebbian+synapse+random;5;[8, 8, 8];53;10500;5300;6.14270e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.25336e+02;-5.92547e+01;1.25330e+02
train;hebbian+synapse+random;7;[8, 8, 8];53;10500;5300;6.13641e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.37613e+02;-1.16523e+02;1.31605e+02
train;hebbian+synapse+random;10;[8, 8, 8];52;10300;5200;6.11634e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.14543e+02;-1.04197e+02;2.15209e+02
train;hebbian+synapse+random;6;[8, 8, 8];53;10500;5300;6.16502e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.24677e+02;-4.91347e-03;1.24667e+02
train;hebbian+synapse+random;2;[8, 8, 8];54;10700;5400;6.23600e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.62367e+02;-8.28243e+00;1.62689e+02
train;hebbian+synapse+random;1;[8, 8, 8];54;10700;5400;6.27493e+02;100;1;3;1.00000e+00;1.00000e+00;1.00000e+00;936;1.22776e+02;-3.92595e+01;1.22768e+02
train;hebbian+synapse+random;8;[8, 8, 8];53;10500;5300;6.19826e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.76539e+02;4.73515e+00;1.73837e+02
train;hebbian+synapse+random;4;[8, 8, 8];54;10700;5400;6.24774e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.38025e+02;-6.09991e+01;9.57425e+01
train;hebbian+synapse+random;3;[8, 8, 8];54;10700;5400;6.28421e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.54643e+02;1.13010e+02;1.24278e+02
train;hebbian+synapse+random;9;[8, 8, 8];53;10500;5300;6.21573e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.30753e+02;2.87262e+00;1.30740e+02
train;hebbian+synapse+random;5;[8, 8, 8];54;10700;5400;6.27171e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.28413e+02;-5.05868e+00;1.26934e+02
train;hebbian+synapse+random;7;[8, 8, 8];54;10700;5400;6.27375e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.59883e+02;-1.24533e+02;2.51685e+02
train;hebbian+synapse+random;10;[8, 8, 8];53;10500;5300;6.25184e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.14044e+02;-5.51131e+00;2.14031e+02
train;hebbian+synapse+random;6;[8, 8, 8];54;10700;5400;6.30413e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.23180e+02;2.88189e+01;6.45293e+01
train;hebbian+synapse+random;2;[8, 8, 8];55;10900;5500;6.36284e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.58039e+02;1.26509e+01;1.37605e+02
train;hebbian+synapse+random;1;[8, 8, 8];55;10900;5500;6.40908e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.30277e+02;-5.51493e+00;1.30268e+02
train;hebbian+synapse+random;8;[8, 8, 8];54;10700;5400;6.31434e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.28289e+02;-1.18097e+00;1.29433e+02
train;hebbian+synapse+random;4;[8, 8, 8];55;10900;5500;6.37110e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.39796e+02;7.22864e+01;6.49398e+00
train;hebbian+synapse+random;3;[8, 8, 8];55;10900;5500;6.40312e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;2.51658e+02;4.89605e+01;1.94051e+02
train;hebbian+synapse+random;9;[8, 8, 8];54;10700;5400;6.34512e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.36667e+02;2.43396e+00;1.30147e+02
train;hebbian+synapse+random;5;[8, 8, 8];55;10900;5500;6.39222e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;936;1.28403e+02;1.06819e-03;-1.11072e+00
