n.evals.q.1.0.	2d.nav._.hebbian.network.best.quality.consistency	2d.nav._.hebbian.network.best.quality.consistency.min	2d.nav._.hebbian.network.best.quality.consistency.max	2d.nav._.hebbian.synapse.best.quality.consistency	2d.nav._.hebbian.synapse.best.quality.consistency.min	2d.nav._.hebbian.synapse.best.quality.consistency.max	2d.nav._.freeForm.best.quality.consistency	2d.nav._.freeForm.best.quality.consistency.min	2d.nav._.freeForm.best.quality.consistency.max
1.840e+04	1.143e+01	4.223e+00	4.616e+01	4.419e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.850e+04	1.143e+01	1.634e+00	4.616e+01	4.419e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.860e+04	1.143e+01	1.634e+00	4.616e+01	4.946e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.870e+04	1.143e+01	1.634e+00	4.616e+01	4.946e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.880e+04	1.143e+01	1.634e+00	4.616e+01	4.946e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.890e+04	1.143e+01	1.634e+00	4.616e+01	5.212e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.900e+04	1.185e+01	1.634e+00	4.616e+01	5.212e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.910e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.920e+04	1.185e+01	1.634e+00	4.616e+01	5.212e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.930e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.940e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.950e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.960e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.970e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.980e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
1.990e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	9.903e-01	4.333e-01	0.000e+00	7.082e+01
2.000e+04	1.185e+01	1.634e+00	4.616e+01	4.419e-01	1.345e-02	9.903e-01	4.333e-01	0.000e+00	7.082e+01
2.010e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.020e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.030e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.040e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.050e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.060e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.070e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.080e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.090e+04	1.185e+01	1.634e+00	4.616e+01	4.946e-01	1.345e-02	1.112e+00	4.333e-01	0.000e+00	7.082e+01
2.100e+04	1.185e+01	1.634e+00	4.616e+01	4.419e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.110e+04	1.185e+01	4.223e+00	4.616e+01	4.419e-01	9.930e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.120e+04	1.185e+01	4.223e+00	4.616e+01	4.419e-01	8.624e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.130e+04	1.185e+01	4.223e+00	4.616e+01	4.946e-01	8.624e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.140e+04	1.185e+01	4.223e+00	4.616e+01	4.946e-01	8.335e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.150e+04	1.185e+01	4.223e+00	4.616e+01	4.946e-01	8.624e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.160e+04	1.185e+01	4.223e+00	4.616e+01	4.946e-01	8.624e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.170e+04	2.139e+01	4.223e+00	4.616e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.180e+04	2.139e+01	4.223e+00	4.616e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.190e+04	2.139e+01	4.223e+00	4.616e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.200e+04	2.139e+01	4.223e+00	4.616e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.210e+04	2.139e+01	4.223e+00	4.616e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.220e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	8.870e-03	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.230e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.240e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.250e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.260e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.270e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	7.082e+01
2.280e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.290e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.300e+04	1.143e+01	1.808e+00	4.462e+01	4.946e-01	1.260e-02	1.106e+00	1.806e-03	0.000e+00	1.254e+02
2.310e+04	1.143e+01	1.808e+00	4.462e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.320e+04	1.143e+01	1.808e+00	4.462e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.330e+04	1.143e+01	1.808e+00	5.198e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.340e+04	1.143e+01	1.808e+00	5.198e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.350e+04	1.143e+01	1.808e+00	5.198e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.360e+04	1.143e+01	1.808e+00	5.198e+01	4.419e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.370e+04	1.143e+01	1.808e+00	5.198e+01	4.419e-01	1.345e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.380e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.390e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	1.097e+00	1.806e-03	0.000e+00	1.254e+02
2.400e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.410e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.420e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.430e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.440e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.450e+04	1.143e+01	4.223e+00	5.198e+01	4.335e-01	8.870e-03	8.576e-01	1.806e-03	0.000e+00	1.254e+02
2.460e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.470e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.480e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
2.490e+04	1.143e+01	4.223e+00	5.198e+01	4.361e-01	1.260e-02	8.576e-01	4.333e-01	0.000e+00	1.254e+02
2.500e+04	1.143e+01	4.223e+00	5.198e+01	4.946e-01	1.260e-02	1.097e+00	4.333e-01	0.000e+00	1.254e+02
