n.evals.q.1.0.	train.8.8.8.mlp.best.quality.increase	train.8.8.8.mlp.best.quality.increase.min	train.8.8.8.mlp.best.quality.increase.max	train.8.8.8.hebbian.synapse.random.best.quality.increase	train.8.8.8.hebbian.synapse.random.best.quality.increase.min	train.8.8.8.hebbian.synapse.random.best.quality.increase.max	train.8.8.8.hebbian.network.random.best.quality.increase	train.8.8.8.hebbian.network.random.best.quality.increase.min	train.8.8.8.hebbian.network.random.best.quality.increase.max	train.8.8.8.freeForm.random.best.quality.increase	train.8.8.8.freeForm.random.best.quality.increase.min	train.8.8.8.freeForm.random.best.quality.increase.max
1.000e+02	6.432e+01	6.432e+01	6.432e+01	9.249e+01	9.249e+01	9.249e+01	4.647e-01	4.647e-01	4.647e-01	3.855e-01	3.855e-01	3.855e-01
2.000e+02	6.432e+01	6.432e+01	6.432e+01	9.249e+01	9.249e+01	9.249e+01	4.647e-01	4.647e-01	4.647e-01	-1.848e+01	-1.848e+01	-1.848e+01
3.000e+02	6.432e+01	6.432e+01	6.432e+01	9.249e+01	9.249e+01	9.249e+01	4.647e-01	4.647e-01	4.647e-01	2.383e+00	2.383e+00	2.383e+00
4.000e+02	-6.224e-01	-6.224e-01	-6.224e-01	9.249e+01	9.249e+01	9.249e+01	4.647e-01	4.647e-01	4.647e-01	2.383e+00	2.383e+00	2.383e+00
5.000e+02	-6.224e-01	-6.224e-01	-6.224e-01	-5.614e-01	-5.614e-01	-5.614e-01	4.647e-01	4.647e-01	4.647e-01	2.383e+00	2.383e+00	2.383e+00
