n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.560e+04	1.112e-01	3.659e-02	1.861e-01	3.484e-01	3.006e-02	6.135e-01	6.000e-01	9.908e-02	9.990e-01
1.570e+04	9.744e-02	3.603e-02	1.968e-01	3.865e-01	3.210e-02	6.136e-01	5.500e-01	7.209e-03	9.964e-01
1.580e+04	7.742e-02	2.922e-02	1.854e-01	3.902e-01	3.436e-02	6.217e-01	5.678e-01	9.908e-02	8.812e-01
1.590e+04	9.301e-02	3.622e-02	2.111e-01	3.523e-01	2.993e-02	6.026e-01	6.000e-01	4.962e-02	9.987e-01
1.600e+04	8.319e-02	3.425e-02	1.910e-01	3.598e-01	2.872e-02	6.159e-01	5.958e-01	9.908e-02	9.997e-01
1.610e+04	8.779e-02	2.915e-02	1.801e-01	3.215e-01	2.135e-02	6.162e-01	5.104e-01	-6.932e-03	9.524e-01
1.620e+04	9.283e-02	2.764e-02	1.952e-01	2.779e-01	2.837e-02	6.150e-01	5.805e-01	-7.514e-03	9.482e-01
1.630e+04	8.258e-02	2.641e-02	1.941e-01	3.241e-01	2.644e-02	6.118e-01	5.651e-01	3.730e-02	8.514e-01
1.640e+04	6.557e-02	1.858e-02	1.722e-01	2.846e-01	2.422e-02	6.137e-01	4.113e-01	2.943e-03	9.470e-01
1.650e+04	8.744e-02	2.771e-02	1.975e-01	2.768e-01	2.218e-02	6.129e-01	5.466e-01	9.908e-02	9.883e-01
1.660e+04	8.285e-02	1.726e-02	1.888e-01	2.768e-01	2.305e-02	6.116e-01	2.786e-01	1.005e-02	7.791e-01
1.670e+04	9.121e-02	3.504e-02	1.959e-01	3.163e-01	3.165e-02	6.209e-01	5.093e-01	-1.645e-06	9.442e-01
1.680e+04	8.651e-02	3.609e-02	1.837e-01	2.764e-01	3.039e-02	6.108e-01	5.405e-01	8.687e-03	9.542e-01
1.690e+04	7.108e-02	1.772e-02	1.645e-01	2.759e-01	2.192e-02	6.077e-01	6.000e-01	2.641e-02	9.655e-01
1.700e+04	8.862e-02	1.020e-02	1.765e-01	3.363e-01	3.097e-02	6.100e-01	6.000e-01	4.435e-03	9.434e-01
1.710e+04	9.568e-02	3.903e-02	1.953e-01	3.242e-01	2.062e-02	6.776e-01	5.419e-01	9.191e-02	9.722e-01
1.720e+04	7.689e-02	2.972e-02	1.704e-01	3.850e-01	5.165e-02	6.438e-01	5.081e-01	2.084e-02	9.285e-01
1.730e+04	8.668e-02	2.629e-02	1.696e-01	3.628e-01	5.927e-02	6.603e-01	6.000e-01	-5.330e-04	9.294e-01
1.740e+04	8.300e-02	2.920e-02	1.994e-01	3.561e-01	3.803e-02	6.573e-01	5.122e-01	9.998e-02	9.972e-01
1.750e+04	8.676e-02	2.619e-02	1.698e-01	3.827e-01	6.871e-02	6.595e-01	5.222e-01	6.312e-02	8.562e-01
1.760e+04	9.268e-02	3.120e-02	1.989e-01	3.886e-01	3.799e-02	6.498e-01	5.291e-01	5.658e-02	9.407e-01
1.770e+04	9.645e-02	4.457e-02	1.896e-01	3.647e-01	4.960e-02	6.459e-01	6.040e-01	9.908e-02	9.674e-01
1.780e+04	9.321e-02	3.432e-02	1.866e-01	3.331e-01	2.408e-02	6.350e-01	5.556e-01	8.725e-02	8.760e-01
