n.evals.q.1.0.	2d.nav._.hebbian.network.best.quality.increase	2d.nav._.hebbian.network.best.quality.increase.min	2d.nav._.hebbian.network.best.quality.increase.max	2d.nav._.hebbian.synapse.best.quality.increase	2d.nav._.hebbian.synapse.best.quality.increase.min	2d.nav._.hebbian.synapse.best.quality.increase.max	2d.nav._.freeForm.best.quality.increase	2d.nav._.freeForm.best.quality.increase.min	2d.nav._.freeForm.best.quality.increase.max
1.810e+04	2.316e+01	1.721e+00	3.467e+01	4.849e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.820e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.830e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.840e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.719e+02	5.133e+02	6.893e+01	5.137e-08	1.119e+02
1.850e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.719e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.860e+04	2.593e+01	1.721e+00	3.803e+01	4.793e+02	4.716e+02	5.100e+02	6.893e+01	5.137e-08	1.388e+02
1.870e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.100e+02	6.893e+01	5.137e-08	1.388e+02
1.880e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.100e+02	6.893e+01	5.137e-08	1.388e+02
1.890e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.100e+02	6.893e+01	5.137e-08	1.388e+02
1.900e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.123e+02	6.893e+01	5.137e-08	1.388e+02
1.910e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.920e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.930e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	5.137e-08	1.388e+02
1.940e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
1.950e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.388e+02
1.960e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
1.970e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
1.980e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
1.990e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
2.000e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
2.010e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.119e+02
2.020e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.119e+02
2.030e+04	2.593e+01	1.721e+00	3.803e+01	4.807e+02	4.716e+02	5.133e+02	6.893e+01	0.000e+00	1.388e+02
2.040e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.965e+01	0.000e+00	1.388e+02
2.050e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.965e+01	0.000e+00	1.119e+02
2.060e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.965e+01	0.000e+00	1.119e+02
2.070e+04	2.593e+01	1.721e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	6.965e+01	0.000e+00	1.119e+02
2.080e+04	2.593e+01	1.721e+00	3.803e+01	4.922e+02	4.720e+02	5.135e+02	6.965e+01	0.000e+00	1.119e+02
2.090e+04	2.593e+01	1.721e+00	3.803e+01	4.922e+02	4.720e+02	5.135e+02	7.383e+01	0.000e+00	1.119e+02
2.100e+04	2.593e+01	1.721e+00	3.803e+01	4.922e+02	4.720e+02	5.133e+02	7.383e+01	5.137e-08	1.388e+02
2.110e+04	2.593e+01	2.358e+00	3.803e+01	4.922e+02	4.720e+02	5.133e+02	7.383e+01	5.137e-08	1.119e+02
2.120e+04	2.593e+01	2.358e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.130e+04	2.593e+01	2.358e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.140e+04	2.593e+01	2.358e+00	3.803e+01	4.849e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.150e+04	2.593e+01	2.358e+00	3.803e+01	4.862e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.160e+04	2.593e+01	2.358e+00	3.803e+01	4.862e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.170e+04	2.593e+01	2.358e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.180e+04	2.593e+01	2.358e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.190e+04	2.593e+01	2.358e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.200e+04	2.593e+01	2.358e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.210e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.220e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.716e+02	5.133e+02	7.383e+01	0.000e+00	1.388e+02
2.230e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.720e+02	5.133e+02	7.383e+01	0.000e+00	1.119e+02
2.240e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.720e+02	5.133e+02	6.965e+01	5.137e-08	1.119e+02
2.250e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.720e+02	5.133e+02	6.965e+01	5.137e-08	1.119e+02
2.260e+04	2.593e+01	4.082e+00	3.803e+01	4.940e+02	4.720e+02	5.133e+02	7.383e+01	5.137e-08	1.119e+02
2.270e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.133e+02	8.061e+01	5.137e-08	1.208e+02
2.280e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.133e+02	7.383e+01	5.137e-08	1.119e+02
2.290e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.133e+02	7.383e+01	5.137e-08	1.119e+02
2.300e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.135e+02	7.383e+01	5.137e-08	1.119e+02
2.310e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.135e+02	7.383e+01	5.137e-08	1.119e+02
2.320e+04	2.593e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.330e+04	2.651e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.159e+02	6.965e+01	5.137e-08	1.119e+02
2.340e+04	2.651e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.159e+02	8.061e+01	5.137e-08	1.388e+02
2.350e+04	2.651e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.159e+02	7.769e+01	5.137e-08	1.119e+02
2.360e+04	2.651e+01	4.082e+00	3.803e+01	4.928e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.370e+04	2.651e+01	4.082e+00	3.803e+01	4.862e+02	4.629e+02	5.135e+02	7.383e+01	5.137e-08	1.388e+02
2.380e+04	2.891e+01	4.082e+00	3.968e+01	4.862e+02	4.629e+02	5.135e+02	7.383e+01	5.137e-08	1.119e+02
2.390e+04	2.891e+01	4.082e+00	3.968e+01	4.862e+02	4.629e+02	5.135e+02	7.585e+01	5.137e-08	1.119e+02
2.400e+04	2.891e+01	4.082e+00	3.968e+01	4.862e+02	4.629e+02	5.135e+02	7.383e+01	5.137e-08	1.119e+02
2.410e+04	2.891e+01	4.082e+00	3.968e+01	4.922e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.388e+02
2.420e+04	2.891e+01	4.082e+00	3.968e+01	4.922e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.430e+04	2.891e+01	4.082e+00	3.968e+01	4.922e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.440e+04	2.891e+01	4.082e+00	3.968e+01	4.922e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.450e+04	2.891e+01	4.082e+00	3.968e+01	4.922e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.460e+04	2.891e+01	4.082e+00	3.968e+01	4.928e+02	4.720e+02	5.159e+02	7.383e+01	5.137e-08	1.422e+02
2.470e+04	2.891e+01	4.082e+00	3.968e+01	4.928e+02	4.720e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.480e+04	2.891e+01	4.082e+00	3.968e+01	4.928e+02	4.720e+02	5.159e+02	7.383e+01	5.137e-08	1.119e+02
2.490e+04	2.891e+01	4.082e+00	3.968e+01	4.928e+02	4.716e+02	5.159e+02	7.383e+01	5.137e-08	1.388e+02
2.500e+04	2.891e+01	4.082e+00	3.968e+01	4.928e+02	4.716e+02	5.156e+02	7.383e+01	5.137e-08	1.388e+02
